sfreq,ch_a,ch_b,corr
512.0,EEG Fp1,EEG FP2,0.9003773474427692
512.0,EEG Fc1,EEG Fc5,0.9905515851706388
512.0,EEG Fc1,EEG Cp1,0.9915310683789063
512.0,EEG Fc1,EEG Cp5,0.9891753911201182
512.0,EEG Fc1,EEG F9,0.9899503180066035
512.0,EEG Fc1,EEG Fc2,0.9908772550098333
512.0,EEG Fc1,EEG Fc6,0.9904284855642151
512.0,EEG Fc1,EEG Cp2,0.9909842591901863
512.0,EEG Fc1,EEG Cp6,0.9897811457254144
512.0,EEG Fc1,EEG F10,0.9903135576141201
512.0,EEG Fc1,EEG P9,0.9895652896711699
512.0,EEG Fc1,EEG P10,0.9907621293945712
512.0,EEG Fc1,61,0.9906818880137613
512.0,EEG Fc1,62,0.9897043139451038
512.0,EEG Fc1,63,0.9910786648560583
512.0,EEG Fc1,64,0.9880223168461132
512.0,EEG Fc5,EEG Cp1,0.9913371247959757
512.0,EEG Fc5,EEG Cp5,0.9901009749556797
512.0,EEG Fc5,EEG F9,0.9908447135022078
512.0,EEG Fc5,EEG Fc2,0.9909928911389713
512.0,EEG Fc5,EEG Fc6,0.9912783834287203
512.0,EEG Fc5,EEG Cp2,0.9910672393349085
512.0,EEG Fc5,EEG Cp6,0.9904273505281604
512.0,EEG Fc5,EEG F10,0.990491441207201
512.0,EEG Fc5,EEG P9,0.990621921417404
512.0,EEG Fc5,EEG P10,0.9916255225756683
512.0,EEG Fc5,61,0.9908427088880406
512.0,EEG Fc5,62,0.9907650468058764
512.0,EEG Fc5,63,0.9916998205869926
512.0,EEG Fc5,64,0.9898928239029942
512.0,EEG Cp1,EEG Cp5,0.9910975926795323
512.0,EEG Cp1,EEG F9,0.9910004689547558
512.0,EEG Cp1,EEG Fc2,0.9920600629878892
512.0,EEG Cp1,EEG Fc6,0.9913970939166558
512.0,EEG Cp1,EEG Cp2,0.9913225431923934
512.0,EEG Cp1,EEG Cp6,0.9911136789381536
512.0,EEG Cp1,EEG F10,0.9914202583386795
512.0,EEG Cp1,EEG P9,0.9908564312085865
512.0,EEG Cp1,EEG P10,0.9921379330731334
512.0,EEG Cp1,61,0.9913460259542136
512.0,EEG Cp1,62,0.991046768177847
512.0,EEG Cp1,63,0.9923263491497892
512.0,EEG Cp1,64,0.9894908001663183
512.0,EEG Cp5,EEG F9,0.9901857448192667
512.0,EEG Cp5,EEG Fc2,0.9899907640093634
512.0,EEG Cp5,EEG Fc6,0.990610080324986
512.0,EEG Cp5,EEG Cp2,0.9899370077247666
512.0,EEG Cp5,EEG Cp6,0.9905292818304781
512.0,EEG Cp5,EEG F10,0.9900479673857273
512.0,EEG Cp5,EEG P9,0.9905654675913451
512.0,EEG Cp5,EEG P10,0.9908574630824718
512.0,EEG Cp5,61,0.9901423763992309
512.0,EEG Cp5,62,0.9908370639633135
512.0,EEG Cp5,63,0.9907518567241951
512.0,EEG Cp5,64,0.9894285427832127
512.0,EEG F9,EEG Fc2,0.9910827127038478
512.0,EEG F9,EEG Fc6,0.9910714755506304
512.0,EEG F9,EEG Cp2,0.9912033047769797
512.0,EEG F9,EEG Cp6,0.9905418352181825
512.0,EEG F9,EEG F10,0.9910311322681337
512.0,EEG F9,EEG P9,0.9901522773377779
512.0,EEG F9,EEG P10,0.991130518086576
512.0,EEG F9,61,0.9902826690445578
512.0,EEG F9,62,0.9910966748632052
512.0,EEG F9,63,0.99157923094927
512.0,EEG F9,64,0.9893691609570772
512.0,EEG Fz,EEG FP2,0.9091895205348234
512.0,EEG Fc2,EEG Fc6,0.9909645949169251
512.0,EEG Fc2,EEG Cp2,0.9913554541891283
512.0,EEG Fc2,EEG Cp6,0.9904586551411331
512.0,EEG Fc2,EEG F10,0.9913498759237782
512.0,EEG Fc2,EEG P9,0.9902964152985457
512.0,EEG Fc2,EEG P10,0.991728016786984
512.0,EEG Fc2,61,0.9915122943390401
512.0,EEG Fc2,62,0.9908311541290783
512.0,EEG Fc2,63,0.992243266735381
512.0,EEG Fc2,64,0.9884794237167166
512.0,EEG Fc6,EEG Cp2,0.9914167906476266
512.0,EEG Fc6,EEG Cp6,0.9910206631929225
512.0,EEG Fc6,EEG F10,0.9909171685613357
512.0,EEG Fc6,EEG P9,0.9909155291603199
512.0,EEG Fc6,EEG P10,0.9909938686640205
512.0,EEG Fc6,61,0.990845736412437
512.0,EEG Fc6,62,0.9914919660300596
512.0,EEG Fc6,63,0.9918620808042601
512.0,EEG Fc6,64,0.9897408782513971
512.0,EEG Cp2,EEG Cp6,0.9910347347926289
512.0,EEG Cp2,EEG F10,0.9910391056926917
512.0,EEG Cp2,EEG P9,0.9903905862708361
512.0,EEG Cp2,EEG P10,0.9917090784088143
512.0,EEG Cp2,61,0.9908301387082665
512.0,EEG Cp2,62,0.9911308695943811
512.0,EEG Cp2,63,0.9914018545144191
512.0,EEG Cp2,64,0.9895339142720375
