channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,2.6459743163492433e-06,5.235705820345448e-05,-0.000350875,0.0005895,0.000940375,-2e-06,-0.000112,-5.8e-05,-1.7e-05,1.0875e-05,8.937499999999999e-05,0.000228125,2.7875e-05,1.3874999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.025684562901342675,False,False,False
EEG F3,2.7678850039222106e-06,1.3818706525655064e-05,-0.000299625,0.00033299999999999996,0.0006326249999999999,1.8749999999999998e-06,-2.9874999999999998e-05,-1.525e-05,-3.5e-06,7.25e-06,2.3749999999999998e-05,5.677624999999534e-05,1.075e-05,5.375e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.006713140323992995,False,False,False
EEG C3,1.2839760887560217e-05,8.046594337153522e-06,-0.00012162499999999999,0.00017375,0.00029537499999999996,1.175e-05,-3.625e-06,1.375e-06,7e-06,1.875e-05,2.6249999999999998e-05,3.1e-05,1.1749999999999998e-05,5.5e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0002496989929947461,False,False,False
EEG P3,9.496972684754437e-06,2.322545844168327e-05,-9.999999999999999e-05,0.000598375,0.000698375,8.125e-06,-2.7e-05,-1.1874999999999999e-05,2.125e-06,1.4249999999999999e-05,2.8125e-05,7.725e-05,1.2125e-05,6.125e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.009713404845300642,False,False,False
EEG O1,2.4952890693410723e-07,2.822800006367004e-05,-0.00041424999999999996,0.000500125,0.000914375,2.5e-07,-8.375e-05,-3.1e-05,-9.125e-06,1.0375e-05,3.2375e-05,6.525e-05,1.95e-05,9.749999999999998e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00980530319614711,False,False,False
EEG F7,5.6820843537926844e-06,3.176304173508064e-05,-0.000568375,0.0005362499999999999,0.001104625,3.7499999999999997e-06,-7.937499999999999e-05,-3.9e-05,-8.249999999999999e-06,1.675e-05,5.7375e-05,0.00011337499999999999,2.4999999999999998e-05,1.2499999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003991763353765324,False,False,False
EEG T3,2.211533214526778e-06,1.3986363998308804e-05,-0.000843,0.000344375,0.001187375,2.4999999999999998e-06,-3.6e-05,-1.9625e-05,-5.5e-06,1.0375e-05,2.35e-05,3.675e-05,1.5875e-05,7.875e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.000385608216579101,False,False,False
EEG T5,3.2190407739072545e-06,1.4057367869527647e-05,-0.00044225,0.00020262499999999998,0.0006448749999999999,3.625e-06,-3.675e-05,-1.875e-05,-3.7499999999999997e-06,1.0749999999999999e-05,2.4e-05,3.7875e-05,1.4499999999999998e-05,7.25e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0006175204319906597,False,False,False
EEG Fc1,5.363855785719498e-06,4.7957033542637596e-05,-0.004095875,0.00352275,0.0076186249999999995,5.75e-06,-0.00010612499999999999,-5.6374999999999995e-05,-2.7125e-05,3.8375e-05,6.6375e-05,0.00010875,6.549999999999999e-05,3.2749999999999996e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0006140998978400467,False,False,False
EEG Fc5,3.0014756469370255e-06,4.6314411214020115e-05,-0.004095875,0.00330525,0.007401125,3.375e-06,-0.00010612499999999999,-5.6625e-05,-2.775e-05,3.4374999999999995e-05,6.1875e-05,0.0001035,6.212499999999999e-05,3.0999999999999995e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0007002973584354933,False,False,False
