file,channel,time_sec,time_min,p2p_uv
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,6.0,0.1,200.12499999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,7.0,0.11666666666666667,220.24999999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,7.5,0.125,220.24999999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,8.0,0.13333333333333333,212.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,8.5,0.14166666666666666,212.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,9.0,0.15,335.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,9.5,0.15833333333333333,747.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,10.0,0.16666666666666666,763.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,10.5,0.175,546.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,11.0,0.18333333333333332,516.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,11.5,0.19166666666666668,545.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,12.0,0.2,395.62499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,12.5,0.20833333333333334,333.74999999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,13.0,0.21666666666666667,446.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,13.5,0.225,843.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,14.0,0.23333333333333334,703.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,14.5,0.24166666666666667,562.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,15.0,0.25,402.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,15.5,0.25833333333333336,286.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,16.0,0.26666666666666666,230.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,16.5,0.275,317.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,17.0,0.2833333333333333,257.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,18.5,0.30833333333333335,233.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,19.0,0.31666666666666665,206.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,20.0,0.3333333333333333,269.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,20.5,0.3416666666666667,269.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,21.0,0.35,200.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,21.5,0.35833333333333334,205.87499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,22.5,0.375,209.50000000000003
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,23.0,0.38333333333333336,324.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,23.5,0.39166666666666666,235.00000000000006
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,24.0,0.4,221.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,24.5,0.4083333333333333,277.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,25.0,0.4166666666666667,513.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,25.5,0.425,492.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,26.0,0.43333333333333335,283.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,26.5,0.44166666666666665,202.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,28.0,0.4666666666666667,210.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,28.5,0.475,261.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,30.5,0.5083333333333333,663.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,31.0,0.5166666666666667,679.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,31.5,0.525,283.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,35.0,0.5833333333333334,239.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,35.5,0.5916666666666667,232.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,39.0,0.65,258.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,39.5,0.6583333333333333,228.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,40.0,0.6666666666666666,283.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,41.5,0.6916666666666667,210.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,44.0,0.7333333333333333,208.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,44.5,0.7416666666666667,358.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,45.0,0.75,401.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,45.5,0.7583333333333333,296.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,46.0,0.7666666666666667,223.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,46.5,0.775,209.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,47.0,0.7833333333333333,229.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,47.5,0.7916666666666666,232.74999999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,48.0,0.8,238.12499999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,48.5,0.8083333333333333,337.87499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,49.0,0.8166666666666667,347.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,49.5,0.825,478.74999999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,50.0,0.8333333333333334,509.24999999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,50.5,0.8416666666666667,459.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,51.0,0.85,461.24999999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,51.5,0.8583333333333333,543.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,52.0,0.8666666666666667,584.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,52.5,0.875,584.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,53.0,0.8833333333333333,402.62499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,53.5,0.8916666666666667,248.99999999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,54.0,0.9,211.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,56.0,0.9333333333333333,246.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,56.5,0.9416666666666667,291.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,62.0,1.0333333333333334,234.24999999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,62.5,1.0416666666666667,253.87499999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,82.0,1.3666666666666667,226.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,82.5,1.375,226.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,88.5,1.475,250.62499999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,89.0,1.4833333333333334,217.62499999999997
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,91.0,1.5166666666666666,350.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,91.5,1.525,475.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,92.0,1.5333333333333334,542.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,92.5,1.5416666666666667,542.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,93.0,1.55,320.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,93.5,1.5583333333333333,302.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,94.0,1.5666666666666667,225.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,94.5,1.575,243.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,95.0,1.5833333333333333,331.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,95.5,1.5916666666666666,323.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,97.0,1.6166666666666667,218.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,97.5,1.625,227.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,98.0,1.6333333333333333,227.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,98.5,1.6416666666666666,487.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,99.0,1.65,512.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,99.5,1.6583333333333334,336.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,101.5,1.6916666666666667,376.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,102.0,1.7,328.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,102.5,1.7083333333333333,317.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,103.0,1.7166666666666666,244.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,103.5,1.725,221.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,104.5,1.7416666666666667,241.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,105.0,1.75,252.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,110.5,1.8416666666666666,236.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,111.0,1.85,210.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,115.5,1.925,220.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,116.0,1.9333333333333333,253.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,119.5,1.9916666666666667,358.62499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,120.0,2.0,426.12499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,120.5,2.0083333333333333,396.37499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,122.5,2.0416666666666665,233.62499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,123.0,2.05,233.62499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,126.5,2.1083333333333334,356.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,127.0,2.1166666666666667,335.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,129.0,2.15,248.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,129.5,2.158333333333333,250.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,143.0,2.3833333333333333,425.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,143.5,2.3916666666666666,425.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,144.5,2.408333333333333,290.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,145.0,2.4166666666666665,246.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,147.0,2.45,218.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,147.5,2.4583333333333335,218.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,149.5,2.4916666666666667,466.74999999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,150.0,2.5,497.4999999999999
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,150.5,2.5083333333333333,409.8749999999999
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,155.5,2.591666666666667,358.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,156.0,2.6,343.25
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,156.5,2.6083333333333334,268.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,159.5,2.658333333333333,256.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,160.0,2.6666666666666665,369.75
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,160.5,2.675,306.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,168.0,2.8,228.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,168.5,2.808333333333333,341.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,169.0,2.816666666666667,396.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,169.5,2.825,429.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,170.0,2.8333333333333335,420.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,170.5,2.841666666666667,259.625
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,174.0,2.9,216.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,186.0,3.1,217.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,186.5,3.1083333333333334,255.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,191.5,3.191666666666667,222.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,192.0,3.2,219.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,199.5,3.325,205.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,200.0,3.3333333333333335,205.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,201.5,3.3583333333333334,219.875
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,202.0,3.3666666666666667,364.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,202.5,3.375,376.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,203.0,3.3833333333333333,360.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,204.5,3.408333333333333,412.37499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,205.0,3.4166666666666665,412.37499999999994
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,206.5,3.441666666666667,311.5
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,207.0,3.45,403.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,207.5,3.4583333333333335,267.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,208.0,3.466666666666667,267.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,216.5,3.6083333333333334,389.0
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,217.0,3.6166666666666667,520.375
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,217.5,3.625,519.125
data\raw\siena\PN13\PN13-1.edf,EEG Fp1,218.0,3.6333333333333333,342.0
