channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.2977064219541778e-08,3.5423592219452244e-09,0.27297077073957066,4.597139635133565e-11,0.003542511277867353,8.21764143802889e-12,0.0006332434901303938,6.230554467557895e-11,0.004801204927517802,3.80117039407781e-11,0.0029291450899609018,0.565375316482003,0.007848724698469041,0.0003920165606502396,0.0002209255141861201
EEG F3,3.9931354146173944e-10,1.7504345014237162e-10,0.4383609168414429,2.166797079195946e-11,0.05426305031540133,8.6881382017718e-12,0.021757684875818972,3.197778758931308e-11,0.08008190123544072,2.0110103162312918e-11,0.05036168592905028,0.22037183172375582,0.15028107375795982,0.005611094012885046,0.004173277357222635
EEG C3,5.462895133121116e-10,3.1914933053985166e-10,0.5842128079758911,4.422238584878397e-11,0.08095045716815434,1.0622807123937377e-11,0.019445379904022154,1.911091526417166e-11,0.03498312670932239,1.1533757046730457e-11,0.02111290216208283,0.2233010822986138,0.06526791361074505,0.002441908506664756,0.0019499865398556438
EEG P3,8.539858282027272e-10,4.4308688019116545e-10,0.5188457062849307,5.451272229823127e-11,0.06383328680401769,1.6717631476217234e-11,0.019576005741688544,3.2070801689903834e-11,0.03755425515362366,1.9721911841972333e-11,0.02309395682066349,0.27293517749434365,0.07164303223422074,0.0028075476618285864,0.002138470559421759
EEG O1,1.4474193065990343e-09,5.887401712960509e-10,0.4067516362479642,7.392751935548774e-11,0.05107539951860489,4.4229817313221106e-11,0.030557708544835447,1.0495246425173882e-10,0.07251006240779188,6.976758143647771e-11,0.04820136163611696,0.2418888506290209,0.14926898222251042,0.005525344350751507,0.004373006326570654
EEG F7,7.186334082775026e-10,3.7384087728897217e-10,0.5202108237425727,2.8693747243979456e-11,0.039928212233767,6.0208372033829256e-12,0.008378176040847186,1.5081346709589065e-11,0.020986147507026775,1.0642672379973928e-11,0.014809598687435675,0.35947649587310176,0.04704694029768645,0.0018715440696631335,0.0013564158432976582
EEG T3,1.608361776866857e-13,1.1988265891234428e-14,0.07453712257815512,6.847526349538687e-16,0.004257454043006356,3.9625006634196384e-16,0.002463687411882371,1.0582419935255735e-15,0.0065796266035808475,8.861261560136901e-16,0.005509495243911439,0.05412409205601399,0.818540263089579,0.7948032868479133,0.0007335125285056542
EEG T5,1.3771597117060108e-09,5.71749549982265e-10,0.41516575392260624,6.987874228354176e-11,0.05074120429864792,2.9610588897589055e-11,0.021501201818420735,8.303935346517165e-11,0.06029754774215939,5.90146902426242e-11,0.04285246637771405,0.24067529487971584,0.14807303715729897,0.005346542191328729,0.004219034783269194
EEG Fc1,4.478506573984282e-10,2.5156394967246085e-10,0.5617139229711081,3.3053524167767366e-11,0.07380479099835607,6.246505913472484e-12,0.013947743093107284,1.4713821420873892e-11,0.03285430350007014,9.756060029283844e-12,0.021784181552745634,0.24585054333584114,0.06764482684175564,0.0038286270436464413,0.0019959768147725576
EEG Fc5,6.123714054950252e-10,3.332530249670572e-10,0.5442008264537828,4.207066250672256e-11,0.06870121976501128,9.435708212319053e-12,0.015408472909820914,1.8708355737515264e-11,0.030550668384641367,1.1831374891854463e-11,0.019320586796978685,0.264406845270255,0.06529988965306774,0.00238057915414508,0.0019159042190383753
