sfreq,ch_a,ch_b,corr
512.0,EEG P9,EEG P10,0.9972230381453502
512.0,EEG P9,61,0.9960280170513742
512.0,EEG P9,62,0.9973502067304271
512.0,EEG P9,63,0.9968792662702706
512.0,EEG P9,64,0.9962603870282374
512.0,EEG P9,3,0.9969473883358091
512.0,EEG P9,23,0.9968715120767704
512.0,EEG P9,33,0.9720875456093694
512.0,EEG P9,31,0.9971464574410132
512.0,EEG P10,61,0.996386970883766
512.0,EEG P10,62,0.9977802039822127
512.0,EEG P10,63,0.9974094038453459
512.0,EEG P10,64,0.9963587158328692
512.0,EEG P10,3,0.9971267503145349
512.0,EEG P10,23,0.9973150877469605
512.0,EEG P10,33,0.9727551058905161
512.0,EEG P10,31,0.9974234986893893
512.0,61,62,0.9965290569489218
512.0,61,63,0.9964970568793811
512.0,61,64,0.9950888499962912
512.0,61,3,0.996348326656955
512.0,61,23,0.9960440968158132
512.0,61,33,0.9721319518617276
512.0,61,31,0.9960737830811055
512.0,62,63,0.997592754224137
512.0,62,64,0.996844698136302
512.0,62,3,0.9972961761672089
512.0,62,23,0.9972850511158116
512.0,62,33,0.9723546112693056
512.0,62,31,0.9973534606793794
512.0,63,64,0.9963117612502054
512.0,63,3,0.9972163112819553
512.0,63,23,0.9969981248157377
512.0,63,33,0.9733081922621751
512.0,63,31,0.9970685871041183
512.0,64,3,0.9957669149580667
512.0,64,23,0.9959127037168364
512.0,64,33,0.9705508853111183
512.0,64,31,0.996164569801474
512.0,3,23,0.9969957546582982
512.0,3,33,0.9730996237119715
512.0,3,31,0.997177110328348
512.0,23,33,0.972608826697725
512.0,23,31,0.9971362807308549
512.0,33,31,0.9727076279284852
