channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.3370488358961176e-08,4.19731871190758e-09,0.31392411400548814,5.634688796556161e-11,0.004214272990843806,8.327562962153609e-12,0.0006228316227935163,2.0753307139602563e-11,0.0015521727092109743,1.6553397192782956e-11,0.0012380547926425236,0.5866308368471818,0.005150081158368104,0.0003295442572046259,0.00018289913600828107
EEG F3,5.579586289944712e-09,1.5437768069983358e-09,0.27668302393323735,8.137297500769206e-12,0.0014584051716224715,2.092819564648954e-12,0.00037508507905335966,8.979774483577995e-12,0.001609397904601091,3.764714064913851e-12,0.0006747299654991365,0.5759299103668301,0.003030489037988821,0.00037249728669055244,8.385757918512151e-05
EEG C3,3.3116530435690055e-10,4.1698138809853124e-11,0.12591336792007224,7.100097658994682e-12,0.021439738902547675,4.635540656457541e-12,0.01399766399278883,2.2419042006689572e-11,0.06769743602889124,1.6029183065073777e-11,0.048402362367643885,0.10920487263426393,0.3242051046003048,0.011806289609543063,0.009711921981416757
EEG P3,1.8321187771566537e-10,6.546708222530962e-11,0.3573299015411593,1.2227054629227093e-11,0.06673723768173372,7.136856246926807e-12,0.03895411332448003,1.9953556154233067e-11,0.10890973010603534,5.206927489277873e-12,0.028420250663871993,0.2703138235890673,0.08709163946948988,0.00448399443694482,0.00229623430051443
EEG O1,3.3473919223863553e-10,1.1132773834499275e-10,0.3325805311307175,2.3940214977716076e-11,0.0715190080301356,1.4502016561577457e-11,0.043323330215958016,3.4383823608530945e-11,0.10271824873144439,1.5325135330445626e-11,0.045782315563217164,0.2409206004547054,0.14876755309857934,0.008241194332207791,0.004631960649157632
EEG F7,8.062511825700949e-10,2.2089077104219256e-10,0.27397264750428874,1.8212410490249376e-11,0.022589003134474164,6.925303062340781e-12,0.008589510579401476,2.9031309941149527e-11,0.03600777346906473,1.7799165901258325e-11,0.022076452458053765,0.31547273111781976,0.12754355530447398,0.005099322100226925,0.003840394291675729
EEG T5,3.8675458797622437e-10,1.2799821051113058e-10,0.3309546014202661,3.040264099732776e-11,0.07860964534749554,1.98551474459017e-11,0.05133784591877237,4.134573153605853e-11,0.10690430785167633,1.3890140801194349e-11,0.035914611572877425,0.2438401803097801,0.1123064731654461,0.005981731901298092,0.003279861026426857
EEG Fc1,3.956093988924867e-11,1.0149673143928165e-11,0.25655793750963196,1.450750705320722e-12,0.036671290150894195,7.5903533019304e-13,0.01918648374679592,3.200807214052316e-12,0.08090827020321091,1.0512377936330489e-12,0.026572619269815172,0.29006170375886053,0.14489835028492176,0.02718880613216097,0.003445055921147381
EEG Fc5,5.317285777903846e-10,8.60434547695878e-11,0.16181837569675903,1.114214938975405e-11,0.020954580692381843,6.0750537609651355e-12,0.011425102984327492,3.338636355079994e-11,0.0627883565888786,2.4530963632185806e-11,0.046134371287932324,0.13551603406156,0.2916171441722085,0.010039385198262845,0.008759725041730723
EEG Cp1,1.1119555030935432e-10,3.740879012246754e-11,0.33642344516838574,6.394352197559718e-12,0.05750546833726847,3.2349850281380358e-12,0.029092756132219913,1.1147143328764511e-11,0.10024810613151629,2.6967989441771055e-12,0.02425275954545312,0.2979020844485026,0.07738475742608372,0.0027686787839856044,0.002100360259257794
EEG Cp5,2.6237992659095215e-10,8.597222602851998e-11,0.3276631225015543,1.6086640277415548e-11,0.061310483947556206,9.935548164764735e-12,0.037867028525601205,2.5369805042680348e-11,0.09669110504109422,8.619848466488792e-12,0.03285254546140283,0.23115321053654453,0.12994144071522992,0.004214619331407392,0.003574132500237835
EEG F9,6.914550052729783e-10,2.811884851599031e-10,0.4066620141810865,2.7562991279401036e-11,0.03986230639623397,1.1820230808416151e-11,0.017094721591826012,2.6895573096882052e-11,0.03889706906708123,8.222403584634206e-12,0.011891451391530672,0.3624760146206539,0.04653656222540138,0.0023732063904128866,0.001305427662328728
