channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,1.3241921870224642e-07,9.872048821813015e-05,-0.0025445,0.004078625,0.006623125,0.0,-8.7375e-05,-1.8125e-05,0.0,0.0,1.275e-05,6.075e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG F3,1.6618009758461952e-06,8.243106930925391e-06,-0.000167625,0.000463,0.000630625,0.0,-1.975e-05,-5.25e-06,0.0,0.0,1.675e-05,3.1e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG C3,7.902906049434593e-07,1.128686815578656e-05,-0.000135125,0.000648375,0.0007834999999999999,0.0,-2.525e-05,-8.625e-06,0.0,0.0,1.3875e-05,2.8375e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG P3,1.6871636052586325e-06,9.695976467127553e-06,-0.00012749999999999998,0.000324625,0.00045212499999999994,0.0,-2.3375e-05,-7.625e-06,0.0,0.0,1.8874999999999998e-05,3.475e-05,0.0,0.0,0,0,0.0,5808.48828125,0.7100843115077532,1328.998046875,0.0,0.0,False,False,False
EEG O1,1.1187279049749772e-05,6.123803403552112e-05,-0.0009885,0.003039,0.0040275,0.0,-2.6875e-05,0.0,0.0,9.875e-06,5.6625e-05,9.025e-05,9.875e-06,0.0,0,0,0.0,5808.630859375,0.7101017416005457,1328.998046875,0.0,0.0,False,False,False
EEG F7,1.9297969752827018e-06,1.2846099543704871e-05,-0.000730125,0.00019999999999999998,0.000930125,0.0,-3.6125e-05,-1.1125e-05,0.0,0.0,2.525e-05,4.4875e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG T3,8.832154514154182e-07,1.0258300149343541e-05,-0.00043837499999999996,0.00021574999999999999,0.000654125,0.0,-2.9749999999999998e-05,-1.175e-05,0.0,0.0,1.8125e-05,3.6624999999999996e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG T5,2.201807625544392e-06,1.2524224865537519e-05,-0.00019275,0.000365125,0.000557875,0.0,-2.8499999999999998e-05,-9.625e-06,0.0,0.0,2.3874999999999998e-05,4.6624999999999995e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG Fc1,1.4470895333511611e-06,5.633307869552832e-06,-7.075e-05,0.000211375,0.000282125,0.0,-1.0624999999999999e-05,-2.25e-06,0.0,0.0,1.1874999999999999e-05,2.1374999999999998e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1328.998046875,0.0,0.0,False,False,False
EEG Fc5,1.1623081794869347e-06,9.831082129727872e-06,-0.00050525,0.00048475,0.00099,0.0,-2.8e-05,-1.0375e-05,0.0,0.0,1.8625e-05,3.5875e-05,0.0,0.0,0,0,0.0,5808.48828125,0.7100843115077532,1328.498046875,0.0,0.0,False,False,False
EEG Cp1,9.36853534726467e-07,1.4570190637505537e-05,-0.00163225,0.00082325,0.0024555000000000002,0.0,-3.325e-05,-9.999999999999999e-06,0.0,0.0,1.7125e-05,3.425e-05,0.0,0.0,0,0,0.0,5808.951171875,0.7101408996172304,1327.998046875,0.0,0.0,False,False,False
EEG Cp5,9.61997571726008e-07,1.0290281963493765e-05,-0.00016175,0.00031174999999999996,0.00047349999999999996,0.0,-2.9625e-05,-1.1874999999999999e-05,0.0,0.0,1.8375e-05,3.5125e-05,0.0,0.0,0,0,0.0,5808.98828125,0.7101454362167243,1327.998046875,0.0,0.0,False,False,False
EEG F9,1.022628881179325e-06,1.7325421940808083e-05,-0.000250375,0.001637125,0.0018874999999999999,0.0,-3.6874999999999995e-05,-1.3375e-05,0.0,0.0,1.9625e-05,4.225e-05,0.0,0.0,0,0,0.0,5809.953125,0.7102633878035671,1327.998046875,0.0,0.0,False,False,False
EEG Fz,1.5224716223830988e-06,5.4265574558491795e-06,-7.9125e-05,0.000203625,0.00028275,0.0,-9.75e-06,-1.5e-06,0.0,0.0,1.175e-05,2.0875e-05,0.0,0.0,0,0,0.0,5810.951171875,0.7103853984531151,1327.998046875,0.0,0.0,False,False,False
EEG Cz,1.655363990391962e-06,1.1281617840203243e-05,-0.000190125,0.000195375,0.0003855,0.0,-2.5875e-05,-4.625e-06,0.0,0.0,1.75e-05,3.5125e-05,0.0,0.0,0,0,0.0,5810.98828125,0.7103899350526091,1327.998046875,0.0,0.0,False,False,False
EEG Pz,1.940761187490449e-06,6.150008941210442e-05,-0.00104,0.0036722499999999997,0.004712249999999999,0.0,-5.85e-05,-1.55e-05,0.0,0.0,2.35e-05,5.9375e-05,0.0,0.0,0,0,0.0,5810.98828125,0.7103899350526091,1327.998046875,0.0,0.0,False,False,False
EEG F4,1.274012663078775e-06,7.982514769937142e-06,-0.000169,0.0003035,0.0004725,0.0,-2.05e-05,-6.75e-06,0.0,0.0,1.5374999999999998e-05,2.9749999999999998e-05,0.0,0.0,0,0,0.0,5810.98828125,0.7103899350526091,1327.998046875,0.0,0.0,False,False,False
EEG C4,8.789229339375764e-07,1.4408489956097486e-05,-0.00031749999999999997,0.0008842499999999999,0.00120175,0.0,-2.3e-05,-8.625e-06,0.0,0.0,1.3624999999999999e-05,3.0124999999999997e-05,0.0,0.0,0,0,0.0,5810.98828125,0.7103899350526091,1327.998046875,0.0,0.0,False,False,False
