channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,5.823515690312226e-11,2.958131564423997e-11,0.50796318267761,6.0179838269006526e-12,0.10333935970863677,2.128503913495935e-12,0.03655015332124598,2.1876493662371522e-12,0.037565784700751136,6.153099561903823e-13,0.010565953436237632,0.27780063115028686,0.043729015863744794,0.02071104247372118,0.0005638198560865048
EEG F3,3.3227359436900914e-11,1.1014579764927671e-11,0.33149127561112607,2.9224166366331023e-12,0.08795211795817842,1.1208575478738588e-12,0.03373297086704643,1.5700724260513027e-12,0.04725239840478103,3.9218581651716607e-13,0.011803099107587253,0.3515435952457579,0.06615203512674657,0.04672364772327637,0.00036975681051727824
EEG C3,2.6082470793928624e-11,7.613049856051382e-12,0.29188376807551214,3.397527826810159e-12,0.1302609654450767,1.64876691557377e-12,0.06321360152572522,1.6457717319127344e-12,0.06309876640582036,3.100389745453966e-13,0.011886871339565203,0.2649362753308696,0.06950737322631236,0.0504139513712766,0.00031227915057968067
EEG P3,5.953980651702653e-11,1.9568198252335614e-11,0.3286574041307931,1.1278895525605915e-11,0.18943453439642102,6.058629811382329e-12,0.10175763351951353,4.9042821091942165e-12,0.08236980259235047,8.406033020232961e-13,0.014118341177056223,0.18773803055483945,0.04392889193246644,0.023573442285962545,0.00029362137685975693
EEG O1,4.796043206972833e-09,7.445553485825398e-10,0.15524366992775454,1.8027277231822885e-11,0.003758781239838192,9.174277426760297e-12,0.0019128846490419585,7.398059251582422e-12,0.0015425339039536988,1.1926207234914282e-12,0.0002486676353869186,0.5648815330673148,0.0007204747185929004,0.0003198995229785334,6.537849820601708e-06
EEG F7,1.1434365194984194e-10,4.1856569770890094e-11,0.3660594100077451,8.645175635781529e-12,0.07560695752112087,3.201047670549437e-12,0.027994974937074868,3.43071251154306e-12,0.03000352405263371,8.52948590872799e-13,0.007459518533192852,0.3975925916151115,0.025689814544308534,0.011316951308853379,0.0003256312476219637
EEG T3,6.30410411561999e-11,2.349744651382948e-11,0.37273252603187024,8.871326218096725e-12,0.1407230282906623,3.861677358712591e-12,0.061256560613336355,3.7137012963983265e-12,0.058909263366966065,6.925729256106253e-13,0.010986064203708235,0.264491712631943,0.03742999316401191,0.018596870678953412,0.000411484545686846
EEG T5,8.576106089814972e-11,2.851667664260328e-11,0.33251310494479347,1.5253892667930018e-11,0.1778650183216089,7.653704198245847e-12,0.08924451397978186,6.367354476798738e-12,0.07424528579888535,9.629613157477632e-13,0.01122842121660996,0.224049723293141,0.033203537043782524,0.014672675427456068,0.0002913248796255497
EEG Fc1,1.052200182604098e-11,2.8196027319796436e-12,0.2679720816053641,7.458459857027183e-13,0.07088441895693447,3.078432502969288e-13,0.029257099113501887,5.413449073318039e-13,0.051448851300522055,1.348985760147271e-13,0.012820618951126355,0.3068991158369884,0.17569548064679907,0.1538938563595376,0.0003811212319887051
EEG Fc5,5.058838593068619e-11,1.8886378642910494e-11,0.37333428010112274,5.365088992427243e-12,0.1060537689377604,2.16481210878609e-12,0.04279267007554289,2.52702783352482e-12,0.04995272703476315,6.050545443553742e-13,0.011960344913640676,0.3373349335613225,0.02587281259772173,0.0037862753591648606,0.00044635191385846535
EEG Cp1,4.170045325185395e-11,1.2300188028625048e-11,0.2949653317755772,5.583459822974486e-12,0.13389446367051785,2.7673769049456447e-12,0.06636323322990766,2.505214011380437e-12,0.060076421621845524,4.624627642526194e-13,0.0110901136124236,0.27198306293328045,0.049369114790642474,0.031844993228312836,0.0002958527671085432
EEG Cp5,5.650561718449863e-11,1.8509248070552614e-11,0.32756474476010705,9.727216800380355e-12,0.17214601459213605,4.814909383791821e-12,0.08521116348610931,4.175257438636998e-12,0.07389101556052749,6.428779732550971e-13,0.011377240092007345,0.22209267732486754,0.042177434318397336,0.025242667001650856,0.00024920560919483635
EEG F9,2.0356686014057154e-10,8.798944625756411e-11,0.43223855885385115,1.290564536583695e-11,0.06339757540556973,4.442770186718947e-12,0.021824624025988445,4.455996042756357e-12,0.021889594601396827,1.1309239293482767e-12,0.005555540467477495,0.4162198382829993,0.017834370763193514,0.006116913444063237,0.00030607063610091383
EEG Fz,1.1485141929498832e-11,4.0070134386086186e-12,0.3488867149579465,1.2777987406184624e-12,0.11125667827722009,5.119498482097815e-13,0.04457496923872329,5.38899284328508e-13,0.04692143010826715,1.3470147371634472e-13,0.011728324694914988,0.25230614207312224,0.13628746120329507,0.11363275607884117,0.0005265234402474489
EEG Cz,4.006948684529524e-11,9.371683197874821e-12,0.23388578032102245,1.030945573543177e-12,0.025728943760212532,5.340232524918291e-13,0.01332742928686973,5.55299800944249e-13,0.013858420575442173,1.1148117380273816e-13,0.002782196194155347,0.46959796616783495,0.05280304883121954,0.04817041059968466,8.385802079744502e-05
