channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,1.5923046565471483e-06,0.00015179772962436704,-0.001706375,0.004092999999999999,0.005799374999999999,-3.1249999999999997e-06,-0.00024925,-5.875e-05,-1.6125e-05,9.375e-06,6.5375e-05,0.00021837499999999998,2.5499999999999996e-05,1.275e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.03159218378565769,False,False,False
EEG F3,5.321354276291349e-06,2.5809036696456064e-05,-0.00036425,0.000563625,0.000927875,3.7499999999999997e-06,-5.8874999999999995e-05,-2.8e-05,-5.374999999999999e-06,1.3e-05,4.5625e-05,0.000104,1.8375e-05,9.25e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.009689790511093503,False,False,False
EEG C3,4.057442516683583e-06,2.191204407032193e-05,-0.000357625,0.0006022499999999999,0.0009598749999999999,4.25e-06,-7.099999999999999e-05,-2.5625e-05,-3.7499999999999997e-06,1.275e-05,3.35e-05,6.35e-05,1.65e-05,8.249999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0074500420958795565,False,False,False
EEG P3,4.4387650624319015e-06,2.106846917046438e-05,-0.00017625,0.000572375,0.0007486249999999999,3.5e-06,-4.625e-05,-2.35e-05,-5.875e-06,1.2875e-05,3.5125e-05,7.4125e-05,1.875e-05,9.375e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0027196723950079237,False,False,False
EEG O1,1.0752418520484609e-05,5.320901059818598e-05,-0.000485125,0.00141425,0.001899375,9.999999999999999e-06,-0.00012524999999999998,-5.0249999999999995e-05,-4.875e-06,2.475e-05,6.3875e-05,0.000165,2.9625e-05,1.4874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.012834755101030111,False,False,False
EEG F7,7.012728567471035e-06,2.9402582259205265e-05,-0.00131275,0.000557125,0.001869875,6.125e-06,-7.1875e-05,-3.375e-05,-6.625e-06,1.8874999999999998e-05,5.125e-05,0.00010824999999999999,2.5499999999999996e-05,1.2749999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0029457829833597466,False,False,False
EEG T3,4.214527295773072e-06,2.2568989128892597e-05,-0.000624875,0.000593625,0.0012185,3.875e-06,-5.9e-05,-2.775e-05,-6.5e-06,1.4249999999999999e-05,3.7125e-05,7.487499999999999e-05,2.075e-05,1.0375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002430882280110935,False,False,False
EEG T5,6.026433001002878e-06,2.8052529277287588e-05,-0.00022774999999999998,0.00054825,0.000776,4.5e-06,-6.2375e-05,-3.175e-05,-7.625e-06,1.7e-05,4.8375e-05,0.000106,2.4625e-05,1.225e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003414409171949287,False,False,False
EEG Fc1,4.41055080214318e-06,2.124877758596164e-05,-0.000189125,0.000554,0.0007431250000000001,3e-06,-4.625e-05,-2.1499999999999997e-05,-2.625e-06,8.75e-06,3.575e-05,9.0625e-05,1.1374999999999999e-05,5.6249999999999995e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.024157772880348653,False,False,False
EEG Fc5,1.592343850596771e-06,2.396256928928841e-05,-0.00098975,0.000646125,0.001635875,5e-07,-6.0125e-05,-3.1e-05,-9.875e-06,1.1125e-05,3.7749999999999996e-05,8.35e-05,2.1e-05,1.05e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0032988002674326465,False,False,False
