sfreq,ch_a,ch_b,corr
512.0,EEG Fc1,EEG Fc5,0.9997049904540566
512.0,EEG Fc1,EEG Cp1,0.999765887940388
512.0,EEG Fc1,EEG Cp5,0.9992829130345456
512.0,EEG Fc1,EEG F9,0.9997008567587226
512.0,EEG Fc1,EEG Fc2,0.9998285949404688
512.0,EEG Fc1,EEG Fc6,0.9996472955450739
512.0,EEG Fc1,EEG Cp2,0.9997215902417227
512.0,EEG Fc1,EEG Cp6,0.9989263800852024
512.0,EEG Fc1,EEG F10,0.9994730885784312
512.0,EEG Fc1,EEG P9,0.9986269596263794
512.0,EEG Fc1,EEG P10,0.999209337699512
512.0,EEG Fc1,61,0.9996702407226993
512.0,EEG Fc1,62,0.9990532690958877
512.0,EEG Fc1,63,0.999549152621229
512.0,EEG Fc1,64,0.9969399617309578
512.0,EEG Fc5,EEG Cp1,0.9998336895442568
512.0,EEG Fc5,EEG Cp5,0.9997039046989549
512.0,EEG Fc5,EEG F9,0.9998368908775379
512.0,EEG Fc5,EEG Fc2,0.9997348920811407
512.0,EEG Fc5,EEG Fc6,0.9998308628385514
512.0,EEG Fc5,EEG Cp2,0.9998444709879665
512.0,EEG Fc5,EEG Cp6,0.9995042174011372
512.0,EEG Fc5,EEG F10,0.9997773682422395
512.0,EEG Fc5,EEG P9,0.9993134220773906
512.0,EEG Fc5,EEG P10,0.9996722140458428
512.0,EEG Fc5,61,0.9998422101321668
512.0,EEG Fc5,62,0.999572008608928
512.0,EEG Fc5,63,0.9998128428238364
512.0,EEG Fc5,64,0.9980621900222136
512.0,EEG Cp1,EEG Cp5,0.9996350522832542
512.0,EEG Cp1,EEG F9,0.9998533352537599
512.0,EEG Cp1,EEG Fc2,0.9997981934288788
512.0,EEG Cp1,EEG Fc6,0.9998141564338716
512.0,EEG Cp1,EEG Cp2,0.9998527943404669
512.0,EEG Cp1,EEG Cp6,0.9993975537462495
512.0,EEG Cp1,EEG F10,0.9997361364430647
512.0,EEG Cp1,EEG P9,0.9991745977154096
512.0,EEG Cp1,EEG P10,0.9995933628283451
512.0,EEG Cp1,61,0.999835710637668
512.0,EEG Cp1,62,0.9994891378578193
512.0,EEG Cp1,63,0.9997868649317505
512.0,EEG Cp1,64,0.9978333553728668
512.0,EEG Cp5,EEG F9,0.9997021636336137
512.0,EEG Cp5,EEG Fc2,0.9993686572772925
512.0,EEG Cp5,EEG Fc6,0.9997476849743631
512.0,EEG Cp5,EEG Cp2,0.9996824554212046
512.0,EEG Cp5,EEG Cp6,0.9997980900489095
512.0,EEG Cp5,EEG F10,0.9998003388446678
512.0,EEG Cp5,EEG P9,0.9997063155271527
512.0,EEG Cp5,EEG P10,0.9998459754730595
512.0,EEG Cp5,61,0.9997295573440869
512.0,EEG Cp5,62,0.9998198929924828
512.0,EEG Cp5,63,0.9998062188102042
512.0,EEG Cp5,64,0.9989186977011558
512.0,EEG F9,EEG Fc2,0.9997479389799147
512.0,EEG F9,EEG Fc6,0.9998240853773117
512.0,EEG F9,EEG Cp2,0.9998484562477572
512.0,EEG F9,EEG Cp6,0.9994882550744081
512.0,EEG F9,EEG F10,0.9997799396915323
512.0,EEG F9,EEG P9,0.999296310161557
512.0,EEG F9,EEG P10,0.9996732557361562
512.0,EEG F9,61,0.9998503249720307
512.0,EEG F9,62,0.999581710786434
512.0,EEG F9,63,0.9998264634108441
512.0,EEG F9,64,0.9980504756617544
512.0,EEG Fz,EEG FP2,0.9235732486697851
512.0,EEG Fc2,EEG Fc6,0.9996891857700619
512.0,EEG Fc2,EEG Cp2,0.9997685685318556
512.0,EEG Fc2,EEG Cp6,0.9990408224476491
512.0,EEG Fc2,EEG F10,0.9995287005952858
512.0,EEG Fc2,EEG P9,0.998727909213625
512.0,EEG Fc2,EEG P10,0.9992894604156682
512.0,EEG Fc2,61,0.9997126191976812
512.0,EEG Fc2,62,0.999142036480349
512.0,EEG Fc2,63,0.9995967946458412
512.0,EEG Fc2,64,0.9971072064295029
512.0,EEG Fc6,EEG Cp2,0.9998313520983237
512.0,EEG Fc6,EEG Cp6,0.9995787833165315
512.0,EEG Fc6,EEG F10,0.999801622747248
512.0,EEG Fc6,EEG P9,0.9993929054637208
512.0,EEG Fc6,EEG P10,0.9997113536487324
512.0,EEG Fc6,61,0.9998366412403042
512.0,EEG Fc6,62,0.9996400830269926
512.0,EEG Fc6,63,0.9998249824158215
512.0,EEG Fc6,64,0.9982357811744597
512.0,EEG Cp2,EEG Cp6,0.9994846064215087
512.0,EEG Cp2,EEG F10,0.999776855893553
512.0,EEG Cp2,EEG P9,0.9992631553149899
512.0,EEG Cp2,EEG P10,0.9996535653890911
512.0,EEG Cp2,61,0.9998480758122471
512.0,EEG Cp2,62,0.9995574239748601
512.0,EEG Cp2,63,0.9998173258431589
512.0,EEG Cp2,64,0.9980050309807367
512.0,EEG Cp6,EEG F10,0.9997078857814068
512.0,EEG Cp6,EEG P9,0.9998119496547502
512.0,EEG Cp6,EEG P10,0.9998221648571824
512.0,EEG Cp6,61,0.9995394201557835
512.0,EEG Cp6,62,0.9998398475058622
512.0,EEG Cp6,63,0.9996752984277606
512.0,EEG Cp6,64,0.9992716759859711
512.0,EEG F10,EEG P9,0.9995725652845229
512.0,EEG F10,EEG P10,0.9998119587427858
512.0,EEG F10,61,0.9998058584754413
512.0,EEG F10,62,0.9997577024608799
512.0,EEG F10,63,0.99984448434267
512.0,EEG F10,64,0.998616069602406
512.0,EKG EKG,B,0.9158731089430368
512.0,EKG EKG,C,0.9079940999424068
512.0,EKG EKG,D,0.9075494508676659
512.0,EEG P9,EEG P10,0.9997590452447798
512.0,EEG P9,61,0.9993590242705581
512.0,EEG P9,62,0.999795678929105
512.0,EEG P9,63,0.999538477653769
512.0,EEG P9,64,0.9994887819509901
512.0,EEG P10,61,0.9997055301497509
512.0,EEG P10,62,0.9998574865888529
512.0,EEG P10,63,0.9998039103586193
512.0,EEG P10,64,0.9990397326566323
512.0,B,C,0.9043812826434116
