channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.880016675093568e-09,9.456593924682375e-10,0.503005853616257,2.4424084304568325e-11,0.012991418974170933,6.7677353999565974e-12,0.0035998273257974,4.285275736843318e-12,0.0022793817701803314,1.989812398413254e-12,0.0010584014624839546,0.4253812019392766,0.00412225917386752,0.00018951673810999636,0.00011189400637124016
EEG F3,1.9730841106416979e-10,8.049673469815806e-11,0.40797416726435676,4.1464498195599036e-12,0.021015068730199093,3.781254622352515e-12,0.019164183634942725,3.1047381924882546e-12,0.01573545788414724,1.5342204211136956e-12,0.00777574768778979,0.4022247919452119,0.0352690853238606,0.0018038838073136444,0.0011324134630413144
EEG C3,1.3019862302080292e-11,3.1474144625436055e-12,0.24173945849187028,9.618403306435155e-13,0.07387484662490126,1.1580608705134092e-12,0.0889457079994138,6.966077239793834e-13,0.05350346323310044,2.3591687291252156e-13,0.018119767124943183,0.32122956468570546,0.07721971131473516,0.02242583697784416,0.0016748001608121814
EEG P3,1.299233471994603e-10,3.916610391093129e-11,0.3014554716697907,3.809332362569405e-12,0.02931984469828398,4.440526953300985e-12,0.03417805228250331,2.289469529724492e-12,0.017621694476587516,5.730630602183236e-13,0.004410778143966291,0.46482351009666845,0.012482674317892333,0.0014537338896028706,0.0002910071873848411
EEG O1,1.7757695220637517e-10,4.689089765973415e-11,0.2640595926279825,8.755583371843212e-12,0.049305854521411695,8.16834891578609e-12,0.04599892505359059,5.124814520145647e-12,0.02885968283873757,1.20528725407566e-12,0.006787408157984982,0.4221708653677989,0.020614318862499613,0.002579884744243702,0.0004895131959860206
EEG F7,4.792548672819899e-10,2.0943649452205897e-10,0.4370044183585268,8.804171009991455e-12,0.01837054062679169,5.546637199211126e-12,0.011573460339939598,5.488754621425916e-12,0.011452684148111895,3.1721751557686594e-12,0.006618973269398589,0.4301697140539859,0.027685199734032332,0.0018841629301313855,0.0008405348583346789
EEG T3,8.671050626278344e-11,2.101815616892833e-11,0.24239457333152975,5.3896030380886635e-12,0.06215628613394346,5.947936007173016e-12,0.06859533248655357,5.185728768340791e-12,0.05980508005137239,3.670928106595081e-12,0.04233544774228427,0.27615593495555263,0.1647801861462149,0.010913160651349642,0.005050555646338769
EEG T5,1.0802117836928936e-10,3.443115370161383e-11,0.31874447419842883,1.0919211170131721e-11,0.10108398496452688,7.813851947353708e-12,0.07233629613482537,5.541459279742504e-12,0.05129974846967557,1.6985003582052628e-12,0.01572377179962471,0.3115460745326283,0.047648625099358036,0.0023281468861730075,0.0013328155283245174
EEG Fc1,3.585423913048629e-07,4.4148431321862434e-09,0.012313308660990027,2.2352058139661675e-10,0.0006234146556091906,2.376942444979771e-11,6.629460009817067e-05,1.5905600240120566e-11,4.436184012226406e-05,5.462712414181191e-12,1.523588994400479e-05,0.007235949299813611,0.9538122023541471,0.9537008321779604,2.0055817346522255e-06
EEG Fc5,3.5220348304258535e-07,4.3420309081000545e-09,0.012328188439791932,2.207568686625153e-10,0.0006267878635255385,2.316610785328314e-11,6.57747835233137e-05,1.557196950367408e-11,4.421299122073491e-05,5.431488432882017e-12,1.5421450083232962e-05,0.0072467440673315,0.9530474717970064,0.952935392047389,2.025828339475166e-06
EEG Cp1,3.584912906096516e-07,4.38431534798756e-09,0.012229907567716854,2.2399457819108747e-10,0.0006248257183881971,2.3262034721416308e-11,6.488870254520495e-05,1.562635848188537e-11,4.3589227663832867e-05,5.319473967610405e-12,1.4838502655292094e-05,0.007136386874786052,0.9538795980168736,0.9537694755703865,1.9230612602094064e-06
EEG Cp5,3.5523602023224543e-07,4.370868112104914e-09,0.012304124196773,2.1890959808372095e-10,0.0006162370525956312,2.313060456790354e-11,6.511334225842655e-05,1.5489995455325274e-11,4.360479955044609e-05,5.392956507663113e-12,1.518133353745298e-05,0.00727708877047195,0.9525176221683073,0.9524060602442851,1.9984809100556988e-06
EEG F9,3.5739582492642747e-07,4.414449560912124e-09,0.012351709933435486,2.2449993517455374e-10,0.000628154890227855,2.3629701692849213e-11,6.611633389313812e-05,1.5572431223498054e-11,4.357194499041435e-05,5.4508588224794395e-12,1.5251601843982196e-05,0.007246977643362011,0.9540315421048643,0.9539201932538615,1.949047552166579e-06
EEG Fz,1.2798336308145882e-10,5.734234852341699e-11,0.44804533294628107,4.809519343167557e-12,0.037579254266872135,5.232897226748213e-12,0.04088732395176691,2.4417178140225537e-12,0.019078400154779882,7.664931892979125e-13,0.005989006468052063,0.3717722296982477,0.018733088707073967,0.001968427664187385,0.00044385403463536655
EEG Cz,2.0383936306783216e-11,5.509724838617112e-12,0.27029739279471876,1.4985681280243047e-12,0.07351711197829941,2.030317907478211e-12,0.09960381924871776,1.3082110615881115e-12,0.06417852969609086,3.8122361313908404e-13,0.01870215876862916,0.30787962320542017,0.08032103829071173,0.02315538006898516,0.001559771142266725
EEG Pz,4.629114201750912e-11,1.5970126266749946e-11,0.34499313628316663,3.880345394517078e-12,0.08382479293877389,6.0507315781889e-12,0.13071035438918913,2.299441136794253e-12,0.04967345882122576,5.719984709312461e-13,0.012356542655933913,0.27747722969718247,0.04057011929589469,0.008521243074038799,0.0007900989042374126
