file,channel,time_sec,time_min,p2p_uv
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,4.0,0.06666666666666667,204.62499999999997
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,12.0,0.2,206.5
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,12.5,0.20833333333333334,202.75
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,20.5,0.3416666666666667,305.125
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,21.0,0.35,315.625
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,22.0,0.36666666666666664,256.625
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,22.5,0.375,206.0
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,23.0,0.38333333333333336,200.75
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,53.5,0.8916666666666667,228.375
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,54.0,0.9,232.25
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,54.5,0.9083333333333333,228.125
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,63.5,1.0583333333333333,812.25
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,64.0,1.0666666666666667,812.25
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,70.5,1.175,250.99999999999997
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,71.0,1.1833333333333333,263.625
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,71.5,1.1916666666666667,282.0
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,95.0,1.5833333333333333,259.125
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,95.5,1.5916666666666666,259.125
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,99.0,1.65,222.25
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,99.5,1.6583333333333334,262.0
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,100.0,1.6666666666666667,250.125
data\raw\siena\PN10\PN10-3.edf,EEG Fp1,100.5,1.675,298.5
