channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,8.488466914482877e-09,1.3976087461542387e-09,0.16464795825140846,1.2983763143202856e-11,0.0015295769276134166,9.376935383590983e-12,0.0011046677189248647,1.229854999162666e-10,0.014488540882032637,7.55860167220589e-11,0.008904554554261776,0.509034527107469,0.02343006364667884,0.0009305884185239489,0.0006529118059236278
EEG F3,4.2993218449083414e-10,1.6528806485453175e-10,0.38445148052891487,1.3671360978683793e-11,0.03179887775760425,6.914341888198456e-12,0.01608240121959482,4.037500116116199e-11,0.09391016215494041,2.9629663759995276e-11,0.06891706373433171,0.21080329081462496,0.21168602313664037,0.007655173387416267,0.005838808267115087
EEG C3,4.639575872399033e-10,2.7399440256515424e-10,0.5905591590713165,3.0447641937286046e-11,0.06562591662401712,6.408201730278447e-12,0.013812042105833464,1.575638006266904e-11,0.03396081990253502,1.140108084861476e-11,0.024573541121377298,0.21614011952114187,0.08331084287772646,0.0030357491372139216,0.0025909704164490343
EEG P3,5.757221403631384e-10,3.354056933179776e-10,0.5825825859440102,3.692213257727578e-11,0.06413186151567324,8.575186761395674e-12,0.014894662129871976,1.6895273758322288e-11,0.02934622897716865,1.1752509016539173e-11,0.020413508865798083,0.23474770988361332,0.07134321398517016,0.002596854727002125,0.002236905522535114
EEG O1,1.0269419864986527e-13,8.84136241089975e-15,0.0860940786055917,2.113252283551671e-15,0.02057810773475901,1.3405386317675881e-15,0.01305369387357644,3.3950556696399418e-15,0.033059858436749155,2.2258646969981703e-15,0.021674687823284265,0.038814822426769466,0.7463499015514338,0.6804636065790426,0.001892406920249614
EEG F7,7.564508108294836e-10,3.711320327270491e-10,0.4906228236044661,1.9663484487802054e-11,0.025994399379703388,4.031594251423731e-12,0.005329618520737522,1.6105184112435147e-11,0.021290457861728063,1.2089127689829552e-11,0.01598137977613278,0.38110938661258165,0.05258895089048358,0.001970182360501252,0.0016752651589493073
EEG T3,1.2612760051123606e-13,7.047964901317961e-15,0.05587963992615633,2.2035463124794316e-15,0.017470770105415024,1.5829833235218083e-15,0.012550649636601852,4.1318768323120355e-15,0.03275949764812935,2.6155491602226842e-15,0.020737325927243644,0.021246092839229947,0.8037510922253869,0.7462480957487734,0.0016406211066921075
EEG T5,7.47122537192972e-10,3.92928254847781e-10,0.5259221015123692,4.1719575233752096e-11,0.05584033830715037,9.81997236631411e-12,0.013143723924068615,2.540925298644063e-11,0.03400948535417792,1.9957289058059746e-11,0.02671220323916562,0.23006479131943394,0.10442405098020754,0.0035876797327664403,0.0032207044842090223
EEG Fc1,3.811895785187767e-10,2.1138285342575543e-10,0.5545347127462014,2.2566644666435355e-11,0.05920058138557888,4.107919262323552e-12,0.010776578096090849,1.4902758737153406e-11,0.03909539918447514,1.149509192178968e-11,0.030155839953592677,0.22232744160629164,0.10331425324108302,0.005373109813793349,0.0031613808591035263
EEG Fc5,5.148527397343592e-10,2.8941969214234447e-10,0.5621407245335278,2.925153105059362e-11,0.0568153353242057,6.094380744344882e-12,0.01183713375496323,1.6546848657071252e-11,0.03213899311404787,1.2326670194067315e-11,0.023942127996497253,0.24465267701622698,0.08416335184415931,0.002984031532549129,0.0026052561223095026
EEG Cp1,5.041467037682335e-10,2.9854960184405426e-10,0.5921879476996512,3.3379454584709716e-11,0.06620980427961883,7.447562505745416e-12,0.01477260973855184,1.5448778174153984e-11,0.0306434179945687,1.0819292945875564e-11,0.021460604353865643,0.22530172207734836,0.07287407768601892,0.0026243152265807267,0.002300422476687914
EEG Cp5,6.086506209353366e-10,3.446490480425349e-10,0.5662510415464616,3.77087071868085e-11,0.06195460234454389,8.441341459663164e-12,0.013868944135292317,1.9444146516944406e-11,0.03194631837730461,1.3736771379875288e-11,0.022569222649876656,0.2374538824210496,0.07764527969725885,0.0027934370686610835,0.002328316349511712
EEG F9,1.2942761617322507e-09,7.174864726223198e-10,0.5543534632222853,4.137407190713193e-11,0.03196695815810835,6.115762714375327e-12,0.004725237855103528,1.4428194715741616e-11,0.011147694087505263,1.0947872939708671e-11,0.008458683906420798,0.37204647553953946,0.030072900292673132,0.0015343936074164186,0.0009966664936690882
EEG Fz,1.7265909296037527e-10,8.251288429727543e-11,0.47789480925983946,9.05880586295748e-12,0.05246642796297122,1.7537113490037298e-12,0.010157074955827558,1.0584734956760757e-11,0.061304242801680425,8.758778993548447e-12,0.05072874439088221,0.18631674856505187,0.18012789340699414,0.0075273624414886105,0.006028570341965268
EEG Cz,4.049508446726354e-10,2.333707348730799e-10,0.5762939822035392,2.7542458341055446e-11,0.06801432495670166,5.052190720724468e-12,0.01247605922345634,1.4623876471620288e-11,0.036112720010356605,1.0418587797315631e-11,0.025728030782941266,0.21545572883547084,0.08736544542760331,0.0036870466146279994,0.002745326954819558
EEG Pz,5.417690597534587e-10,3.216329430730491e-10,0.5936716711349549,3.721435494224314e-11,0.06869043972200659,8.86822948594503e-12,0.01636902168237638,1.6318369590300933e-11,0.030120526996737108,1.0909585443101533e-11,0.020136966566651343,0.22522893975038935,0.06737869961909665,0.0025009025448236117,0.002129197625622992
EEG F4,3.4565490141345495e-10,1.5401607633575676e-10,0.44557758534871894,1.3915562676542574e-11,0.04025854289824602,3.89934642844479e-12,0.011281039014634394,2.0809039275637523e-11,0.06020177694731081,1.537261565055068e-11,0.044473883019418646,0.25147152607786427,0.14198267167601133,0.004574177334576804,0.0043650125708955085
EEG C4,4.4762626027385176e-10,2.479966807555274e-10,0.5540262106244758,2.6852298537547875e-11,0.05998821097117939,5.191493964607063e-12,0.011597831551328057,1.3862692560401544e-11,0.030969346060976257,1.0530833788939722e-11,0.023525951722530976,0.24213089328804693,0.0832337794754306,0.0029452968791458473,0.0026574492865915973
EEG P4,5.48061009986675e-10,3.1912848069304037e-10,0.582286414975587,3.6523031486493985e-11,0.06664044845551405,8.699514772757702e-12,0.015873259754364235,1.604761572794556e-11,0.029280710423709444,1.1005291021545615e-11,0.02008041225522171,0.2352569864859129,0.06764863036509487,0.0025312065309466432,0.0021238184263676373
EEG O2,6.437549459594626e-10,3.7106743592943626e-10,0.5764110058624737,4.1678273656478384e-11,0.06474245195019111,9.861498408253007e-12,0.015318714784482584,2.1277206384607642e-11,0.03305171714509433,1.5248775334458505e-11,0.02368723600520302,0.2229434108680557,0.08134708262375871,0.003038312376295092,0.002476045302198206
EEG F8,6.074073237600258e-10,3.119645952456871e-10,0.513600318999344,1.9434239262153723e-11,0.03199539831335948,3.8053333587958e-12,0.00626487895345037,1.30473813859905e-11,0.021480447922859178,1.0396937704007414e-11,0.01711691199185315,0.34958817945977017,0.061206884182979863,0.0023252039430240556,0.002047734080760769
EEG T4,5.830615531358771e-10,2.998007325040654e-10,0.5141836756199214,3.052140002849567e-11,0.05234678888419683,6.151145768727526e-12,0.010549736534067199,1.9601949478340886e-11,0.033619005357008735,1.7175043433289106e-11,0.02945665571827992,0.2525652502499654,0.1062743184068499,0.003873781489358804,0.0031568060455328967
EEG T6,6.223653980161202e-10,3.5692178460321406e-10,0.5734923338298593,4.264353121186756e-11,0.06851848021724856,1.0818840042127816e-11,0.017383421502246806,1.959888855608145e-11,0.03149096755468049,1.36938378564393e-11,0.02200289074567833,0.22823941714206072,0.07496019270192618,0.002804923564398356,0.0022585256347952267
EEG Fc2,3.3621594474250336e-10,1.8626489615156104e-10,0.5540037558129943,2.1013235927453153e-11,0.06249922484653871,3.5513647217017335e-12,0.010562749260513525,1.2866157391058698e-11,0.03826754082383708,1.0038583323020189e-11,0.029857546853431973,0.2180098273163087,0.10261565832675808,0.0036980730846564226,0.00329363902394687
EEG Fc6,5.260850202952343e-10,2.6456909561806925e-10,0.5029017847145607,2.5594978998762222e-11,0.048651792032395336,4.845565107406539e-12,0.009210612202353244,1.493026534084752e-11,0.028379947660301726,1.216030721615084e-11,0.023114718623477592,0.2753910840061108,0.09037084041678388,0.0031428845095290967,0.0028001108064612196
EEG Cp2,4.730343085475655e-10,2.777544907633565e-10,0.5871762063436613,3.156297765553625e-11,0.06672449986228106,6.7526882520260474e-12,0.014275261075163722,1.4689982589961497e-11,0.031054793118635623,1.0388492441532493e-11,0.021961393188223446,0.224309955148178,0.07442938729753378,0.00272583600691525,0.0023607881254513272
EEG Cp6,5.484507625383813e-10,3.1077027822107733e-10,0.5666329585954932,3.457408720433462e-11,0.06303954623805465,7.422966510281653e-12,0.013534426455943133,1.557912076179409e-11,0.028405687120735552,1.1194940276135687e-11,0.020411933104664524,0.24502443078718295,0.07105195675864663,0.002642092374251108,0.002229468554860192
EEG F10,1.126286836648482e-09,5.599357703947126e-10,0.4971520150771952,4.0246245751969914e-11,0.0357335666567245,6.337070523734171e-12,0.005626515659715548,1.4495130345526572e-11,0.012869839079945274,1.126936045022373e-11,0.010005764147753187,0.3702959605467854,0.035115327562772254,0.001439745014951453,0.0011461915807991498
