channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,3.2445812940055217e-06,0.00013892072906683295,-0.001170625,0.004078249999999999,0.005248874999999999,5e-07,-0.0002875,-7.1875e-05,-1.625e-05,1.4374999999999999e-05,5.4e-05,0.000359375,3.0625e-05,1.5125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.034256498413743564,False,True,False
EEG F3,4.028069917105009e-06,2.1594397462446663e-05,-0.000336,0.000715625,0.001051625,3.7499999999999997e-06,-6.5625e-05,-2.55e-05,-5.5e-06,1.3875e-05,3.625e-05,6.2375e-05,1.9375e-05,9.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0028185045791931044,False,False,False
EEG C3,1.984967215652311e-06,2.105117186055514e-05,-0.00028,0.000301,0.0005809999999999999,2.625e-06,-8.499999999999999e-05,-2.3375e-05,-5.5e-06,1.1249999999999999e-05,2.9749999999999998e-05,5.2499999999999995e-05,1.675e-05,8.375e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.008174458278462828,False,False,False
EEG P3,4.497644962186112e-06,2.4224525345241793e-05,-0.000337625,0.000283875,0.0006215,5.125e-06,-9.387499999999999e-05,-2.575e-05,-4.25e-06,1.5125e-05,3.7749999999999996e-05,6.2875e-05,1.9375e-05,9.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.007525365138273674,False,False,False
EEG O1,3.218527312651518e-06,8.719467333435771e-07,-2.175e-05,5.5375e-05,7.712499999999999e-05,3.1249999999999997e-06,8.75e-07,1.8749999999999998e-06,2.75e-06,3.7499999999999997e-06,4.625e-06,5.5e-06,9.999999999999997e-07,4.999999999999999e-07,0,0,0.0,0.0,0.0,0.0,0.0,0.00022002760984077578,False,False,False
EEG F7,6.380040935423649e-06,2.6228908855741216e-05,-0.00053975,0.000297375,0.000837125,6.2499999999999995e-06,-8.4125e-05,-2.825e-05,-3.5e-06,1.675e-05,4.2749999999999996e-05,8.437499999999999e-05,2.025e-05,1.0124999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0068023838740572246,False,False,False
EEG T3,4.867643425967839e-06,3.8008480221077266e-07,-2.6875e-05,7.324999999999999e-05,0.000100125,4.875e-06,4.1249999999999995e-06,4.25e-06,4.625e-06,5.125e-06,5.5e-06,5.75e-06,5.000000000000003e-07,2.5000000000000015e-07,0,0,0.0,0.0,0.0,0.0,0.0,8.324105111935831e-05,False,False,False
EEG T5,6.7923840459172605e-06,2.7967817450489235e-05,-0.0005535,0.00033925,0.0008927499999999999,7.499999999999999e-06,-0.00010125,-3.0625e-05,-3.625e-06,1.9125e-05,4.6624999999999995e-05,7.575e-05,2.275e-05,1.1374999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.005854464713276667,False,False,False
EEG Fc1,3.7704022705633416e-06,1.9490604141082177e-05,-0.00029225,0.00036362499999999996,0.000655875,4.375e-06,-7.712499999999999e-05,-2.0124999999999998e-05,-2.875e-06,1.2125e-05,2.9749999999999998e-05,4.9999999999999996e-05,1.5e-05,7.499999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00874288242248294,False,False,False
EEG Fc5,3.584705456450896e-06,2.2053047986229408e-05,-0.00030875,0.000309625,0.000618375,4.1249999999999995e-06,-8.545625000000018e-05,-2.325e-05,-4.25e-06,1.3e-05,3.2875e-05,5.875e-05,1.725e-05,8.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00818217444331378,False,False,False
