sfreq,ch_a,ch_b,corr
512.0,EEG C3,EEG P3,0.9712772921996663
512.0,EEG C3,EEG T5,0.9131659635875801
512.0,EEG C3,EEG Fc1,0.968832743047041
512.0,EEG C3,EEG Fc5,0.9752226938703654
512.0,EEG C3,EEG Cp1,0.9763560986065668
512.0,EEG C3,EEG Cp5,0.9710200599262602
512.0,EEG C3,EEG Fz,0.9010636102516986
512.0,EEG C3,EEG Cz,0.9426974514814369
512.0,EEG C3,EEG Pz,0.9572153136016488
512.0,EEG C3,EEG P4,0.9290210138152918
512.0,EEG C3,EEG O2,0.908949249399997
512.0,EEG C3,EEG Fc2,0.9017018797800247
512.0,EEG C3,EEG Cp2,0.9408032863854956
512.0,EEG P3,EEG T5,0.9606422436420954
512.0,EEG P3,EEG Fc1,0.9639324481516628
512.0,EEG P3,EEG Fc5,0.9459193642910712
512.0,EEG P3,EEG Cp1,0.9892047606485088
512.0,EEG P3,EEG Cp5,0.9902146221988636
512.0,EEG P3,EEG Cz,0.9419331828083646
512.0,EEG P3,EEG Pz,0.9802262261247698
512.0,EEG P3,EEG P4,0.960043766708734
512.0,EEG P3,EEG O2,0.9408493489113731
512.0,EEG P3,EEG T6,0.9261142111785285
512.0,EEG P3,EEG Fc2,0.9139507380347229
512.0,EEG P3,EEG Cp2,0.954703237854536
512.0,EEG P3,EEG Cp6,0.9150182783639756
512.0,EEG F7,EEG F9,0.948962615648114
512.0,EEG T5,EEG Fc1,0.905425475094645
512.0,EEG T5,EEG Cp1,0.9360833000076969
512.0,EEG T5,EEG Cp5,0.9551435149874997
512.0,EEG T5,EEG Pz,0.9275852596287295
512.0,EEG T5,EEG P4,0.9041037546878459
512.0,EEG T5,EEG O2,0.9105230844351041
512.0,EEG Fc1,EEG Fc5,0.953175912214133
512.0,EEG Fc1,EEG Cp1,0.9745211436240742
512.0,EEG Fc1,EEG Cp5,0.9570106634252393
512.0,EEG Fc1,EEG Fz,0.9546682779892601
512.0,EEG Fc1,EEG Cz,0.9687340299347755
512.0,EEG Fc1,EEG Pz,0.9580323616493754
512.0,EEG Fc1,EEG P4,0.9335164000351969
512.0,EEG Fc1,EEG Fc2,0.9419124403042959
512.0,EEG Fc1,EEG Cp2,0.9451309380703821
512.0,EEG Fc5,EEG Cp1,0.9443959551549412
512.0,EEG Fc5,EEG Cp5,0.9601950606626076
512.0,EEG Fc5,EEG Cz,0.9022938073331456
512.0,EEG Fc5,EEG Pz,0.9119633407216542
512.0,EEG Cp1,EEG Cp5,0.9746453294839659
512.0,EEG Cp1,EEG Fz,0.9125239185870337
512.0,EEG Cp1,EEG Cz,0.9617175006878431
512.0,EEG Cp1,EEG Pz,0.9874927216251029
512.0,EEG Cp1,EEG C4,0.918024990654014
512.0,EEG Cp1,EEG P4,0.9684504208359087
512.0,EEG Cp1,EEG O2,0.941122788998711
512.0,EEG Cp1,EEG T6,0.9340598898653066
512.0,EEG Cp1,EEG Fc2,0.9370070312972683
512.0,EEG Cp1,EEG Cp2,0.9717057364051234
512.0,EEG Cp1,EEG Cp6,0.9275398112984167
512.0,EEG Cp5,EEG Cz,0.9277901079123877
512.0,EEG Cp5,EEG Pz,0.9583012635891976
512.0,EEG Cp5,EEG P4,0.9314462404291454
512.0,EEG Cp5,EEG O2,0.9085745546612992
512.0,EEG Cp5,EEG Cp2,0.9274554992779341
512.0,EEG Fz,EEG Cz,0.941153970982976
512.0,EEG Fz,EEG Pz,0.9063186094184673
512.0,EEG Fz,EEG Fc2,0.9483931469373456
512.0,EEG Fz,EEG Cp2,0.9097820589768922
512.0,EEG Cz,EEG Pz,0.9565287297210557
512.0,EEG Cz,EEG C4,0.9173459899728335
512.0,EEG Cz,EEG P4,0.9393716163828106
512.0,EEG Cz,EEG Fc2,0.9549546674931266
512.0,EEG Cz,EEG Cp2,0.9547253515086457
512.0,EEG Cz,EEG Cp6,0.9067310629672712
512.0,EEG Pz,EEG C4,0.9380178936584048
512.0,EEG Pz,EEG P4,0.9855317574833921
512.0,EEG Pz,EEG O2,0.9526653504173724
512.0,EEG Pz,EEG T6,0.9514051297371076
512.0,EEG Pz,EEG Fc2,0.9435596703280255
512.0,EEG Pz,EEG Cp2,0.9837359290892604
512.0,EEG Pz,EEG Cp6,0.9483415999081176
512.0,EEG F4,EEG C4,0.9077322175668492
512.0,EEG F4,EEG Fc6,0.9374118342050155
512.0,EEG C4,EEG P4,0.9669956236098806
512.0,EEG C4,EEG O2,0.9034834036826558
512.0,EEG C4,EEG T6,0.9438469564393428
512.0,EEG C4,EEG Fc2,0.9755147798675048
512.0,EEG C4,EEG Fc6,0.9405315003810345
512.0,EEG C4,EEG Cp2,0.9710472995030627
