channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,7.071672407635011e-10,2.729426028436138e-10,0.3859661295239415,1.8470299927964618e-11,0.026118715437133302,5.369195969645871e-12,0.007592540576185285,1.4553436319739034e-11,0.02057990738375586,2.1340168085909423e-12,0.0030176974915960856,0.5038699770401455,0.009069134843198351,0.0009859150018731349,0.00019574911919141978
EEG F3,2.381330031140049e-09,3.9163770859780426e-10,0.1644617518262724,6.541227533347214e-12,0.0027468798729320338,2.7867659251240386e-12,0.0011702560706337245,9.301790846431e-12,0.0039061325917843556,1.1102558393753947e-12,0.000466233501806495,0.5759705192146002,0.001586599971255682,0.0006234526380584747,2.0534894519860558e-05
EEG C3,2.772991472892285e-10,3.785157579029044e-11,0.1365008733719996,1.3119206015125044e-11,0.047310661224073125,9.1854441439605e-12,0.033124675044095615,2.1064465455075678e-11,0.07596296512626859,8.441573835959819e-12,0.030442119705312656,0.23664436523767346,0.19670725493809188,0.021191775821316587,0.004815181206566093
EEG P3,2.763669449678086e-10,5.5947212710454123e-11,0.20243814873363705,2.6840591379671516e-11,0.09711939820732876,2.3818174761834353e-11,0.0861831532154061,2.7069651728497166e-11,0.09794822507319122,3.233498398174105e-12,0.011700018605881919,0.32632932333720327,0.055670016532073284,0.025657393313751373,0.0006567573057156571
EEG O1,4.5025192523733147e-10,1.1374708011887782e-10,0.25262985840409413,4.496991405662304e-11,0.09987722769407156,4.374950816644418e-11,0.0971667320320362,3.927477885613261e-11,0.08722845290540523,4.7258811149978644e-12,0.010496081971236023,0.3484477297647809,0.028167519875121623,0.006745014764378769,0.0004600362261758922
EEG F7,3.8884693603426197e-10,9.409814637839902e-11,0.24199276799781155,2.2480655887818505e-11,0.05781363771846127,9.810306282836111e-12,0.02522922356773234,2.5471652330458093e-11,0.0655056012276608,5.629920903917791e-12,0.014478501390124698,0.3369424376847487,0.07182777141291696,0.010887205359778817,0.0016773132736616636
EEG T5,4.5147744469823336e-10,1.0307346001482846e-10,0.2283025679914587,5.3826921868068205e-11,0.11922394462927381,4.594518308107834e-11,0.10176628671181571,4.5565563936401116e-11,0.1009254492588374,6.529605975874076e-12,0.014462751246052726,0.3054079270364461,0.04582239842891553,0.0032848018398883225,0.000817682409532346
EEG Fc1,1.6259320899045223e-10,2.3118967011013685e-11,0.1421890074902899,2.0652592331578115e-12,0.01270200179934383,1.1261764814004083e-12,0.006926343900787021,3.5652005946035982e-12,0.021927118707725075,6.158760575857228e-13,0.003787833830267094,0.5113790290207468,0.026410973432573395,0.013561585548251444,0.00031700889940534206
EEG Fc5,3.827509036547256e-10,6.631745872835359e-11,0.17326532242018602,1.8857658381431736e-11,0.04926874946961059,9.646918881914412e-12,0.025204170100710636,2.8006026348298752e-11,0.0731703729001842,1.154443038352531e-11,0.030161732534900516,0.22499265733376494,0.20105888861136167,0.014814854245256179,0.005205986494499423
EEG Cp1,2.79195315958338e-10,5.211892389150638e-11,0.18667549529836544,1.1032499888590594e-11,0.039515347350013864,7.978860447059383e-12,0.028578059841985325,1.4453729737936637e-11,0.051769241501506594,1.7165202553036032e-12,0.0061480983282676035,0.4441396185775804,0.05564278332881861,0.03992777719558991,0.0003360183901549592
EEG Cp5,3.860719153632716e-10,6.596598766336319e-11,0.17086450746175869,3.065027951109217e-11,0.07939007809529997,2.215003708418968e-11,0.05737282667491564,2.994117704968237e-11,0.07755336728264586,7.143618708889137e-12,0.01850333687745041,0.3025912989434977,0.1020776167438409,0.014382501326312877,0.0024483684704880485
EEG F9,7.097343569860998e-10,1.964857860315487e-10,0.27684412357593796,3.567025625566396e-11,0.05025860155218971,1.6757221995234284e-11,0.023610554893233774,3.0264389454903714e-11,0.04264185488134182,4.341372561267964e-12,0.006116897848518541,0.43417753942112086,0.02303642027151709,0.002814458436999814,0.00048593651879638906
EEG Fz,1.700094772649782e-10,3.0096245509322215e-11,0.17702686928690425,1.6372762302750393e-12,0.009630499761628976,6.95623669451513e-13,0.004091675832679069,2.2683773940395766e-12,0.013342652601090377,3.260411974592786e-13,0.0019177824830971513,0.5440214453842375,0.007364876302615713,0.003087544523591503,9.44804721229455e-05
EEG Pz,2.460085487232529e-10,4.8542559596775016e-11,0.19732062096501746,1.743067960539712e-11,0.07085395892077616,1.431004431125728e-11,0.058168890412647216,2.0047148382453386e-11,0.08148964126041575,1.9723180053815222e-12,0.0080172742598481,0.4021662773713975,0.03009829097926097,0.017577993369314086,0.0001773549427874397
EEG F4,5.138320594319398e-10,1.087665779042908e-10,0.21167729009462014,9.089630689433549e-12,0.017689886262609752,3.5552641748336797e-12,0.006919117072539528,1.474480226955396e-11,0.02869576157987277,2.115407072560758e-12,0.004116923095260771,0.529974753982277,0.010574541066672832,0.0012902318253604887,0.00021646759459660562
EEG C4,4.53556589077555e-10,7.873882217865236e-11,0.17360308299961347,1.417827389925022e-11,0.031260209289619284,8.014788523235138e-12,0.017670978035035593,1.7876040312882643e-11,0.039413031898046055,1.9921072023883904e-12,0.00439219107463513,0.5014166965788887,0.0130290855143553,0.0023541266648962507,0.000209308294873841
EEG P4,2.1655234242923517e-10,5.123986637741296e-11,0.23661654176821978,2.5409593993798363e-11,0.11733696208851535,2.0607054937186017e-11,0.09515969536981563,2.780080295127515e-11,0.12837913753050204,2.815123549604983e-12,0.012999737236852597,0.3097335129061808,0.03339713613172993,0.008135485647371621,0.0004711121314069005
EEG O2,3.314731425756598e-10,7.85463264499889e-11,0.2369613593416862,4.009686165898651e-11,0.1209656424874129,3.682370073333921e-11,0.11109105385494115,3.527544290421192e-11,0.1064202144104637,5.031357978344406e-12,0.01517878021503954,0.3035803201071127,0.041004699103386846,0.005698828810566778,0.0008706905522252671
EEG F8,3.954938784976218e-10,9.512683974140502e-11,0.24052670575526253,2.4728201593563446e-11,0.06252486558704635,1.0297777898614824e-11,0.026037768113462083,2.7265456968260183e-11,0.06894027556591913,3.4168528044469576e-12,0.00863945813125273,0.41792303230810207,0.03078153287440514,0.008670697651553235,0.0005524697418007296
EEG T4,3.1895056838952725e-10,6.985941919420471e-11,0.21902898479518293,3.3921423429401823e-11,0.10635323084915886,1.7823028718985045e-11,0.05588022247139618,3.153670712031259e-11,0.09887647255043455,5.3925189690611885e-12,0.016907068064777438,0.327492882860927,0.05744786826979632,0.010806079888734856,0.0013088521506107646
EEG T6,4.636390313342782e-10,8.511027739375064e-11,0.18357013029903246,4.613859649969603e-11,0.09951404731158335,3.386752235117794e-11,0.07304717692492947,3.8031750441448055e-11,0.08202879367597422,7.567314903757795e-12,0.016321565684365023,0.32374031589974617,0.06330838026284913,0.010257709378957668,0.0012163036758746784
EEG Fc2,1.2539927215085972e-10,1.669849724133355e-11,0.1331626328839028,3.5219388061425277e-12,0.02808579942876791,1.6721043984940848e-12,0.013334243252085902,6.935007208528449e-12,0.055303408780438476,8.255133122307548e-13,0.006583078977026544,0.4659604497884633,0.02964934222844398,0.01662287698054025,0.0002334456194363297
