channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,1.568164155517047e-08,3.53104668737583e-05,-0.00158575,0.00271975,0.0043055,0.0,-9.324999999999999e-05,-4.1125e-05,-1.2625e-05,1.2499999999999999e-05,4.0375e-05,0.0001075,2.5125e-05,1.2499999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.008363160792951543,False,False,False
EEG F3,1.078623914258765e-06,5.311272130598716e-05,-0.001488875,0.002651125,0.00414,-1e-06,-0.000114875,-6.5125e-05,-1.3749999999999999e-05,1.0375e-05,8.387499999999999e-05,0.00019075,2.4124999999999997e-05,1.2e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.02690726760626265,False,False,False
EEG C3,-3.7805138283761395e-07,2.492355858355491e-05,-0.0014529999999999999,0.00267725,0.00413025,-3.75e-07,-5.325e-05,-2.8375e-05,-9.375e-06,8.625e-06,2.7624999999999997e-05,6.0249999999999994e-05,1.7999999999999997e-05,9e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.004769447999761876,False,False,False
EEG P3,1.0485028909691638e-06,2.369071870141494e-05,-0.001127625,0.00273825,0.0038658749999999995,1.125e-06,-5.3374999999999996e-05,-2.7499999999999998e-05,-9e-06,1.1374999999999999e-05,2.9999999999999997e-05,5.6e-05,2.0375e-05,1.0125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003160718537921181,False,False,False
EEG O1,2.4887979595785195e-07,3.021502196090494e-05,-0.0017515,0.00286925,0.00462075,2.5e-07,-6.575e-05,-3.4e-05,-1.2e-05,1.2499999999999999e-05,3.5875e-05,7.0875e-05,2.45e-05,1.225e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0034286540808429575,False,False,False
EEG F7,1.8895088945205546e-06,3.07345901831953e-05,-0.001835125,0.0027351249999999997,0.00457025,2.3749999999999997e-06,-6.675e-05,-3.3125e-05,-9.625e-06,1.4125e-05,3.6125e-05,7.025e-05,2.375e-05,1.1874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003700728881414454,False,False,False
EEG T5,1.3394736410677623e-06,4.523510521474536e-05,-0.001802625,0.0040845,0.005887125,1.625e-06,-7.425e-05,-3.4875e-05,-1.1e-05,1.4249999999999999e-05,3.825e-05,7.1125e-05,2.5249999999999997e-05,1.2625e-05,0,0,0.0,1.216796875,2.897480489561652e-05,1.216796875,0.0,0.003934527175854268,False,False,False
EEG Fc1,-9.398767536034783e-07,1.6208457876456837e-05,-0.000912875,0.0027099999999999997,0.003622875,-3.75e-07,-4.6e-05,-2.175e-05,-7.1249999999999995e-06,6.2499999999999995e-06,1.85e-05,3.4124999999999996e-05,1.3375e-05,6.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.004457096827003215,False,False,False
EEG Fc5,-2.603100594657843e-07,2.850748208351176e-05,-0.001851875,0.00267025,0.004522125,-2.5e-07,-5.8124999999999997e-05,-3.0749999999999995e-05,-1.0875e-05,1.05e-05,3.1125e-05,6.25e-05,2.1374999999999998e-05,1.0625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0036640336647219907,False,False,False
EEG Cp1,-2.0555865153682795e-06,1.939778223650561e-05,-0.000901875,0.00349375,0.004395625,-1.625e-06,-5.5125e-05,-2.8499999999999998e-05,-1.05e-05,7e-06,2.3375e-05,4.4625e-05,1.75e-05,8.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0032118313936182878,False,False,False
