sfreq,ch_a,ch_b,corr
512.0,EEG Fp1,EEG FP2,0.9171331979169234
512.0,EEG Cp1,EEG Pz,0.9059948908893545
512.0,EEG P9,EEG P10,0.9995735583339596
512.0,EEG P9,61,0.9991887185770845
512.0,EEG P9,62,0.9995751583655775
512.0,EEG P9,63,0.9993940747969079
512.0,EEG P9,64,0.9989273751909242
512.0,EEG P9,3,0.9987549473969525
512.0,EEG P9,23,0.9994318210038448
512.0,EEG P9,33,0.9972217822404811
512.0,EEG P9,31,0.9994785663683959
512.0,EEG P10,61,0.9993606654884847
512.0,EEG P10,62,0.9995723732302845
512.0,EEG P10,63,0.9995692710516267
512.0,EEG P10,64,0.9988356331649514
512.0,EEG P10,3,0.9990095731840166
512.0,EEG P10,23,0.9995417758776274
512.0,EEG P10,33,0.9977046012010017
512.0,EEG P10,31,0.99959140442631
512.0,61,62,0.9990692028267064
512.0,61,63,0.9993877185274841
512.0,61,64,0.9979444648067798
512.0,61,3,0.9992900593899238
512.0,61,23,0.9993598934677123
512.0,61,33,0.998350651347897
512.0,61,31,0.9994150642292643
512.0,62,63,0.9993998342734837
512.0,62,64,0.9992670274657112
512.0,62,3,0.9984928984105134
512.0,62,23,0.999351181336101
512.0,62,33,0.9969358518862422
512.0,62,31,0.9993968012492362
512.0,63,64,0.9985378526614853
512.0,63,3,0.9991609258813837
512.0,63,23,0.9995294888847374
512.0,63,33,0.9981578025553947
512.0,63,31,0.9995372285913735
512.0,64,3,0.9969149253141574
512.0,64,23,0.9984090538201295
512.0,64,33,0.9949568083613889
512.0,64,31,0.9984391533769754
512.0,3,23,0.9991706568609542
512.0,3,33,0.9990772786944772
512.0,3,31,0.999231905107442
512.0,23,33,0.998030200042702
512.0,23,31,0.9995503253647653
512.0,33,31,0.9980442043715345
512.0,A,B,0.973693887001073
512.0,A,C,0.9727806872349434
512.0,A,D,0.9635954775530902
512.0,B,C,0.9940302257893726
512.0,B,D,0.9907253077161218
512.0,C,D,0.9893490846552371
