channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,5.634911978888296e-06,7.303890424003254e-05,-0.000720125,0.001412625,0.00213275,3.25e-06,-0.00018874999999999998,-9.5375e-05,-1.975e-05,2.3749999999999998e-05,0.000126875,0.000238125,4.35e-05,2.1625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.011226867316942812,False,False,False
EEG F3,6.6805143942494e-06,3.1159948221915345e-05,-0.000610125,0.00047874999999999995,0.001088875,6.75e-06,-8.7625e-05,-3.575e-05,-5.374999999999999e-06,1.95e-05,5.0249999999999995e-05,9.15e-05,2.4874999999999998e-05,1.2375000000000001e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.005798620390165687,False,False,False
EEG C3,5.854855749557393e-06,3.192233317997371e-05,-0.000664625,0.000836375,0.001501,6.75e-06,-0.000104,-3.15e-05,-3.1249999999999997e-06,1.6374999999999998e-05,3.9625e-05,9.975e-05,1.95e-05,9.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.015796824893105292,False,False,False
EEG P3,6.074754241339861e-06,0.00012466902035585708,-0.004096,0.0040826249999999994,0.008178624999999998,1e-06,-0.000116,-4.5625e-05,-1.4e-05,1.35e-05,4.9999999999999996e-05,0.000197,2.7499999999999998e-05,1.3624999999999999e-05,0,0,0.0,4.1484375,0.0004434461107542154,2.302734375,0.0,0.016543835181721006,False,False,False
EEG O1,7.294616118552907e-06,7.684927526723522e-05,-0.000719375,0.0030255,0.003744875,7.875e-06,-0.000170875,-7.099999999999999e-05,-1.0375e-05,2.4874999999999998e-05,6.525e-05,0.000173375,3.5249999999999996e-05,1.7625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.013778560929983965,False,False,False
EEG F7,1.0021005175624665e-05,0.0001489789895563521,-0.004096,0.004084125,0.008180125,3.5e-06,-0.00016774999999999998,-7.937499999999999e-05,-2.1249999999999998e-05,2.8749999999999997e-05,9.2e-05,0.000225,4.9999999999999996e-05,2.4999999999999998e-05,0,0,0.0,5.3203125,0.000568713373679135,2.71875,0.0,0.00802086117049706,False,False,False
EEG T3,5.486024717313598e-06,4.3633406403860536e-05,-0.000888375,0.0005198749999999999,0.0014082499999999998,7.625e-06,-0.00014475,-5.5125e-05,-9.625e-06,2.4625e-05,5.9625e-05,0.00011512499999999999,3.425e-05,1.7125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006872578166755745,False,False,False
EEG T5,8.201297481502204e-06,3.1429573356676054e-05,-0.000497625,0.0003675,0.000865125,9.75e-06,-9.387499999999999e-05,-3.875e-05,-4.375e-06,2.3624999999999998e-05,5.0874999999999997e-05,8.35e-05,2.7999999999999996e-05,1.4e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0033876436397648315,False,False,False
EEG Fc1,7.776952498663811e-06,2.0124135725086036e-05,-0.00047437499999999997,0.00032225,0.000796625,8.5e-06,-5.8874999999999995e-05,-1.725e-05,1.375e-06,1.575e-05,3.1624999999999996e-05,5.7375e-05,1.4375e-05,7.25e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.00857830037413148,False,False,False
EEG Fc5,4.846156644591797e-06,3.8188372370819015e-05,-0.0007614999999999999,0.0006855,0.001447,6.375e-06,-0.000128,-4.6624999999999995e-05,-7.75e-06,2.0124999999999998e-05,5.1374999999999995e-05,0.00010949999999999999,2.7875e-05,1.4e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.00940589925173704,False,False,False
