sfreq,ch_a,ch_b,corr
512.0,EEG Fc1,EEG Fc5,0.9965180858437376
512.0,EEG Fc1,EEG Cp1,0.9970742652486762
512.0,EEG Fc1,EEG Cp5,0.9961484707604698
512.0,EEG Fc1,EEG F9,0.9970147051302575
512.0,EEG Fc1,EEG Fc2,0.9970177675556008
512.0,EEG Fc1,EEG Fc6,0.9965619889323168
512.0,EEG Fc1,EEG Cp2,0.9968763044468527
512.0,EEG Fc1,EEG Cp6,0.995916389862029
512.0,EEG Fc1,EEG F10,0.9968137371823428
512.0,EEG Fc1,EEG P9,0.9958935861916103
512.0,EEG Fc1,EEG P10,0.9969112964859184
512.0,EEG Fc1,61,0.9970095831356451
512.0,EEG Fc1,62,0.9961554047607641
512.0,EEG Fc1,63,0.9970006723620017
512.0,EEG Fc1,64,0.9942050582082497
512.0,EEG Fc5,EEG Cp1,0.9968052379414694
512.0,EEG Fc5,EEG Cp5,0.996940829340474
512.0,EEG Fc5,EEG F9,0.9967162412496193
512.0,EEG Fc5,EEG Fc2,0.9966941086111017
512.0,EEG Fc5,EEG Fc6,0.9966673572619176
512.0,EEG Fc5,EEG Cp2,0.996732065888324
512.0,EEG Fc5,EEG Cp6,0.9965857215891756
512.0,EEG Fc5,EEG F10,0.9967911352566147
512.0,EEG Fc5,EEG P9,0.9964589020823978
512.0,EEG Fc5,EEG P10,0.9969864830492705
512.0,EEG Fc5,61,0.9966852451454211
512.0,EEG Fc5,62,0.996754005768384
512.0,EEG Fc5,63,0.9968538593064378
512.0,EEG Fc5,64,0.9954889232892008
512.0,EEG Cp1,EEG Cp5,0.9968032177245824
512.0,EEG Cp1,EEG F9,0.9973360577263551
512.0,EEG Cp1,EEG Fc2,0.9973796593574775
512.0,EEG Cp1,EEG Fc6,0.9969087997680044
512.0,EEG Cp1,EEG Cp2,0.9971428544463471
512.0,EEG Cp1,EEG Cp6,0.9966531916006117
512.0,EEG Cp1,EEG F10,0.997174406570293
512.0,EEG Cp1,EEG P9,0.9965377801085884
512.0,EEG Cp1,EEG P10,0.9973093147306827
512.0,EEG Cp1,61,0.9971934284255675
512.0,EEG Cp1,62,0.9967200119553556
512.0,EEG Cp1,63,0.9972028127535962
