channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.949172074880498e-09,1.042235522534675e-09,0.5347067793378752,4.9578108716855675e-11,0.02543547045218943,7.593211919698263e-12,0.003895608816458032,5.75433990673937e-12,0.002952196976807275,2.457751490682468e-12,0.0012609207377615188,0.39241146044491454,0.005599972715617198,0.0005462726890736532,0.00015430700687144882
EEG F3,2.729771578539369e-10,1.0767130635416187e-10,0.39443339215867296,6.914928750164283e-12,0.025331528852184343,3.495000738417818e-12,0.012803271767844779,5.3120319880867565e-12,0.019459620833656304,3.1795234143044066e-12,0.011647580476333071,0.39114414073696363,0.055494773505730316,0.004470488540398971,0.0015697472887013992
EEG C3,3.309920478667302e-11,9.088109487423853e-12,0.27457183778273325,2.1935712116557663e-12,0.066272625756223,1.322975022346625e-12,0.03996999416974828,1.9491875297005527e-12,0.05888925556560103,1.1993746700211967e-12,0.03623575483916489,0.1976708691328593,0.1867038879781909,0.036462208720457634,0.004419028276155685
EEG P3,9.030827725781851e-11,3.567841899724159e-11,0.3950736309074338,8.663281139434011e-12,0.09593008971593443,4.308040179002311e-12,0.04770371343374662,2.850564495023527e-12,0.031564819766028,7.985851745837688e-13,0.00884287906748471,0.30408899036755527,0.03570288517300468,0.010417875719569881,0.0007112216569517969
EEG O1,2.545283036836788e-10,1.0394453241077064e-10,0.4083810362400805,2.37182440630094e-11,0.09318509462305545,9.673285203204435e-12,0.03800475256860292,6.800634426806217e-12,0.02671857835998416,1.8097285213462202e-12,0.0071101268312985105,0.3055604792035092,0.026776386059859346,0.004057676641074412,0.0006218972010896478
EEG F7,6.610144328423985e-10,2.9610087832886643e-10,0.44794918781972176,2.115791801747177e-11,0.03200825423204688,5.9359664087606995e-12,0.008980085931309724,7.785037992124762e-12,0.011777410000941537,4.979884530122201e-12,0.007533700147375638,0.4141018264087531,0.033036985464007115,0.002340823702482668,0.0009428741981436345
EEG T3,1.8604802125895621e-10,7.879086410672485e-11,0.4234974582022431,1.98714918298165e-11,0.1068084019133845,6.0116048086507965e-12,0.032312113657384046,8.444251602787024e-12,0.04538748407882099,5.843145225314453e-12,0.031406650744118934,0.17136637177044883,0.14054780510115267,0.010502411453756634,0.004171344500831063
EEG T5,2.2016533637351917e-10,1.0180844729406608e-10,0.4624181488830923,2.853009873161535e-11,0.12958488017029582,9.99006717282393e-12,0.045375295391075494,7.756106878965585e-12,0.03522855598761035,2.573982092312466e-12,0.011691132376740741,0.21584368697041972,0.045619834301699275,0.004291590061491117,0.001228828441855254
EEG Fc1,6.181819285965488e-07,9.609831385672673e-09,0.01554531270024305,9.64811748044698e-10,0.00156072460777865,2.4278676706367295e-10,0.0003927432295131449,2.526861579076323e-10,0.0004087569471357772,7.62437096269202e-11,0.00012333539060259397,0.010060530390808314,0.8518630381717563,0.8515382026410496,8.70237049407702e-06
EEG Fc5,6.187929390633244e-07,9.499624464179104e-09,0.01535186306191344,9.5983475606144e-10,0.001551140446939093,2.4000082235128874e-10,0.00038785320128988766,2.502699261957457e-10,0.0004044485810949666,7.536509083437025e-11,0.00012179371495164674,0.009691596067129637,0.8502366118597456,0.8499166418285465,8.44960045433908e-06
