channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,6.268605936576455e-06,4.678442368158585e-05,-0.0007695,0.000494125,0.001263625,3.1249999999999997e-06,-0.0001215,-5.4e-05,-9e-06,1.4374999999999999e-05,8.9e-05,0.000186875,2.3375e-05,1.1625e-05,0,0,0.0,14.95703125,0.0017166342939058138,14.95703125,0.0,0.030942673662917478,False,False,False
EEG F3,7.834426843106211e-06,1.781894161528463e-05,-0.000230875,0.001267,0.0014978749999999999,7e-06,-4.2999999999999995e-05,-1.7125e-05,2.5e-07,1.4125e-05,3.7375e-05,6.75e-05,1.3875e-05,6.875e-06,0,0,0.0,14.951171875,0.0017159618072406639,14.951171875,0.0,0.004085579737174337,False,False,False
EEG C3,4.442911358880052e-06,6.250033316444639e-06,-0.000353375,0.0013703749999999998,0.0017237499999999998,4.5e-06,-1.0749999999999999e-05,-5.25e-06,7.5e-07,8.249999999999999e-06,1.4e-05,1.8999999999999998e-05,7.499999999999999e-06,3.75e-06,0,0,0.0,14.953125,0.0017161859694623804,14.953125,0.0,0.0007379418684723976,False,False,False
EEG P3,6.433059403423765e-06,1.4412406812376441e-05,-0.00043999999999999996,0.0004944999999999999,0.0009344999999999999,5.875e-06,-2.2749999999999997e-05,-8.375e-06,1.125e-06,1.0749999999999999e-05,2.075e-05,4.2749999999999996e-05,9.624999999999998e-06,4.874999999999999e-06,0,0,0.0,14.953125,0.0017161859694623804,14.953125,0.0,0.007480515824056008,False,False,False
EEG O1,0.0005057615056558358,7.310728422858573e-05,-0.000530625,0.0008449999999999999,0.001375625,0.0005365,0.00036925,0.000389875,0.00044199999999999996,0.000567875,0.00058725,0.00060275,0.00012587500000000006,4.575e-05,0,0,0.0,14.951171875,0.0017159618072406639,14.951171875,0.0,6.724865144037645e-07,False,False,False
EEG F7,9.519578015833015e-06,2.4785119529758206e-05,-0.0008407499999999999,0.001225625,0.0020663749999999996,8.75e-06,-6.575e-05,-2.4125e-05,8.75e-07,1.6625e-05,4.825e-05,9.499999999999999e-05,1.575e-05,7.875e-06,0,0,0.0,14.951171875,0.0017159618072406639,14.951171875,0.0,0.012697217878457477,False,False,False
EEG T3,8.027457652403376e-06,1.1250950884444274e-05,-0.000341125,0.0013606249999999999,0.00170175,8.125e-06,-2.2624999999999998e-05,-8.75e-06,2.3749999999999997e-06,1.3749999999999999e-05,2.4625e-05,3.7875e-05,1.1374999999999999e-05,5.749999999999999e-06,0,0,0.0,14.951171875,0.0017159618072406639,14.951171875,0.0,0.0011889561574658556,False,False,False
EEG T5,7.582930756753559e-06,1.4275691547934196e-05,-0.00029,0.0013877499999999999,0.00167775,7.75e-06,-3.2875e-05,-1.45e-05,5e-07,1.5125e-05,2.8874999999999997e-05,4.4875e-05,1.4625e-05,7.25e-06,0,0,0.0,14.951171875,0.0017159618072406639,14.951171875,0.0,0.001131122317227132,False,False,False
EEG Fc1,7.144624333341697e-06,0.0009153823746588718,-0.004096,0.004095875,0.008191875,1.75e-06,-0.001645875,-0.0014172499999999999,-0.0007296249999999999,0.0007354999999999999,0.0014456249999999999,0.00167925,0.0014651249999999998,0.0007325,0,0,0.0,16.41796875,0.0018843076357498395,14.951171875,0.0,0.0,False,False,False
EEG Fc5,4.450478541403647e-06,0.0009154853064978033,-0.004096,0.0040957499999999996,0.00819175,0.0,-0.001653875,-0.001423375,-0.00072825,0.000728375,0.001446625,0.001682,0.001456625,0.00072825,0,0,0.0,16.41796875,0.0018843076357498395,14.951171875,0.0,0.0,False,False,False
EEG Cp1,5.301741532722299e-06,0.0009154038299968121,-0.004096,0.004095875,0.008191875,0.0,-0.0016489999999999999,-0.00142,-0.000730875,0.00073275,0.001444875,0.001678875,0.001463625,0.00073175,0,0,0.0,16.41796875,0.0018843076357498395,14.951171875,0.0,0.0,False,False,False
EEG Cp5,6.180863819015048e-06,0.0009204928224011171,-0.004096,0.0040957499999999996,0.00819175,1e-06,-0.0016652499999999998,-0.00143225,-0.00072625,0.00073,0.001459125,0.00169725,0.00145625,0.00072825,0,0,0.0,16.41796875,0.0018843076357498395,14.951171875,0.0,0.0,False,False,False
EEG F9,6.709030524387055e-06,0.0009154044478798233,-0.004096,0.0040957499999999996,0.00819175,1.2499999999999999e-06,-0.0016445,-0.0014161249999999998,-0.000731625,0.0007365,0.001443625,0.00167625,0.0014681249999999998,0.000734125,0,0,0.0,16.41796875,0.0018843076357498395,14.951171875,0.0,0.0,False,False,False
EEG Fz,6.956490066477531e-06,1.3195234548868461e-05,-0.00028274999999999996,0.00129075,0.0015735,6.5e-06,-2.825e-05,-9.499999999999999e-06,1.375e-06,1.15e-05,2.675e-05,4.875e-05,1.0125e-05,5.124999999999999e-06,0,0,0.0,14.953125,0.0017161859694623804,14.953125,0.0,0.004792138901641226,False,False,False
