channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,1.027644016903915e-07,2.484752210692071e-05,-0.000551125,0.00091875,0.0014698749999999998,0.0,-6.2375e-05,-2.8125e-05,0.0,0.0,2.3874999999999998e-05,9.437499999999999e-05,0.0,0.0,0,0,0.0,4407.490234375,0.6274009195398464,1589.998046875,0.0,0.0,False,False,False
EEG F3,1.8392622261454632e-06,1.7796787383167927e-05,-0.000721375,0.0007231249999999999,0.0014445,0.0,-4.2499999999999996e-05,-1.6125e-05,0.0,0.0,2.35e-05,6.9e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG C3,9.255237989323842e-07,1.5366945688686267e-05,-0.0005009999999999999,0.0007428749999999999,0.0012438749999999998,0.0,-4.35e-05,-1.525e-05,0.0,0.0,1.925e-05,5.1e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG P3,2.0130388817838082e-06,1.4670070944726266e-05,-0.00040025,0.000585,0.00098525,0.0,-3.9625e-05,-1.5625e-05,0.0,0.0,2.575e-05,5.2749999999999995e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG O1,2.556469674432829e-05,4.593150353128872e-05,-0.000529125,0.0016324999999999998,0.002161625,0.0,-2.325e-05,0.0,0.0,5.7249999999999996e-05,0.00010375,0.000150125,5.7249999999999996e-05,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG F7,2.783527302046263e-06,2.7781798623749923e-05,-0.001911875,0.001132375,0.00304425,0.0,-7.9125e-05,-2.225e-05,0.0,0.0,4.1e-05,8.599999999999999e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG T3,1.6752003517015118e-06,1.908697132609802e-05,-0.0009446249999999999,0.00045325,0.0013978749999999998,0.0,-5.625e-05,-1.7624999999999998e-05,0.0,0.0,2.9e-05,6.1375e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG T5,2.189087209463967e-06,1.9211636127161915e-05,-0.000530625,0.000485125,0.00101575,0.0,-5.675e-05,-2.075e-05,0.0,0.0,3.225e-05,6.874999999999999e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG Fc1,1.640341240825178e-06,1.2876204666359766e-05,-0.0005631249999999999,0.000428,0.0009911249999999998,0.0,-2.8749999999999997e-05,-9.625e-06,0.0,0.0,1.575e-05,5.125e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG Fc5,1.4365607970974187e-06,2.089620804170298e-05,-0.00125275,0.0007018749999999999,0.0019546249999999998,0.0,-6.05e-05,-2.05e-05,0.0,0.0,2.9125e-05,6.8875e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG Cp1,1.1285479453959073e-06,3.22999063807266e-05,-0.004096,0.0035255,0.0076215,0.0,-7.662499999999999e-05,-3.375e-05,0.0,0.0,3.95e-05,7.625e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG Cp5,1.172861710409252e-06,1.549828244965668e-05,-0.00058775,0.0006757499999999999,0.0012634999999999999,0.0,-4.5875e-05,-1.85e-05,0.0,0.0,2.4375e-05,5.2375e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1589.998046875,0.0,0.0,False,False,False
EEG F9,7.269832211966196e-07,2.4036981006882903e-05,-0.0009957499999999999,0.00082,0.0018157499999999999,0.0,-7.75e-05,-2.55e-05,0.0,0.0,3.0625e-05,7.8e-05,0.0,0.0,0,0,0.0,4407.490234375,0.6274009195398464,1589.998046875,0.0,0.0,False,False,False
EEG Fz,1.3055720015013347e-06,1.3064624344521248e-05,-0.000735625,0.0008153749999999999,0.0015509999999999999,0.0,-3.4374999999999995e-05,-1.1125e-05,0.0,0.0,1.525e-05,4.7375e-05,0.0,0.0,0,0,0.0,4406.990234375,0.6273297451428339,1589.998046875,0.0,0.0,False,False,False
EEG Cz,2.2188331989546275e-06,1.4355623302710187e-05,-0.00053675,0.000415375,0.0009521250000000001,0.0,-3.3875e-05,-9.75e-06,0.0,1.2499999999999999e-06,2.0249999999999998e-05,4.8e-05,1.2499999999999999e-06,0.0,0,0,0.0,4406.990234375,0.6273297451428339,1589.998046875,0.0,0.0,False,False,False
EEG Pz,3.1702844194839848e-06,6.0455836560540665e-05,-0.004096,0.00408225,0.00817825,0.0,-0.00015937499999999998,-6.9625e-05,0.0,0.0,8.999999999999999e-05,0.00018525,0.0,0.0,0,0,0.0,4407.109375,0.6273467046671221,1590.1171875,0.0,0.0,False,False,False
EEG F4,1.5703505546596983e-06,1.8452816471080807e-05,-0.000562625,0.000776,0.001338625,0.0,-4.4999999999999996e-05,-1.8e-05,0.0,0.0,2.3375e-05,7.525e-05,0.0,0.0,0,0,0.0,4407.990234375,0.6274720939368589,1590.998046875,0.0,0.0,False,False,False
