channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.1334114692410254e-10,6.517596950306754e-11,0.5750424384421644,1.1437122850893261e-11,0.10090883285795568,2.8394360158299e-12,0.02505212001896621,4.544182345523834e-12,0.04009296243108241,2.000323597415998e-12,0.017648697332800854,0.2099995749295223,0.0526364258150408,0.006069806602773517,0.0014163892897969968
EEG F3,4.0093569627471456e-11,1.1316396006125917e-11,0.2822496502873645,3.286214016296306e-12,0.08196361777786546,1.9539169839065805e-12,0.04873392421930395,5.74434647099995e-12,0.143273510549782,2.7994433228000416e-12,0.06982275085034856,0.1986180887630873,0.17462433106080658,0.014517123832203641,0.004801601734113752
EEG C3,2.3582238978206512e-11,6.206085438703943e-12,0.2631677782775116,2.7079538090707872e-12,0.11483022505086724,3.1636324717495354e-12,0.13415318514383648,3.4700545662284358e-12,0.14714695112009005,4.57972594834567e-13,0.01942023381485539,0.19919207870251,0.056845687392126525,0.019036416082500215,0.0008455684705500577
EEG P3,4.068640602683426e-11,1.0654338827235854e-11,0.26186483073016836,4.63684848780208e-12,0.11396554625011358,8.510325960010085e-12,0.20916878119923385,7.195386215663032e-12,0.1768498847235953,9.064522335688012e-13,0.022278994929435667,0.1337585196390305,0.06461432477932404,0.028377957883954672,0.0005902879981963122
EEG O1,6.533686371300128e-11,2.0383890249038945e-11,0.311981461775962,8.000301565938523e-12,0.12244697880021682,1.1612921654347534e-11,0.17773919644136052,9.0897942673735e-12,0.13912198643787577,9.817029155361737e-13,0.015025253122776173,0.16648067830833885,0.03477169292700419,0.009372232687051387,0.0004519961219322775
EEG F7,8.139267505910137e-11,2.5903460939583345e-11,0.3182529744940089,6.7078969480804704e-12,0.08241401260260446,3.73680130965818e-12,0.04591078136877538,6.75584880350607e-12,0.08300315475072505,2.021764286753985e-12,0.024839634344072468,0.2940606485528244,0.08889789392545627,0.006625050079521792,0.002519252982523934
EEG T3,5.193645668230197e-11,1.6242921020658086e-11,0.31274603733591005,6.6679159159035475e-12,0.1283860382831185,5.0326397618496e-12,0.09689994434226658,6.688582197260409e-12,0.12878395301733458,1.1167352395263211e-12,0.021501952787373407,0.17269278452518852,0.09367741317758799,0.021304148439029315,0.001956457165211537
EEG T5,6.197213006142722e-11,1.777329571767382e-11,0.2867949786469628,8.609178530857925e-12,0.1389201649568031,1.0072730304139803e-11,0.16253645459911803,8.933507667239787e-12,0.14415363258265984,1.0847623092298271e-12,0.017504034606436843,0.15595736362862508,0.052377334134510546,0.008098157344397285,0.0009260519042707944
EEG Fc1,8.773954269844847e-12,2.1772436833062305e-12,0.248148510505598,7.912229063499684e-13,0.09017859929693478,5.788361910016894e-13,0.06597210028676445,1.1013707747227206e-12,0.12552729827963835,2.2738935716774405e-13,0.02591640555379428,0.2500609054483451,0.0909372944529899,0.03855385138002762,0.0013081197950671611
EEG Fc5,4.7317696947286526e-11,1.3795653645443988e-11,0.2915537850629713,4.683650165433897e-12,0.09898305428202978,3.0621562464834486e-12,0.064714820120996,5.043551792438439e-12,0.10658912241771026,1.245954754413785e-12,0.026331686341408787,0.23824069646561263,0.09431850706271691,0.015296323614608361,0.002321097534238918
EEG Cp1,5.156833105228916e-11,8.715729314433602e-12,0.16901321288827523,2.6412817585733535e-12,0.05121906613373141,4.241313197890336e-12,0.08224647009789278,3.615604957470971e-12,0.07011289455547488,4.932752483910451e-13,0.009565468540970908,0.11197813290988536,0.04963958801398309,0.03146593355398298,0.00036536153869952463
EEG Cp5,4.40298909079427e-11,1.2253799653412483e-11,0.2783063823399567,5.3740341938254456e-12,0.12205422459622778,6.7922380903502954e-12,0.15426424981500514,6.892019592693389e-12,0.1565304716993999,8.779223002107257e-13,0.01993923405457165,0.1710280844422596,0.057133869321392965,0.015044623822690256,0.0008525646334813729
EEG F9,8.333342327438243e-11,3.456325173366969e-11,0.414758573158182,9.541116441194619e-12,0.11449327372259359,4.8218920554167544e-12,0.05786264221428012,7.970350102673625e-12,0.09564409800411733,1.7241441886368286e-12,0.0206897079333935,0.22797292809829137,0.0670493409748418,0.0063441714260855965,0.0016340133792696375
EEG Fz,2.0511776273451903e-11,4.860165866147116e-12,0.23694514806294756,1.1056825254488184e-12,0.05390476722778453,4.882667836706038e-13,0.023804217497368108,7.289355837577355e-13,0.03553741879981337,1.4186845822629632e-13,0.006916439431426259,0.14556466420814632,0.4197047703603832,0.40380615390003866,0.0003972604458117003
EEG Cz,2.995318781562892e-11,8.662839042517973e-12,0.28921259052092924,7.500598366402984e-13,0.025041068792315102,6.884876576069952e-13,0.02298545523250642,8.183556453769787e-13,0.027321153608564446,1.1741474688103098e-13,0.003919941596993109,0.4767679415020464,0.026459603190755184,0.0192552732236946,0.00015005316468970508
