file,channel,time_sec,time_min,p2p_uv
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,54.0,0.9,214.74999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,54.5,0.9083333333333333,233.87499999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,56.5,0.9416666666666667,202.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,57.0,0.95,202.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,212.5,3.5416666666666665,205.24999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,224.0,3.7333333333333334,210.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,224.5,3.7416666666666667,210.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,982.0,16.366666666666667,218.75
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,982.5,16.375,218.75
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,989.5,16.491666666666667,210.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,990.0,16.5,210.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,990.5,16.508333333333333,204.12499999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1034.5,17.241666666666667,237.99999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1035.0,17.25,241.37499999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1074.5,17.908333333333335,258.75
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1075.0,17.916666666666668,247.375
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1871.0,31.183333333333334,241.62499999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1871.5,31.191666666666666,241.99999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1874.5,31.241666666666667,232.5
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1887.0,31.45,215.49999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1887.5,31.458333333333332,229.99999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1899.5,31.658333333333335,268.125
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1900.0,31.666666666666668,268.125
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1900.5,31.675,247.99999999999994
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1901.5,31.691666666666666,386.0
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1902.0,31.7,442.75
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1908.0,31.8,224.99999999999997
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1908.5,31.808333333333334,254.87499999999994
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1909.0,31.816666666666666,307.87499999999994
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1916.0,31.933333333333334,1018.5
data\raw\siena\PN06\PN06-4.edf,EEG Fp1,1916.5,31.941666666666666,1018.5
