channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,1.2911589451162893e-09,5.762899767985203e-10,0.4463354252226601,7.617542307098605e-11,0.05899771159787399,8.490476227584602e-12,0.006575856721358114,1.6225313287093563e-11,0.012566472430419647,7.036316940109456e-12,0.005449613284811906,0.3577225085815943,0.021390787935273537,0.0006317120595627539,0.0005997280215718356
EEG F3,1.5099635814570954e-09,2.7187088280113186e-10,0.18005128477256382,7.757886893995789e-12,0.0051377973543636915,1.9456245922671083e-12,0.0012885241843976168,8.674925810230005e-12,0.005745122542531001,2.1266090992402526e-12,0.0014083843646004377,0.5528724589821419,0.0058607215541634,0.0003927951332138227,0.0001507892519797076
EEG C3,5.270720893868868e-10,3.050921877276649e-11,0.05788433762117083,7.092798456706419e-12,0.01345697979370729,5.654509015855536e-12,0.010728151100607711,3.4353057979471494e-11,0.06517715255883207,3.2153009861293217e-11,0.061003059180566734,0.08354949696475396,0.37108508373648047,0.011495779044493885,0.0105735786666216
EEG P3,2.37856539011658e-10,5.7428166929197964e-11,0.24144035378562054,1.3614174386901727e-11,0.05723691450094823,7.660114972988772e-12,0.032204769332044005,2.2188576588489383e-11,0.09328554380168569,4.590493484476419e-12,0.019299421002049583,0.29822995902387417,0.074703087041141,0.004063506174142364,0.0017915337205014036
EEG O1,2.90703538839304e-10,9.581483216972707e-11,0.3295963735160854,2.4529371448577155e-11,0.0843793355475338,1.3678361459767904e-11,0.0470526142006447,3.211606115865252e-11,0.11047702166572433,7.985229170125547e-12,0.027468634203794976,0.22355418836212024,0.08939213981790263,0.0037451759219590216,0.002430762817792508
EEG F7,8.682763892048334e-10,1.7039261157643604e-10,0.1962423644071232,1.4228068206670399e-11,0.016386565825774035,5.808536918967196e-12,0.0066897326602265985,3.7211935939748254e-11,0.04285724730327736,2.404238065971693e-11,0.02768977823033391,0.2874811194297199,0.17996244644321852,0.005404755078208081,0.005345296516077725
EEG T5,3.7118234243906367e-10,9.34615385230769e-11,0.25179413952973884,3.287134763419141e-11,0.0885584896581869,1.9452476412381943e-11,0.05240679361135133,4.3296554149493505e-11,0.11664497256251197,1.0718002872155773e-11,0.02887530371656978,0.22789071317215356,0.10037758357286515,0.0036876117836810076,0.002537627132117616
EEG Fc1,1.4913776412750316e-10,1.8321700813295895e-11,0.12285084814354615,1.206285793210068e-12,0.008088399341824459,7.480283327811664e-13,0.005015686919790822,3.721277967089366e-12,0.024951949553889744,1.4860644536799213e-12,0.009964373962381735,0.4699897507696239,0.05611134693560752,0.004270854109517605,0.0014795466316919613
EEG Fc5,8.83212813830908e-10,6.213082281726785e-11,0.07034637840882012,9.253417178766914e-12,0.010476996069192548,6.197553187185109e-12,0.007017055334946304,5.395271302108534e-11,0.061086877563593225,5.273019156747034e-11,0.05970270215935249,0.08976406937535794,0.36295641962108766,0.009780493363924078,0.010309574991991234
EEG Cp1,2.539093303454451e-10,4.6925283497933975e-11,0.1848111821416403,6.386727080308739e-12,0.025153573803765143,3.5101545784660735e-12,0.013824441085683963,1.2743732902490047e-11,0.05019009299560644,2.6895234295962626e-12,0.010592456078463718,0.42517041583728277,0.04320028206693414,0.0029533821402924734,0.0010400582069870182
