channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,-1.068915157869613e-06,0.0001075908953991354,-0.0019061249999999998,0.004086375,0.0059924999999999996,-3.1249999999999997e-06,-0.000187375,-9.35e-05,-2.7e-05,1.9999999999999998e-05,9.2625e-05,0.00020387499999999998,4.7e-05,2.3500000000000002e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.008974998295144572,False,False,False
EEG F3,1.3649567765872197e-06,7.004784170099944e-05,-0.0019087499999999999,0.0016705,0.00357925,-5.5e-06,-0.00011562499999999999,-7.125e-05,-3.05e-05,2.1374999999999998e-05,0.00010662499999999999,0.000173,5.1875e-05,2.5875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.004291334219858156,False,False,False
EEG C3,-2.329569305569762e-06,3.7917816822009075e-05,-0.00196425,0.00211575,0.00408,-1.8749999999999998e-06,-7.575e-05,-4.125e-05,-1.475e-05,1.05e-05,3.475e-05,7.274999999999999e-05,2.5249999999999997e-05,1.2624999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003768156710310966,False,False,False
EEG P3,6.415092605615789e-07,3.453052314774994e-05,-0.0019076249999999998,0.000543875,0.0024514999999999997,2.3749999999999997e-06,-7.3125e-05,-3.8874999999999996e-05,-1.0375e-05,1.4125e-05,3.325e-05,5.8e-05,2.45e-05,1.2125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0025300054555373705,False,False,False
EEG O1,6.34990985576924e-07,4.0470571113002624e-05,-0.001781625,0.0022385,0.004020125,1e-06,-7.5625e-05,-4.0375e-05,-1.3124999999999999e-05,1.4874999999999999e-05,3.9999999999999996e-05,7.025e-05,2.7999999999999996e-05,1.4e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0020699075968357884,False,False,False
EEG F7,1.2672217569387612e-06,5.45990319618433e-05,-0.0024895,0.001184625,0.003674125,0.0,-0.00011949999999999999,-6.8875e-05,-2.2499999999999998e-05,2.2375e-05,8.0625e-05,0.000150625,4.487499999999999e-05,2.2375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002092923145117294,False,False,False
EEG T5,1.1941132673980482e-06,5.643531269192157e-05,-0.0019275,0.0017974999999999998,0.003725,2.75e-06,-9.0125e-05,-4.4875e-05,-1.2125e-05,1.6499999999999998e-05,4.175e-05,7.3625e-05,2.8624999999999998e-05,1.4375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0040763093289689035,False,False,False
EEG Fc1,-1.6440513065585795e-06,3.17373941387487e-05,-0.001883875,0.00047437499999999997,0.00235825,7.5e-07,-7.2375e-05,-3.85e-05,-9.125e-06,9.75e-06,2.3874999999999998e-05,4.075e-05,1.8874999999999998e-05,9.375e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.003553558033278778,False,False,False
EEG Fc5,-9.987305220267318e-07,3.965178923746563e-05,-0.0020475,0.000706625,0.0027541249999999996,2.5e-07,-9.274999999999999e-05,-4.7749999999999995e-05,-1.45e-05,1.45e-05,4.1875e-05,8.075e-05,2.9e-05,1.4499999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0031682607064920897,False,False,False
EEG Cp1,-2.5043967688727517e-06,4.1466863002345e-05,-0.001903375,0.002403625,0.004307,1.25e-07,-8.712499999999999e-05,-4.9124999999999995e-05,-1.2875e-05,1.1625e-05,2.9874999999999998e-05,5.375e-05,2.45e-05,1.2125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0033289433306055646,False,False,False
