sfreq,ch_a,ch_b,corr
512.0,EEG F9,EEG P9,0.9994115151705794
512.0,EEG F9,EEG P10,0.9994251992107582
512.0,EEG F9,61,0.9995968369679327
512.0,EEG F9,62,0.9993417124369549
512.0,EEG F9,63,0.9995529955489036
512.0,EEG F9,64,0.9983732865355952
512.0,EEG P9,EEG P10,0.9996075249755814
512.0,EEG P9,61,0.9995039589195582
512.0,EEG P9,62,0.9995858792174442
512.0,EEG P9,63,0.9995857422339163
512.0,EEG P9,64,0.9991180938199012
512.0,EEG P10,61,0.9995048309231064
512.0,EEG P10,62,0.9996172170933084
512.0,EEG P10,63,0.9996276345803446
512.0,EEG P10,64,0.9991424940749744
512.0,61,62,0.9994333678268332
512.0,61,63,0.9995917814566921
512.0,61,64,0.9985980630327039
512.0,62,63,0.999582227654767
512.0,62,64,0.999197720248695
512.0,63,64,0.9989345312818072
