channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,7.389119473825234e-10,2.5021580512253695e-10,0.3386273642060954,2.8877670731911708e-11,0.03908134228199477,7.29605473412526e-12,0.009874051651174892,1.0200682009172845e-11,0.013805003485607613,9.042547899243562e-12,0.012237652850620877,0.4133672798640127,0.05753900563527381,0.0019553733543009235,0.0025295541343464466
EEG F3,1.1784516037294687e-10,3.108889560365389e-11,0.26381139034701345,6.16315402325959e-12,0.05229874526671215,2.8275506781895462e-12,0.023993778524643197,4.612089905039771e-12,0.039136863070522374,3.739828849123602e-12,0.031735107638600456,0.17276603475880406,0.19088296251357592,0.0066623579999079965,0.006711798497808139
EEG C3,2.0625637663888455e-10,2.2960223508608715e-11,0.11131885415018064,5.19952527415744e-12,0.02520904012223978,2.8275748187615115e-12,0.013709029824139954,7.5125772433105e-12,0.03642349083084876,8.744174778354434e-12,0.04239468820721025,0.061757512150824576,0.31508600599098624,0.009212823511568569,0.009215379650796824
EEG P3,1.0765457472719809e-10,2.587643123798934e-11,0.2403653658338391,6.009335776621109e-12,0.05582053332939225,4.342005031670204e-12,0.04033274984061806,4.728284853912595e-12,0.04392089110838344,1.8207511331364427e-12,0.01691290070812424,0.2652659235661192,0.1140051458644802,0.0043316324223927494,0.0030568212580725142
EEG O1,2.3525835955393004e-10,7.557208808967293e-11,0.32123019234242756,1.9917533449065315e-11,0.08466238346144495,1.1218208737892652e-11,0.047684633860251915,1.0180227617535973e-11,0.04327254358501247,3.092463204074172e-12,0.013144966282761414,0.2573608252133592,0.08550997161893976,0.003955735487476831,0.0024255183358421785
EEG F7,3.793265089187209e-10,9.978033038130374e-11,0.26304602508727876,1.5699541525710895e-11,0.04138793666296301,6.052054627188866e-12,0.015954736842516987,9.796068082730234e-12,0.025824897159584644,8.93282020017355e-12,0.02354915881211878,0.21301096470297978,0.184556397730534,0.009384604629029479,0.007217520072912489
EEG T3,2.158195385194702e-10,7.371759199660723e-11,0.3415705199923629,1.9144038002671198e-11,0.08870391501158786,1.0842481223256982e-11,0.0502386452016198,8.16170037301947e-12,0.037817245041894855,4.477554170867514e-12,0.020746750741771097,0.16567290666062942,0.15815805727721596,0.020011268456229768,0.004588244416621175
EEG T5,2.607019215285946e-10,7.99233591367518e-11,0.3065698889679475,1.9369735164725047e-11,0.07429839815200792,1.1630469487747128e-11,0.044612135651142346,1.1014239235839344e-11,0.04224840066869729,5.209077416729776e-12,0.019980970551298483,0.27388232715788985,0.10750775333930049,0.00354701389358524,0.003317221523668696
EEG Fc1,5.608387976561187e-11,1.2533295989587805e-11,0.22347412557703722,2.9692215104248537e-12,0.052942512587109705,1.4757114682264135e-12,0.02631257813107384,2.4107163461286364e-12,0.04298412228618285,1.879481632316114e-12,0.033511975993296535,0.1213488529660252,0.2213006790292176,0.007363955224971125,0.006707568068686941
EEG Fc5,2.478973987687634e-10,4.7631568820417973e-11,0.19214226957197036,1.0313162478005887e-11,0.04160254415426891,5.136709080667084e-12,0.02072110924188665,8.720283309780833e-12,0.03517698593487477,7.231266791518179e-12,0.029170402059214194,0.11643194458358368,0.24866605297847003,0.0077423420090192135,0.0070184126890139404
EEG Cp1,3.81552067003002e-11,8.478194210409576e-12,0.22220281171593997,2.240776365469945e-12,0.05872793150016706,1.4697926863115364e-12,0.03852141852765726,2.222960184131032e-12,0.05826099178525856,1.3050393915638965e-12,0.03420344179536652,0.1131079641897773,0.24153577898449025,0.02440176179369145,0.0058112241620089395
EEG Cp5,1.3422208021416607e-10,4.0190493331177913e-11,0.2994328002296609,1.0912208237948293e-11,0.08129965070230372,6.734892025547278e-12,0.05017722877488576,6.021285428846656e-12,0.04486061771087912,2.8566251461015823e-12,0.021282825758202548,0.15935944721628945,0.15539003128137815,0.0056210914971196865,0.004459620418388731
EEG F9,1.624211065435355e-07,7.395513295381715e-10,0.0045532957216982235,1.0961926435675993e-10,0.0006749077548451345,5.703523509730571e-11,0.00035115654800700385,6.72178334946901e-11,0.00041384912912579484,1.0266114545170999e-11,6.320677628445575e-05,0.001564471740778812,0.9806850550817334,0.979234563018065,1.5364463175224947e-05
EEG Fz,4.8939279869845915e-11,1.714284713062857e-11,0.3502880952931877,2.8055129449199166e-12,0.0573264043194175,1.0722015763658104e-12,0.021908813926509178,1.3841333913706247e-12,0.02828266772726794,7.780106351773618e-13,0.015897467989853593,0.2844735523264429,0.09600054385518064,0.006931102273016257,0.0028400536686832853
EEG Cz,1.6346234432764318e-11,2.738373425397655e-12,0.1675231954283533,6.157993155726234e-13,0.03767224299306011,3.476585061324974e-13,0.021268415521782328,6.057242439383304e-13,0.03705588870817975,4.785154635944204e-13,0.029273742864918552,0.2075472777887642,0.21075341559654473,0.018179069768596994,0.005645511402556879
EEG Pz,3.981448353797657e-11,1.0930150867662028e-11,0.27452700365273947,2.275299540954537e-12,0.05714753373064025,1.51637432747114e-12,0.038085997675312414,2.0282740992974427e-12,0.050943122177204626,9.3859165306687e-13,0.023574126038118905,0.2307776833233095,0.15085024491680468,0.006173310964697295,0.004409918695418237
EEG F4,1.2196045523640413e-10,1.756402174613066e-11,0.1440140717094335,2.977573713148717e-12,0.02441425548451001,1.580252741565847e-12,0.012957091202248607,3.3147767392316536e-12,0.02717911090776432,4.289886239588081e-12,0.0351744033036996,0.16770398151650015,0.26814096974420787,0.00818930248391296,0.007211355154453277
EEG C4,7.848054950852556e-11,5.275981597405367e-12,0.067226613860957,1.1417222576132197e-12,0.014547837199957312,6.614052310264484e-13,0.008427632517463427,2.05879440633956e-12,0.026233180313243187,3.358410071037982e-12,0.04279289699256181,0.06953033965412386,0.3591143942136843,0.010330031581102343,0.011405510440691002
EEG P4,3.920917136530236e-11,1.1281641282610422e-11,0.28772965328703587,3.419142721955349e-12,0.08720262639829912,2.1435593786039163e-12,0.05466984646609571,2.7378828381992787e-12,0.06982761284830753,8.341964885283004e-13,0.02127554496768865,0.2077023182923812,0.1081705870902266,0.006824768910901331,0.0022082106284801064
EEG O2,1.6854090143711164e-10,5.279945086548934e-11,0.3132738131532459,1.9261653607484516e-11,0.11428474301041813,1.0933041774605062e-11,0.06486877476850658,9.335977647396371e-12,0.05539294953207512,2.6934999128272135e-12,0.015981283414650837,0.2079060470347672,0.10686864503840601,0.01769722643263654,0.002757493280980798
EEG F8,5.35348477851721e-10,9.92322640707732e-11,0.1853601311597606,1.2216713278591065e-11,0.022820113970651482,6.0808424864702696e-12,0.011358662138859242,1.118248861092247e-11,0.020888242095683622,1.5172363110395523e-11,0.028341096945451505,0.14389655920505962,0.26003575060386985,0.006354650868478188,0.005999086117256835
EEG T4,3.624496293703669e-10,4.851322342584623e-11,0.1338481805323445,1.2344251962131993e-11,0.034057841315980754,7.32081236565767e-12,0.02019815105998341,1.026053435703917e-11,0.028308855977762656,1.4530467329206394e-11,0.040089618395935854,0.09030540919411759,0.3429418974332088,0.009329597410882537,0.009519166968497802
EEG T6,6.172596394214575e-10,2.059642879179591e-10,0.33367528794042717,1.7729069837084555e-11,0.028722224336102036,8.39657563700578e-12,0.013602988273906401,7.98228142551678e-12,0.01293180521732861,3.1207964069497253e-12,0.005055889301096654,0.48500497692390593,0.03029943053701849,0.001060322039089028,0.0008928412479591994
EEG Fc2,1.3195309951540313e-11,4.362176968508558e-12,0.33058541137181496,7.392956287519788e-13,0.05602715142478934,3.8351934787675656e-13,0.029064822977651058,6.07253863328637e-13,0.046020431923067574,3.2436888568380195e-13,0.024582134627761265,0.2679205289806785,0.12174611190470362,0.012140618931771778,0.0029310328458600023
EEG Fc6,2.9151841815760453e-10,3.719765621779262e-11,0.12759967775923622,5.936049534203455e-12,0.020362519705338925,3.4560980454712426e-12,0.011855504936236178,6.205280231697429e-12,0.021286065803028092,9.654964128216741e-12,0.033119568187959046,0.1490625970339349,0.2357065671198275,0.006635769809496884,0.004547160083983224
EEG Cp2,2.3146636287780053e-11,4.641467187180608e-12,0.20052447921476202,9.058270442018204e-13,0.03913428426228995,5.759921681786795e-13,0.02488448693008438,8.87178339427404e-13,0.038328607595384284,3.7650861755505293e-13,0.016266234664681082,0.13607932722090504,0.5003328247264737,0.44646296654154594,0.0014943948489275114
EEG Cp6,1.6823375684059373e-10,1.922947641840023e-11,0.11430212805995117,5.9742770047017586e-12,0.03551176123566304,3.421587398060884e-12,0.020338292755971297,5.140971585516955e-12,0.030558501944340292,5.606617918099035e-12,0.03332635508705583,0.06880739985131179,0.3008963257568103,0.015692601563742935,0.0057251300663587025
EEG F10,4.047909381725602e-10,9.8077075672044e-11,0.24229068989245572,1.9392560668368118e-11,0.04790759584667672,9.491406352838023e-12,0.02344767497930472,9.668449516971432e-12,0.023885044365419623,9.573821755126587e-12,0.02365127489846455,0.16985387959484768,0.22503691720615465,0.006355904879137402,0.00696901085549979
EKG EKG,7.363472326245018e-08,1.1410215329211041e-08,0.15495699343559086,1.7455622122207743e-08,0.23705693929197108,1.530613574031755e-08,0.2078657332052862,2.308824785009012e-08,0.313551091484361,1.3830177320685474e-09,0.01878214069114066,0.01111332545389576,0.030554650345953057,0.0005722106058427336,0.000569728553389234
SPO2,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
HR,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,
1,1.0101338416146403e-09,3.2285241454394346e-10,0.31961350193740923,4.3993748346072115e-11,0.043552395270463035,3.692536808755682e-11,0.03655492625465727,8.1095634747782e-11,0.08028206897628075,2.9445320304137114e-11,0.02914991963547175,0.3228721378588461,0.1149489166634884,0.0036290691406407343,0.00362823016859197
2,4.673148280214038e-08,6.905959789546569e-09,0.14777959900793614,1.2475549482606886e-08,0.2669624145124598,1.0299400416007902e-08,0.22039532662841532,1.3945449277869517e-08,0.2984165800369337,6.820261156947007e-10,0.014594574680678929,0.0037389393145773374,0.01769869594149224,0.0008509944810928799,7.145513423689443e-05
EEG FP2,6.42490314529075e-10,2.733816325640223e-10,0.4255031186958863,3.280403711159297e-11,0.051057636776419404,7.31232930201441e-12,0.011381228847588333,7.979188445081212e-12,0.012419157557152755,6.17413508826295e-12,0.009609693638398883,0.3762799094744612,0.04783348417497645,0.0014607421020919708,0.0013484015754617288
EEG P9,1.635369770531536e-07,7.48268491392249e-10,0.0045755308975109835,1.1029675442321355e-10,0.0006744453542599381,5.75226335946939e-11,0.0003517408394799765,6.754781230233072e-11,0.00041304305313394655,1.0242672344226785e-11,6.263214918603797e-05,0.001592315368007825,0.9801542900139564,0.9786899029561995,1.556988186796172e-05
EEG P10,1.6472939117154522e-07,7.468342243523833e-10,0.004533703542767594,1.1025467496807638e-10,0.0006693078520108158,5.788098177273792e-11,0.00035137009468129497,6.75410875106802e-11,0.00041001236652628997,1.0229906305067886e-11,6.210128157648994e-05,0.001585825115801219,0.9802984340663979,0.9788398163457336,1.5543542590581518e-05
B,7.472973532723604e-11,7.76987746700694e-12,0.1039730360743714,5.424824396731447e-12,0.07259258142661068,4.646524995807799e-12,0.062177725847161185,9.042341488689954e-12,0.12100058228621047,4.113034125439641e-12,0.05503878887606072,0.04114353697295684,0.3543423592626269,0.15353796866982503,0.006084427049285884
