channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,2.8749226661664227e-09,1.6784122202000817e-09,0.5838112586305382,6.747249707141174e-11,0.023469325928472094,8.84206399183552e-12,0.003075583248166465,5.005620592487235e-12,0.0017411322577111266,2.0065419864833078e-12,0.0006979464213411137,0.3747214158416075,0.002650785829256429,0.00010387321040384078,7.747885501950162e-05
EEG F3,2.728689549958609e-10,1.405707732344916e-10,0.5151585428126988,6.658077817747476e-12,0.024400276014720952,2.337879859930142e-12,0.008567775179721729,3.400606617891162e-12,0.012462416686217547,2.0700335408526743e-12,0.007586181949075424,0.3650130321667887,0.03591806466524049,0.001092117017706043,0.0011165496315284733
EEG C3,1.2206567833064728e-11,3.903328446480893e-12,0.31977280590762724,6.687702070515172e-13,0.05478773527477361,7.246334483618281e-13,0.05936422574074967,6.903591473506433e-13,0.0565563684069016,2.418492628460549e-13,0.019813043777214916,0.3485002031908727,0.060813860240912565,0.0028340788884641294,0.0020595263906985966
EEG P3,9.82811743784979e-11,2.995676503851829e-11,0.3048067468460397,3.1093727094772515e-12,0.03163752091018486,2.79576804962076e-12,0.028446628434187923,2.3462306936669277e-12,0.023872635919379485,6.587506094621477e-13,0.006702714061242131,0.41497642780184635,0.018704023762052473,0.0008787421832703781,0.0005046897967884363
EEG O1,3.0244574677242884e-10,9.968417131000943e-11,0.3295935630565022,7.997785173215563e-12,0.026443701915350084,5.1650479105641434e-12,0.017077601406808716,5.3829832253580755e-12,0.017798177963495806,1.3687397935698317e-12,0.004525571307173055,0.47393508407335627,0.013625091468042758,0.0005617805997353493,0.0003868183600143795
EEG F7,1.0669369497678988e-09,4.659973917848499e-10,0.43676188352669093,1.6873666160279503e-11,0.01581505464212313,4.442364435583183e-12,0.004163661626443413,5.656951856612566e-12,0.005302048877249193,3.3801637550286375e-12,0.0031681007539985915,0.44675956793634813,0.01292841110275156,0.00042797801858129533,0.0003722415932928128
EEG T3,1.3521981713313065e-10,3.956866141686413e-11,0.292624722143403,4.134530788342386e-12,0.03057636725149343,3.2955905808490955e-12,0.024372097601673446,5.727401113560909e-12,0.04235622584759153,4.021586458681911e-12,0.029741102627897052,0.36165435022093595,0.11889625606856732,0.005206661758166068,0.003684022951638613
EEG T5,1.638994897213241e-10,6.140730382334125e-11,0.3746643990640312,8.816214035462555e-12,0.0537903690270948,5.252901614694388e-12,0.03204953001150778,5.5382865620682855e-12,0.033790749266425134,1.707564230571558e-12,0.010418362091760655,0.3815163776050881,0.03372416762690316,0.001483500157988947,0.0009392849678675094
EEG Fc1,1.2261001300894818e-09,8.676117747765143e-11,0.07076190218764558,5.780675542017258e-12,0.004714684714694043,4.028719609801695e-12,0.003285799838800829,6.613466443773502e-12,0.005393904038890238,3.587628547522993e-12,0.002926048582395277,0.07135923353730654,0.6967400329911589,0.6856735441530456,0.00029906459136920576
EEG Fc5,1.0720962061058458e-09,8.236731004773124e-11,0.07682828236741217,5.757434768802572e-12,0.00537025943755103,3.99325373712332e-12,0.0037247158551450693,6.522409404865086e-12,0.006083791144599147,3.3833662982509353e-12,0.003155842058746081,0.07912718409225578,0.6726752747774433,0.660381877925211,0.0003460823610583473
