channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,1.9903578348585824e-06,7.086344023244284e-05,-0.000945125,0.002113375,0.0030584999999999996,0.0,-0.00016375,-7.374999999999999e-05,-1.7749999999999998e-05,1.675e-05,8.35e-05,0.00020774999999999998,3.45e-05,1.725e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.016775229542525773,False,False,False
EEG F3,3.6911284456547974e-06,2.5186545749791695e-05,-0.000885375,0.00206925,0.002954625,3.375e-06,-6.5375e-05,-3.0625e-05,-7.25e-06,1.3875e-05,3.875e-05,8.2625e-05,2.1125e-05,1.0625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.004241419002362543,False,False,False
EEG C3,1.148470613145337e-06,2.8839384699603895e-05,-0.000866625,0.002092125,0.0029587499999999996,8.75e-07,-7.925e-05,-3.225e-05,-9.125e-06,1.0749999999999999e-05,3.4e-05,9.337499999999999e-05,1.9875e-05,9.999999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.010364860193835911,False,False,False
EEG P3,-6.4111079579776025e-06,0.0005707477882363116,-0.004096,0.004095875,0.008191875,-7.5e-07,-0.0022468749999999997,-0.000525375,-1.4625e-05,1.2375e-05,0.00052525,0.002051625,2.7e-05,1.35e-05,0,0,0.0,44.74609375,0.004805208670014303,3.091796875,0.0,0.1752514396746134,False,False,False
EEG O1,8.248025166619683e-07,4.513280090388046e-05,-0.00109275,0.00200975,0.0031025,2.125e-06,-0.000136375,-6.212499999999999e-05,-1.6374999999999998e-05,2.1249999999999998e-05,5.9999999999999995e-05,0.00010274999999999999,3.762499999999999e-05,1.8874999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0038284354193513746,False,False,False
EEG F7,5.439526692288843e-06,4.20255806191955e-05,-0.000981375,0.00189475,0.002876125,4.9999999999999996e-06,-0.000119625,-5.1374999999999995e-05,-1.0875e-05,2.1249999999999998e-05,6.374999999999999e-05,0.000129625,3.2124999999999995e-05,1.6e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006211533169566151,False,False,False
EEG T3,2.8286417538357742e-06,3.410246314893885e-05,-0.00107375,0.0017962499999999999,0.00287,3.5e-06,-0.000107375,-4.3874999999999996e-05,-1.0124999999999999e-05,1.7375e-05,4.9124999999999995e-05,9.212499999999999e-05,2.7499999999999998e-05,1.3749999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.00541723716709622,False,False,False
EEG T5,2.9097877581094967e-06,2.9138570621052896e-05,-0.000830375,0.0022333749999999997,0.0030637499999999996,3.7499999999999997e-06,-8.475e-05,-4.1374999999999996e-05,-1.0749999999999999e-05,1.825e-05,4.4999999999999996e-05,7.3625e-05,2.9e-05,1.45e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0014474350971864262,False,False,False
EEG Fc1,6.202451306110402e-06,2.002868628964237e-05,-0.00090725,0.002168875,0.003076125,6e-06,-4.5625e-05,-1.7e-05,-1.8749999999999998e-06,1.4e-05,3.15e-05,6.1e-05,1.5875e-05,8e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.004509050821520619,False,False,False
EEG Fc5,1.340693811370745e-06,3.318591716308317e-05,-0.000945125,0.001971625,0.00291675,1.375e-06,-9.7625e-05,-4.0875e-05,-1.0875e-05,1.3749999999999999e-05,4.2999999999999995e-05,9.5375e-05,2.4625e-05,1.2375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.007438528578715636,False,False,False
EEG Cp1,9.83088857119846e-07,1.5738516186556166e-05,-0.0008636249999999999,0.00199225,0.002855875,1e-06,-4.2375e-05,-1.8999999999999998e-05,-5.75e-06,7.75e-06,2.075e-05,4.475e-05,1.35e-05,6.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.004232190318943299,False,False,False
EEG Cp5,2.1974406029350588e-06,2.7245921393122618e-05,-0.000826375,0.00209975,0.002926125,2.125e-06,-7.374999999999999e-05,-3.3625e-05,-9.499999999999999e-06,1.3749999999999999e-05,3.7625e-05,7.9625e-05,2.3249999999999996e-05,1.1624999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.004619375536941581,False,False,False
EEG F9,1.2715947521511217e-06,3.8551640780718583e-05,-0.0008898749999999999,0.00209275,0.002982625,1.75e-06,-0.00011549999999999999,-5.3125e-05,-1.4125e-05,1.7749999999999998e-05,5.4625e-05,0.0001015,3.1874999999999996e-05,1.6e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003581358395081615,False,False,False
EEG Fz,4.975074925373509e-06,1.865691308347584e-05,-0.000877,0.00227475,0.00315175,4.875e-06,-4.5499999999999995e-05,-2.1e-05,-3.625e-06,1.3375e-05,3.125e-05,5.8624999999999995e-05,1.7e-05,8.5e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0023566701567869414,False,False,False
EEG Cz,6.7812651539176584e-06,0.0007777245565904104,-0.004096,0.004095875,0.008191875,9.625e-06,-0.0019914999999999998,-0.000898625,-0.00061975,0.000632875,0.000908875,0.002007125,0.0012526249999999998,0.000626375,0,0,0.0,5.72265625,0.000614546547496373,2.533203125,0.0,0.0,False,False,False
EEG Pz,1.5274858769682266e-06,1.7781483230363704e-05,-0.0008475,0.00224,0.0030875,1.2499999999999999e-06,-4.2999999999999995e-05,-2.175e-05,-7.1249999999999995e-06,9.499999999999999e-06,2.6374999999999997e-05,5.2249999999999996e-05,1.6624999999999998e-05,8.375e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0025160746885738833,False,False,False
EEG F4,2.649214334913955e-06,2.4061514513370367e-05,-0.0008435,0.0021592499999999997,0.0030027499999999998,2.25e-06,-6.175e-05,-2.7374999999999998e-05,-7e-06,1.15e-05,3.2749999999999996e-05,8.049999999999999e-05,1.85e-05,9.25e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.007063508443406357,False,False,False
EEG C4,1.3409792188926244e-06,2.0182701524160093e-05,-0.000865125,0.00214075,0.003005875,1.125e-06,-5.2875e-05,-2.2125e-05,-6.625e-06,8.874999999999999e-06,2.4999999999999998e-05,6.212499999999999e-05,1.5499999999999997e-05,7.749999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.007488237623496563,False,False,False
EEG P4,2.719699846510213e-06,1.9650686016716486e-05,-0.0009119999999999999,0.002108,0.00302,2.3749999999999997e-06,-4.4875e-05,-2.2624999999999998e-05,-6.375e-06,1.1125e-05,2.7499999999999998e-05,5.925e-05,1.75e-05,8.75e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0032914938385953606,False,False,False
EEG O2,4.715433599203312e-06,3.4554216028767264e-05,-0.001093,0.0017877499999999998,0.0028807499999999996,4.749999999999999e-06,-8.8125e-05,-3.8874999999999996e-05,-9.125e-06,1.85e-05,4.6875e-05,9.2875e-05,2.7625e-05,1.3749999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0049232928613616835,False,False,False
EEG F8,6.130475021309869e-06,4.5702063289713616e-05,-0.001166875,0.002237125,0.003404,6.75e-06,-0.00013199999999999998,-5.4124999999999994e-05,-8.75e-06,2.1875e-05,6.4625e-05,0.00013712499999999999,3.0625e-05,1.525e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.01005444084246134,False,False,False
EEG T4,5.0078626547482395e-06,3.8911805103423966e-05,-0.001253875,0.002218,0.003471875,6.2499999999999995e-06,-0.00011825,-4.1125e-05,-6.75e-06,1.8999999999999998e-05,4.8874999999999995e-05,0.00010174999999999999,2.5749999999999996e-05,1.2875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.010497207903780068,False,False,False
EEG T6,4.245569130809038e-06,4.6836112697623704e-05,-0.000957,0.00215675,0.0031137499999999998,3.5e-06,-0.00010324999999999999,-4.6875e-05,-1.175e-05,1.7875e-05,5.2375e-05,0.000132875,2.9625000000000002e-05,1.4874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0064762285894544675,False,False,False
