channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,3.103723527295249e-10,1.0523542478313085e-10,0.33906185218384655,2.0776053426957763e-11,0.06693912406902791,9.26210864173998e-12,0.029841925546156736,6.76916164373532e-12,0.021809808715901734,1.124478402156607e-12,0.003622997964437051,0.37124056591561533,0.10960163634695705,0.09522273326864611,0.00023221032997095285
EEG F3,1.2289550937873353e-10,3.650074063574166e-11,0.2970063008832602,1.1797356609595495e-11,0.09599501779384764,6.438095537196863e-12,0.05238674358195015,5.038966319982242e-12,0.04100203779174222,9.033514091023103e-13,0.007350564830797885,0.2042557867326093,0.23315896972666736,0.2031386819149725,0.00047755505102901885
EEG C3,1.1052042814045922e-10,2.670095548477325e-11,0.24159294289775365,1.1185348729369901e-11,0.1012061653901174,6.566865492882283e-12,0.05941766244821749,4.951489620240648e-12,0.04480157834665509,1.2776745839720611e-12,0.01156052872278307,0.13750835608127807,0.28743971738908974,0.22456018609723008,0.0011177947502882882
EEG P3,1.5391845689269092e-10,5.234795445228778e-11,0.3401018663329233,2.2531363683142124e-11,0.14638506737921997,1.4416144287471653e-11,0.09366092006446192,6.643905942934231e-12,0.04316510233445387,1.0566499969681988e-12,0.006864998638239178,0.18102652136870212,0.13847677394464084,0.11529714941927027,0.0004418948944885764
EEG O1,5.488938864401561e-10,1.79763557515893e-10,0.327501475160795,5.899180443739937e-11,0.10747396882116857,3.5104884438977573e-11,0.06395568488956915,1.2831296715071599e-11,0.023376643522646613,1.8166429690779843e-12,0.0033096432916383854,0.2743187030831481,0.051395900724427256,0.0402260113328341,0.00016810094294707474
EEG F7,2.439316018238947e-10,9.48501492554577e-11,0.3888391194345304,3.091406613068807e-11,0.1267325180482615,1.2408124017721059e-11,0.050867226406683654,8.152773190941945e-12,0.03342237385391255,1.5345950254735277e-12,0.006291087394987968,0.22091160184003944,0.10950858283344125,0.0725002306246666,0.0015166440660625312
EEG T3,2.8671575563095215e-10,1.1983221691885585e-10,0.4179477917254697,4.653735241168525e-11,0.1623118070692497,1.944957558003346e-11,0.06783574044346588,1.040696379293004e-11,0.03629714652418831,2.5225974687954353e-12,0.008798251994363404,0.16962619462840284,0.09684200510840779,0.05584318180622012,0.0009719605539588206
EEG T5,3.2159123539970426e-10,1.2525603894516985e-10,0.389488347807395,5.830799219658797e-11,0.18131088717053262,2.7785476420660986e-11,0.08639998035433567,1.2536088945275809e-11,0.03898143843906306,2.3389487709304705e-12,0.007273048869081901,0.14437106488778767,0.11894796161844529,0.09506696689400566,0.0004166122626032492
EEG Fc1,1.580752363641124e-10,5.573448375504081e-11,0.35258200485407676,9.989508698136226e-12,0.0631946465993337,7.236322872191962e-12,0.045777713439717586,4.215457896776209e-12,0.026667414793967305,8.645843038324591e-13,0.005469448116724401,0.26357435345606806,0.205237884852923,0.18823746755509374,0.00026431061681988095
EEG Fc5,1.7838943633890202e-10,5.784502721371536e-11,0.32426262676127354,2.224641816847677e-11,0.12470703773183803,1.0652212787120636e-11,0.05971324875360722,6.8264464032634636e-12,0.03826710002208127,1.7884874110960824e-12,0.010025747307695598,0.17299213157030685,0.17365013189540654,0.12447121728745801,0.0009852339501900135
EEG Cp1,6.187161828820714e-11,1.5217943515881682e-11,0.2459600045532065,5.890676262936104e-12,0.09520805218794284,4.278095943188138e-12,0.06914472356711499,3.168617598574348e-12,0.05121278037070986,6.774284655909364e-13,0.010948937240260541,0.12221786784718722,0.35769635399180977,0.3197491403378082,0.0006881561147174103
EEG Cp5,1.9904011578797984e-10,6.693617354989594e-11,0.3362948885198461,3.215055416378705e-11,0.1615280117603742,1.7155413037891784e-11,0.08619073079803649,8.085325715626672e-12,0.040621588686369475,1.562529844972932e-12,0.00785032624597827,0.1320747949295049,0.1631003383831796,0.1274072752294252,0.0012281563564233587
EEG F9,3.6576324421937075e-10,1.708407439225895e-10,0.4670801307200944,5.815406954578211e-11,0.15899374927597573,1.9947645001515605e-11,0.05453704087760052,1.1300876935662475e-11,0.030896699201641602,2.0094629759947327e-12,0.005493889852938678,0.1729957041896056,0.0944966334685109,0.06561181796125155,0.00042861357754780103
