sfreq,ch_a,ch_b,corr
512.0,EEG Fp1,EEG FP2,0.9398691279377196
512.0,EEG Cz,EEG P9,0.999741938839731
512.0,EEG Cz,EEG P10,0.9997537298314688
512.0,EEG Cz,61,0.9998114053473656
512.0,EEG Cz,62,0.9996447155693492
512.0,EEG Cz,63,0.999819042486304
512.0,EEG Cz,64,0.9988877831297356
512.0,EEG P9,EEG P10,0.9998557858164293
512.0,EEG P9,61,0.9997366942000685
512.0,EEG P9,62,0.9998143436049161
512.0,EEG P9,63,0.9998302719377945
512.0,EEG P9,64,0.9993467003982885
512.0,EEG P10,61,0.9997358478031945
512.0,EEG P10,62,0.9998462426693399
512.0,EEG P10,63,0.9998413263310055
512.0,EEG P10,64,0.9994026909674285
512.0,61,62,0.9996354961442542
512.0,61,63,0.999806036685023
512.0,61,64,0.9988217085165718
512.0,62,63,0.9997724891912689
512.0,62,64,0.9995348971140133
512.0,63,64,0.9991511716035839
