channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,6.128488396781626e-06,3.078095456943599e-05,-0.000531875,0.0004928749999999999,0.00102475,7e-06,-7.9125e-05,-4.4625e-05,-8.75e-06,2.1125e-05,5.3874999999999995e-05,8.9125e-05,2.9874999999999998e-05,1.4874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0007368403072998907,False,False,False
EEG F3,8.622189046747833e-06,2.3755788512843116e-05,-0.000327625,0.00049075,0.000818375,9e-06,-6.1875e-05,-2.8499999999999998e-05,-2.625e-06,2.0375e-05,4.5499999999999995e-05,7.1375e-05,2.3e-05,1.15e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.00095841430827159,False,False,False
EEG C3,3.884115344450309e-06,2.6356340585947343e-05,-0.00027575,0.00023774999999999998,0.0005135,4.375e-06,-8.3375e-05,-3.625e-05,-7.375e-06,1.6499999999999998e-05,4.3874999999999996e-05,7.25e-05,2.3874999999999998e-05,1.1874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.001988946920927973,False,False,False
EEG P3,8.689295277247426e-06,2.8027697484942576e-05,-0.000289375,0.000270875,0.00056025,8.874999999999999e-06,-8.475e-05,-3.3125e-05,-2.75e-06,2.1249999999999998e-05,5.1875e-05,8.475e-05,2.3999999999999997e-05,1.2e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0026123906838333537,False,False,False
EEG O1,7.84761841161332e-06,3.415611960106466e-05,-0.00042487499999999996,0.00063975,0.001064625,7.499999999999999e-06,-9.975e-05,-4.425e-05,-6.375e-06,2.2499999999999998e-05,6.212499999999999e-05,0.00010625,2.8874999999999997e-05,1.45e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0019709173448317747,False,False,False
EEG F7,9.76341519077189e-06,2.7099775792655288e-05,-0.000606875,0.00040025,0.001007125,1.025e-05,-7.887499999999999e-05,-2.9874999999999998e-05,-7.5e-07,2.1374999999999998e-05,4.8624999999999996e-05,8.5375e-05,2.2125e-05,1.1124999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0040274751761204906,False,False,False
EEG T3,1.4946904262476464e-05,2.801343495749289e-05,-0.0002925,0.000303375,0.000595875,1.475e-05,-7.8e-05,-2.6e-05,3e-06,2.8e-05,5.85e-05,8.9625e-05,2.4999999999999998e-05,1.2375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002258204406048828,False,False,False
EEG T5,9.985676272793177e-06,3.3921124030474885e-05,-0.000411125,0.000387,0.000798125,1.0124999999999999e-05,-9.837499999999999e-05,-4.2749999999999996e-05,-3.7499999999999997e-06,2.4874999999999998e-05,6.3125e-05,0.00010549999999999999,2.8624999999999998e-05,1.425e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0022724382819142475,False,False,False
EEG Fc1,8.006974243327164e-06,2.1774610914821916e-05,-0.00025725,0.000262625,0.0005198749999999999,8.5e-06,-6.625e-05,-2.45e-05,-1e-06,1.825e-05,4.075e-05,6.374999999999999e-05,1.925e-05,9.625e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0025231917284100572,False,False,False
EEG Fc5,9.052826213153241e-06,2.531530427079756e-05,-0.00027575,0.000388625,0.000664375,9.375e-06,-7.6875e-05,-2.8499999999999998e-05,-1.125e-06,2.05e-05,4.7125e-05,7.5875e-05,2.1625e-05,1.0749999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0031554130480991134,False,False,False
EEG Cp1,6.792719568210639e-06,2.5632237779511627e-05,-0.00026025,0.000240125,0.000500375,6.874999999999999e-06,-7.975e-05,-3.0625e-05,-4e-06,1.8625e-05,4.5875e-05,7.475e-05,2.2624999999999998e-05,1.125e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002609306677395846,False,False,False
EEG Cp5,8.453827115580963e-06,2.839782254785918e-05,-0.000298875,0.000289875,0.00058875,8.75e-06,-8.625e-05,-3.425e-05,-2.875e-06,2.0875e-05,5.2125e-05,8.599999999999999e-05,2.3749999999999998e-05,1.1874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0029917234756467875,False,False,False
EEG F9,3.4675830297563875e-06,3.714666404610771e-05,-0.00040974999999999996,0.000602125,0.001011875,3e-06,-0.00011837499999999999,-4.9124999999999995e-05,-9.375e-06,1.675e-05,5.85e-05,0.00011662499999999999,2.6124999999999998e-05,1.3e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.008235720575731811,False,False,False
EEG Fz,1.0425195318430792e-05,1.7210580404345837e-05,-0.00021825,0.000287125,0.000505375,1.0624999999999999e-05,-4.375e-05,-1.6499999999999998e-05,2.4999999999999998e-06,1.9125e-05,3.7375e-05,5.375e-05,1.6625e-05,8.249999999999999e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0010208061308150127,False,False,False
EEG Cz,8.1836360957807e-06,2.3481426639899683e-05,-0.000252,0.00024349999999999998,0.0004955,8.625e-06,-7.225e-05,-2.6875e-05,-1.8749999999999998e-06,1.975e-05,4.35e-05,6.712499999999999e-05,2.1624999999999997e-05,1.0875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.001962377019312523,False,False,False
EEG Pz,8.551161057254335e-06,2.4646551655112884e-05,-0.0002695,0.000243125,0.000512625,7.375e-06,-7.1375e-05,-2.6625e-05,-1.375e-06,1.95e-05,4.7e-05,7.7625e-05,2.0875e-05,1.0375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003069535330377748,False,False,False
EEG F4,7.625558323780821e-06,2.2847491548155776e-05,-0.00037549999999999997,0.000534375,0.000909875,7.625e-06,-6.262499999999999e-05,-2.7499999999999998e-05,-2.25e-06,1.8375e-05,4.2499999999999996e-05,6.6875e-05,2.0625e-05,1.0250000000000002e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0019035436657354548,False,False,False
EEG C4,8.997019070546891e-06,2.5583636466574752e-05,-0.0003335,0.000409875,0.0007433749999999999,9e-06,-7.5125e-05,-2.95e-05,-2e-06,2.1125e-05,4.85e-05,7.5875e-05,2.3125e-05,1.15e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0018921565650431192,False,False,False
EEG P4,5.662180158878518e-06,2.6474517861511534e-05,-0.000273625,0.00022737499999999998,0.0005009999999999999,5.75e-06,-8.2875e-05,-3.35e-05,-5.25e-06,1.7624999999999998e-05,4.625e-05,7.712499999999999e-05,2.2874999999999997e-05,1.1374999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0027326669348961496,False,False,False
EEG O2,6.454852162220644e-06,3.327983337366179e-05,-0.000399875,0.000668,0.001067875,6.874999999999999e-06,-0.00010112499999999999,-4.6124999999999996e-05,-6.75e-06,2.0875e-05,5.8124999999999997e-05,9.999999999999999e-05,2.7625e-05,1.3874999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002211944309486214,False,False,False
EEG F8,6.046980538258766e-06,2.914136157969487e-05,-0.000779,0.00048574999999999996,0.0012647499999999998,6.2499999999999995e-06,-8.324999999999999e-05,-3.7875e-05,-5.25e-06,1.8375e-05,4.925e-05,8.8e-05,2.3624999999999998e-05,1.1874999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.003235359984209887,False,False,False
EEG T4,1.6096767047913125e-05,3.0646268532596046e-05,-0.0008655,0.00034362499999999996,0.001209125,1.6374999999999998e-05,-8.0625e-05,-3.125e-05,3e-06,3.0749999999999995e-05,6.2875e-05,9.724999999999999e-05,2.7749999999999997e-05,1.3875000000000002e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0015768762146240738,False,False,False
EEG T6,1.358502896356507e-05,3.066382735804175e-05,-0.000315375,0.000383125,0.0006985,1.35e-05,-8.5125e-05,-3.2875e-05,6.249999999999999e-07,2.7249999999999998e-05,6.1875e-05,9.9e-05,2.6624999999999997e-05,1.325e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0020062648032309,False,False,False
EEG Fc2,8.110627136267535e-06,2.1577296303696524e-05,-0.00025275,0.000267875,0.000520625,8.249999999999999e-06,-6.475e-05,-2.425e-05,-1e-06,1.8375e-05,4.125e-05,6.3e-05,1.9375e-05,9.625000000000002e-06,0,0,0.0,0.0,0.0,0.0,0.0,0.002195100889712134,False,False,False
EEG Fc6,9.720976771263509e-06,2.9086692165764706e-05,-0.000595125,0.00052025,0.001115375,9.875e-06,-8.212499999999999e-05,-3.425e-05,-2.25e-06,2.2875e-05,5.4124999999999994e-05,8.662499999999999e-05,2.5125e-05,1.2499999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0025037387647273168,False,False,False
EEG Cp2,5.886112535157673e-06,2.5093111227518385e-05,-0.00026437499999999996,0.000235875,0.0005002499999999999,6.2499999999999995e-06,-7.95e-05,-3.1624999999999996e-05,-4.375e-06,1.75e-05,4.4124999999999995e-05,7.125e-05,2.1874999999999996e-05,1.0875e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.002731718009838455,False,False,False
EEG Cp6,3.0103243491085787e-05,2.790055161923234e-05,-0.00031949999999999996,0.000352,0.0006715,2.9999999999999997e-05,-6.05e-05,-1.1874999999999999e-05,1.8e-05,4.2875e-05,7.4125e-05,0.00010562499999999999,2.4874999999999998e-05,1.2499999999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.001660618850965626,False,False,False
EEG F10,3.7077188648199287e-06,3.961374847335178e-05,-0.00071475,0.000725875,0.001440625,3e-06,-0.000110125,-4.8125e-05,-9.75e-06,1.6875e-05,5.7375e-05,0.000114625,2.6625e-05,1.325e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0067454337726223735,False,False,False
EKG EKG,0.0036879627389169094,0.00491567921938051,-0.026931476346990117,0.02536077626916919,0.0522922526161593,0.0023485251178759848,-0.005474725273517927,-0.004696975234607421,0.0007777750392920221,0.009287275465018735,0.010217525511558752,0.011513775576409594,0.008509500425726712,0.00459025022964828,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True
SPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8232.998046875,1.0,8232.998046875,0.0,0.0,True,False,False
HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8232.998046875,1.0,8232.998046875,0.0,0.0,True,False,False
1,1.1697696348014464e-05,0.00019511912893230987,-0.004095875,0.0040792499999999995,0.008175124999999998,-4.25e-06,-0.0004415,-0.000213,-6.1125e-05,7.95e-05,0.000272875,0.00049425,0.000140625,6.662499999999999e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006882553443459249,False,True,False
2,1.697619155926417e-05,0.00011260792057235202,-0.0040948749999999996,0.00381,0.007904874999999999,1.6125e-05,-0.00023899999999999998,-8.212499999999999e-05,-5.374999999999999e-06,3.75e-05,0.000121875,0.00029575,4.2875e-05,2.1374999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.022114461238309242,False,True,False
EEG FP2,6.864093915350193e-06,2.287335201047984e-05,-0.0003875,0.000843,0.0012305,6.874999999999999e-06,-5.55e-05,-2.925e-05,-3.375e-06,1.7375e-05,4.2e-05,6.5875e-05,2.075e-05,1.0375e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.000903139423660877,False,False,False
EEG P9,7.307419811088001e-06,6.500173513294128e-05,-0.004095875,0.00380375,0.007899625,7.75e-06,-0.000156625,-5.9625e-05,-1.4874999999999999e-05,3.0749999999999995e-05,7.25e-05,0.00016099999999999998,4.5625e-05,2.2749999999999997e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.008214844224462529,False,False,False
EEG P10,6.213059296429e-06,6.812207560575731e-05,-0.004095875,0.003862875,0.00795875,6.625e-06,-0.000162375,-6.8125e-05,-1.8874999999999998e-05,3.2625e-05,7.85e-05,0.000165,5.15e-05,2.5750000000000002e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006838902890805296,False,False,False
B,0.007662435185436526,8.582361674187592e-05,0.007228525362020335,0.008174025409323302,0.0009455000473029673,0.007670775384145918,0.007472525374227553,0.007503025375753455,0.007609775381094113,0.007747025387960673,0.007777525389486575,0.007777525389486575,0.0001372500068665605,6.100000305180476e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
C,0.004053273501978428,8.595124538780615e-05,0.003690525185015681,0.004483525224689138,0.0007930000396734571,0.004056525203326508,0.0038735251941710946,0.0038887751949340456,0.003995525200274703,0.004132775207141263,0.004163275208667165,0.004178525209430116,0.0001372500068665605,7.625000381475573e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
D,0.006472124544908808,8.725764792806756e-05,0.005490025275043911,0.007594525380331162,0.0021045001052872507,0.006481275324635732,0.006283025314717368,0.006298275315480318,0.0064202753215839275,0.006542275327687536,0.00658802532997639,0.00658802532997639,0.00012200000610360865,6.100000305180476e-05,0,0,0.0,0.0,0.0,0.0,0.0,1.4233875865419652e-06,False,False,False
PLET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8232.998046875,1.0,8232.998046875,0.0,0.0,True,False,False
61,5.519584834611854e-06,7.157004310268952e-05,-0.004096,0.003909999999999999,0.008006,5.875e-06,-0.000169625,-7.4125e-05,-2.1625e-05,3.375e-05,8.35e-05,0.00017162499999999998,5.5375000000000004e-05,2.7625e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.006468110424511114,False,False,False
62,5.439603233082561e-06,6.973883836548996e-05,-0.004095875,0.0040025,0.008098375,5.75e-06,-0.000168,-6.9e-05,-1.9625e-05,3.1624999999999996e-05,7.8625e-05,0.00016937499999999998,5.125e-05,2.5624999999999996e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.007357490434835418,False,False,False
63,6.447530464052823e-06,7.260065058488658e-05,-0.004096,0.003931625,0.008027625,6.75e-06,-0.000170125,-7.5375e-05,-2.1625e-05,3.5625e-05,8.662499999999999e-05,0.00017424999999999998,5.7249999999999996e-05,2.8624999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0061283952538564316,False,False,False
64,6.01808324966977e-06,7.065501110040947e-05,-0.004095875,0.004016,0.008111875,6.375e-06,-0.000168625,-7.0125e-05,-1.9625e-05,3.2749999999999996e-05,8.0875e-05,0.0001715,5.2375e-05,2.6249999999999998e-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0071126677699502,False,False,False
MK,8.000000000000093e-06,9.317362419797304e-20,8e-06,8e-06,0.0,8e-06,8e-06,8e-06,8e-06,8e-06,8e-06,8e-06,0.0,0.0,0,0,0.0,8232.998046875,1.0,8232.998046875,0.0,0.0,False,False,False
