sfreq,ch_a,ch_b,corr
512.0,EEG C3,EEG P3,0.96980030585666
512.0,EEG C3,EEG T3,0.939849737047463
512.0,EEG C3,EEG Fc1,0.9664354933466186
512.0,EEG C3,EEG Fc5,0.9261884251600918
512.0,EEG C3,EEG Cp1,0.9735097791044327
512.0,EEG C3,EEG Cp5,0.9611640124354087
512.0,EEG C3,EEG Cz,0.9566945142229188
512.0,EEG C3,EEG Pz,0.9538901154686267
512.0,EEG C3,EEG P4,0.9263037603117744
512.0,EEG C3,EEG O2,0.901546697893877
512.0,EEG C3,EEG T6,0.9099448275062098
512.0,EEG C3,EEG Cp2,0.9353814868037758
512.0,EEG P3,EEG O1,0.9463563935446118
512.0,EEG P3,EEG T3,0.9178552552588314
512.0,EEG P3,EEG T5,0.9245936292891164
512.0,EEG P3,EEG Fc1,0.9435642729818713
512.0,EEG P3,EEG Cp1,0.9868190537608941
512.0,EEG P3,EEG Cp5,0.9867338634322297
512.0,EEG P3,EEG Cz,0.9528227912489355
512.0,EEG P3,EEG Pz,0.9763686237103442
512.0,EEG P3,EEG P4,0.9519427985689591
512.0,EEG P3,EEG O2,0.9480125202365672
512.0,EEG P3,EEG T6,0.9469052167945903
512.0,EEG P3,EEG Cp2,0.9462682335589874
512.0,EEG O1,EEG T5,0.9656809162071042
512.0,EEG O1,EEG Cp1,0.9375497390867676
512.0,EEG O1,EEG Cp5,0.920490932874216
512.0,EEG O1,EEG Pz,0.9478626547941079
512.0,EEG O1,EEG P4,0.9314765745743814
512.0,EEG O1,EEG O2,0.986735058711928
512.0,EEG O1,EEG T6,0.9547519930607475
512.0,EEG O1,EEG Cp2,0.9087507842404434
512.0,EEG T3,EEG Fc1,0.9125636735833935
512.0,EEG T3,EEG Fc5,0.9078912718457092
512.0,EEG T3,EEG Cp1,0.9167317319271447
512.0,EEG T3,EEG Cp5,0.9259899215358277
512.0,EEG T5,EEG Cp1,0.920111101760257
512.0,EEG T5,EEG Pz,0.9247801798792092
512.0,EEG T5,EEG P4,0.9034331480751053
512.0,EEG T5,EEG O2,0.9481595831849049
512.0,EEG T5,EEG T6,0.9193306629547338
512.0,EEG Fc1,EEG Fc5,0.9033385955232126
512.0,EEG Fc1,EEG Cp1,0.9693771380655133
512.0,EEG Fc1,EEG Cp5,0.9259850831498453
512.0,EEG Fc1,EEG Fz,0.9361435862571781
512.0,EEG Fc1,EEG Cz,0.9752267218797088
512.0,EEG Fc1,EEG Pz,0.9546056314133571
512.0,EEG Fc1,EEG P4,0.9368009637711864
512.0,EEG Fc1,EEG T6,0.9000992208293158
512.0,EEG Fc1,EEG Fc2,0.9200401551712646
512.0,EEG Fc1,EEG Cp2,0.9503154281008256
512.0,EEG Cp1,EEG Cp5,0.9675735062015589
512.0,EEG Cp1,EEG Cz,0.9762811620574164
512.0,EEG Cp1,EEG Pz,0.9932664400321539
512.0,EEG Cp1,EEG P4,0.9748508694283304
512.0,EEG Cp1,EEG O2,0.9466269297909163
512.0,EEG Cp1,EEG T6,0.9538288792481731
512.0,EEG Cp1,EEG Fc2,0.9051115339526984
512.0,EEG Cp1,EEG Cp2,0.9720053662269696
512.0,EEG Cp1,EEG Cp6,0.9233573823439281
512.0,EEG Cp5,EEG Cz,0.9241413659754123
512.0,EEG Cp5,EEG Pz,0.9491688084220422
512.0,EEG Cp5,EEG P4,0.9216127606946866
512.0,EEG Cp5,EEG O2,0.9184507859604223
512.0,EEG Cp5,EEG T6,0.9148706978809099
512.0,EEG Cp5,EEG Cp2,0.9147836626747933
512.0,EEG Fz,EEG Cz,0.9464517168786066
512.0,EEG Fz,EEG Fc2,0.9490483604048717
512.0,EEG Fz,EEG Cp2,0.9207760467777961
512.0,EEG Cz,EEG Pz,0.9746423954963744
512.0,EEG Cz,EEG P4,0.9643750482761598
512.0,EEG Cz,EEG O2,0.9109063699652833
512.0,EEG Cz,EEG T6,0.9356907957008498
512.0,EEG Cz,EEG Fc2,0.9506023345673639
512.0,EEG Cz,EEG Cp2,0.9810123437556721
512.0,EEG Cz,EEG Cp6,0.9335704570403426
512.0,EEG Pz,EEG P4,0.9875287979502195
512.0,EEG Pz,EEG O2,0.9593216357893604
512.0,EEG Pz,EEG T6,0.9704442100818468
512.0,EEG Pz,EEG Fc2,0.9115454996877088
512.0,EEG Pz,EEG Cp2,0.981615032449036
512.0,EEG Pz,EEG Cp6,0.9413292479914444
512.0,EEG C4,EEG P4,0.9114756574225558
512.0,EEG C4,EEG Fc2,0.9734585154618534
512.0,EEG C4,EEG Cp2,0.9435137558556889
512.0,EEG C4,EEG Cp6,0.9508713583232323
512.0,EEG P4,EEG O2,0.9506230439989983
512.0,EEG P4,EEG T6,0.9775973461853755
512.0,EEG P4,EEG Fc2,0.9299256262638634
512.0,EEG P4,EEG Cp2,0.9893726209850907
512.0,EEG P4,EEG Cp6,0.9750909333027775
512.0,EEG O2,EEG T6,0.9708797109271257
512.0,EEG O2,EEG Cp2,0.9270327555446372
512.0,EEG T6,EEG Cp2,0.9601070467763582
