channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,8.458898127969792e-10,1.0852752603794617e-10,0.12829983810668458,1.1800071199304793e-11,0.013949891606197782,1.5308672191596923e-11,0.018097714335840023,2.1718416861934964e-10,0.25675231612166927,1.3118959727388863e-10,0.15509064571909587,0.0969778519910836,0.4133024715851384,0.016923967317603962,0.0120200026635564
EEG F3,6.326802999777512e-10,1.7883594710676523e-10,0.2826640044159019,1.5940232324088757e-11,0.025194766337199543,1.029712609117264e-11,0.016275401796981424,7.098732925001654e-11,0.11220094770220104,5.3884294991065354e-11,0.08516828324346473,0.17326303685077724,0.28819978876599295,0.010345433584332004,0.008173789219797145
EEG C3,8.266172869240875e-10,3.8174080182010916e-10,0.4618108136119422,2.8360378250685477e-11,0.03430895857043691,7.169397093409331e-12,0.008673175853952027,3.663232333753191e-11,0.044315941508849724,2.908423770159721e-11,0.03518464731099697,0.2733442994531305,0.12140933304519891,0.004513442560888765,0.003710898304159757
EEG P3,1.1210144681655286e-09,5.516033376312632e-10,0.49205728676627003,3.7559228057794694e-11,0.03350467734752618,1.0252441443797833e-11,0.00914568164367702,4.2978027836199073e-11,0.03833851306712391,3.3092236516641e-11,0.029519901353989138,0.28944231040477625,0.09879687088188802,0.003625777558305909,0.0029596650408222677
EEG O1,1.987517400850139e-09,1.0247621104601086e-09,0.5155990634455717,5.463708483404474e-11,0.02749011646925673,1.913350114752451e-11,0.00962683453203497,5.986522737727796e-11,0.03012060541038345,4.3510724334727855e-11,0.021891996676917953,0.3190976638107187,0.07358408777710616,0.00255090945370178,0.0021150258380110655
EEG F7,1.0683388829018969e-09,3.121745949855894e-10,0.2922055912985577,1.9753033969151853e-11,0.018489483332757933,6.979727758549924e-12,0.006533252575803568,5.746183453218904e-11,0.0537861491815286,5.509028071920558e-11,0.051566297549299624,0.19406549881593257,0.24920281723240265,0.007346774597013553,0.005911604605009208
EEG T3,9.612145411845716e-10,4.2128044087718835e-10,0.43827930480329097,3.241079336371344e-11,0.033718584119390625,8.565635855801018e-12,0.008911263291174297,4.0639036536814853e-11,0.042278840774435784,3.339421106276695e-11,0.03474168318512217,0.2635384346847379,0.13275920461675078,0.004731493804804372,0.004039810271707595
EEG T5,1.924820675450587e-09,9.258253300984358e-10,0.4809930306269734,5.323516463569312e-11,0.027657207403609763,1.8765008673311426e-11,0.009748964624415555,6.75340106977958e-11,0.03508587140565007,5.5753047650893137e-11,0.02896532043840486,0.3011415346957367,0.10025400409050175,0.003291748218407338,0.002945042074808417
EEG Fc1,5.891542006189418e-10,2.6751573856865377e-10,0.454067438181061,2.0686971864820062e-11,0.03511300071031855,4.966770961098736e-12,0.008430341251714484,3.390538737721109e-11,0.0575492584820603,2.7399788845766282e-11,0.046506990558636704,0.24228412631415697,0.15682219943026157,0.006826344114530546,0.004623264534489073
EEG Fc5,8.602152684985563e-10,3.258473323806332e-10,0.37879742933344607,2.7707017724557575e-11,0.03220940006437944,7.858779591291883e-12,0.009135828994303735,4.386553695230665e-11,0.050993673977527486,3.9858657379830686e-11,0.04633567763729781,0.2270292387129098,0.1888589615232716,0.0064958493278055585,0.005875916457797188
EEG Cp1,8.768686734237023e-10,4.434988723014531e-10,0.5057757059216492,3.196064138617222e-11,0.03644860667833308,7.802161058626844e-12,0.008897753215613903,3.6048887204280425e-11,0.04111093062947367,2.7683075929074633e-11,0.03157037851630285,0.2727908758907647,0.10489598349872033,0.00396450679290533,0.0031393933765365596
EEG Cp5,1.1833071224876066e-09,5.576298075177791e-10,0.47124689518094187,3.85909950547097e-11,0.03261283087148314,1.1142146787761947e-11,0.009416107260757778,4.827083810504219e-11,0.040793161122502884,3.835734619921834e-11,0.03241537676083757,0.2798324823144917,0.11239399059681789,0.003996402011068466,0.0033990710446754734
EEG F9,1.4704564655346957e-09,6.476159175454406e-10,0.44041828692286433,3.576743732819894e-11,0.024324036900468853,7.537849413236794e-12,0.005126196925861276,4.279549783769616e-11,0.02910354630739416,4.049482449667449e-11,0.027538948242136183,0.32173271212363164,0.10588957025578413,0.003757356061208404,0.0034884499859790794
EEG Fz,3.208535713516581e-10,1.1454780981088823e-10,0.3570096144740833,8.67272024612466e-12,0.027030150263215515,2.5090923302053526e-12,0.007820054237312406,2.6398277301718346e-11,0.08227515495779107,2.1862658531050563e-11,0.06813905308564856,0.2171758825748126,0.2339685089906798,0.009460449900781369,0.00699615745547372
EEG Cz,6.710941440275071e-10,3.197039023503122e-10,0.4763920311264228,2.41331905063247e-11,0.035960961246795674,5.1458113571818214e-12,0.007667793562166596,3.25786215655769e-11,0.048545530989228175,2.567919368227793e-11,0.038264666605741356,0.25969768955953076,0.12793054623040928,0.005170341331172913,0.0037713744822044136
EEG Pz,9.767183917007338e-10,5.023246545179908e-10,0.5142983471861385,3.5999310314812625e-11,0.036857410099678765,8.834205561875244e-12,0.009044782648653186,3.6771867398723665e-11,0.037648382288259966,2.765696075234777e-11,0.02831620760635974,0.2795816304792063,0.09366239811544319,0.0035686732891380894,0.0027640643868210406
EEG F4,9.587937025912e-10,2.932529577835016e-10,0.30585615757692936,2.0056457503511592e-11,0.02091842848916066,8.746687959958587e-12,0.009122596379513253,6.492420401303923e-11,0.0677144664567336,6.462435024182359e-11,0.06740172580104796,0.14620200991299925,0.2932903958440486,0.010736854709217843,0.009807540575926211
