channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,-1.991463844658975e-06,4.582337898696065e-05,-0.00038199999999999996,0.00053475,0.0009167499999999999,-6.125e-06,-9.675e-05,-5.4499999999999997e-05,-2.1249999999999998e-05,6.625e-06,6.9125e-05,0.00020175,2.7875e-05,1.3875e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.020196527081243733,False,False,False
EEG F3,-3.671643348012797e-07,1.6585598617018783e-05,-0.00027749999999999997,0.00030849999999999996,0.0005859999999999999,-5e-07,-4.35e-05,-2.3874999999999998e-05,-8.249999999999999e-06,6e-06,2.55e-05,5.8874999999999995e-05,1.4249999999999999e-05,7.1249999999999995e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.002687228351721832,False,False,False
EEG C3,-2.623723465317835e-06,6.883198160499715e-06,-0.0002305,0.000487125,0.000717625,-1.5e-06,-2.1374999999999998e-05,-1.5875e-05,-6.2499999999999995e-06,1.8749999999999998e-06,6.625e-06,1.1249999999999999e-05,8.125e-06,3.874999999999999e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,3.434783517218322e-05,False,False,False
EEG P3,6.132469005323258e-06,2.389331252780962e-05,-0.0001435,0.00041424999999999996,0.00055775,3.875e-06,-3.975e-05,-2.05e-05,-3.7499999999999997e-06,1.175e-05,3.7375e-05,0.000101,1.5499999999999997e-05,7.75e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.011382977056168506,False,False,False
EEG O1,-1.3735121543014473e-06,1.987257045780778e-05,-0.0001905,0.0002115,0.000402,-1.375e-06,-5.5375e-05,-3.2375e-05,-1.2e-05,8.75e-06,3.125e-05,5.1374999999999995e-05,2.075e-05,1.0375e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0002732154797726513,False,False,False
EEG F7,7.90560859009325e-07,3.627644193542958e-05,-0.000610125,0.00039775,0.001007875,0.0,-0.000101,-5.325e-05,-1.4625e-05,1.3124999999999999e-05,6.0375e-05,0.00012475,2.7749999999999997e-05,1.3875e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.004327435431293882,False,False,False
EEG T3,-1.4912238669132368e-06,1.6881713498277343e-05,-0.000586625,0.00027012499999999997,0.00085675,-3.75e-07,-4.7499999999999996e-05,-2.8624999999999998e-05,-1.0875e-05,8.249999999999999e-06,2.3874999999999998e-05,4.075e-05,1.9124999999999997e-05,9.499999999999999e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.00043424544466733533,False,False,False
EEG T5,-5.577994318241189e-06,1.826529067662314e-05,-0.000225625,0.000166875,0.0003925,-4.1249999999999995e-06,-5.65e-05,-3.5875e-05,-1.5374999999999998e-05,4.625e-06,2.1625e-05,4.0125e-05,1.9999999999999998e-05,9.875e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.00026537947174857905,False,False,False
EEG Fc1,2.7147412288950196e-06,0.0001512889139051711,-0.004096,0.00394,0.008036,-2.5e-07,-0.00034275,-0.000260875,-5.3125e-05,5.2499999999999995e-05,0.00028475,0.00036825,0.00010562499999999999,5.2875e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0020001410481444333,False,False,False
EEG Fc5,1.5010203135447888e-07,0.00014204601210003192,-0.00388025,0.0039965,0.00787675,-2.75e-06,-0.000325,-0.000246625,-5.2249999999999996e-05,4.6875e-05,0.00026437499999999996,0.00034375,9.9125e-05,4.95e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.002060347709796055,False,False,False
EEG Cp1,1.1547142077273486e-06,0.00015071066245612573,-0.004096,0.0039682499999999996,0.008064249999999999,-1.8749999999999998e-06,-0.00034287499999999997,-0.000261375,-5.4375e-05,5.0625e-05,0.00028199999999999997,0.000365125,0.000105,5.25e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0020074546556335675,False,False,False
EEG Cp5,1.6872409872847698e-06,0.0001431944539268821,-0.0036973749999999997,0.004010125,0.007707499999999999,-1.2499999999999999e-06,-0.00032625,-0.000247,-5.1e-05,4.85e-05,0.000268,0.00034825,9.95e-05,4.975e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.002068183717820127,False,False,False
EEG F9,1.0633034520227342e-06,0.00015018376208296574,-0.004096,0.003988625,0.008084625,-2e-06,-0.000341875,-0.00026025,-5.4875e-05,5.1e-05,0.000280625,0.0003635,0.000105875,5.2875e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.002016074264460047,False,False,False
EEG Fz,-4.120755022228145e-06,1.756415936655623e-05,-0.000506125,0.000366625,0.0008727499999999999,-2.875e-06,-4.625e-05,-3.0749999999999995e-05,-1.35e-05,4.625e-06,2.05e-05,4.6374999999999996e-05,1.8125e-05,8.75e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0012136670427950519,False,False,False
EEG Cz,-9.350469066705317e-06,1.0112540428286161e-05,-0.000360875,0.00026875,0.000629625,-7.75e-06,-3.7375e-05,-2.7374999999999998e-05,-1.4999999999999999e-05,-2.75e-06,4.25e-06,1.1374999999999999e-05,1.225e-05,5.750000000000001e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0002743908809762621,False,False,False
EEG Pz,-5.6553722201761665e-06,1.2683417983640653e-05,-0.000403,0.0010695,0.0014724999999999999,-4.875e-06,-3.9124999999999996e-05,-2.6e-05,-1.325e-05,1.8749999999999998e-06,1.3124999999999999e-05,2.6875e-05,1.5125e-05,7.375e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0002736072801738549,False,False,False
EEG F4,-2.2153359329289915e-06,2.1409666605561374e-05,-0.00033525,0.00037575,0.000711,-1.5e-06,-6.262499999999999e-05,-3.5249999999999996e-05,-1.275e-05,7.499999999999999e-06,3.1125e-05,6.275e-05,2.0249999999999998e-05,9.999999999999999e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0008688826897358743,False,False,False
EEG C4,8.638134210574431e-06,1.9313236388788345e-05,-0.00026849999999999997,0.00029949999999999996,0.0005679999999999999,6.2499999999999995e-06,-3.6874999999999995e-05,-1.725e-05,-1.2499999999999999e-06,1.55e-05,4.5875e-05,7.225e-05,1.675e-05,8.249999999999999e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0016940143346706787,False,False,False
EEG P4,1.4090026590187213e-06,2.0778321862380708e-05,-0.000207875,0.0009732499999999999,0.0011811249999999999,1.5e-06,-4.4e-05,-2.6374999999999997e-05,-7.25e-06,9.25e-06,2.7125e-05,5.6e-05,1.65e-05,8.25e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.003394950476429288,False,False,False
EEG O2,6.098804551675834e-07,1.70729221135022e-05,-0.00018199999999999998,0.000163,0.000345,1.125e-06,-4.825e-05,-2.7499999999999998e-05,-7.875e-06,9.625e-06,2.65e-05,4.6374999999999996e-05,1.75e-05,8.75e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.00044208145269140756,False,False,False
EEG F8,8.446758569980768e-07,3.715217063606218e-05,-0.000629125,0.0004255,0.001054625,3.75e-07,-0.000106375,-5.4875e-05,-1.3624999999999999e-05,1.3e-05,5.9999999999999995e-05,0.00012749999999999998,2.6624999999999997e-05,1.325e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.006732567494149114,False,False,False
EEG T4,5.941925059031267e-06,2.291144340470068e-05,-0.00079075,0.000266375,0.001057125,6.125e-06,-6.2e-05,-3.0375e-05,-3.7499999999999997e-06,1.5875e-05,4.2125e-05,7.35e-05,1.9625e-05,9.875e-06,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0012699557004346373,False,False,False
EEG T6,7.712239273158024e-06,2.6918942478539726e-05,-0.00018649999999999998,0.00034125,0.00052775,4.875e-06,-5.0125e-05,-2.5875e-05,-5.374999999999999e-06,1.675e-05,4.8874999999999995e-05,0.00010949999999999999,2.2125e-05,1.1e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0063666259194249415,False,False,False
EEG Fc2,4.355335292988338e-06,0.00015645076211446548,-0.004096,0.003925624999999999,0.008021625,0.0,-0.000352,-0.000267875,-5.35e-05,5.5874999999999996e-05,0.00029549999999999997,0.0003815,0.00010937499999999999,5.4625e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0019859056335673688,False,False,False
EEG Fc6,4.603711084425155e-06,0.0001467931040439617,-0.00378075,0.004058875,0.007839625,6.249999999999999e-07,-0.00033125,-0.000250625,-4.925e-05,5.3e-05,0.00027662499999999996,0.000358875,0.00010224999999999999,5.1124999999999996e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0020337052825142093,False,False,False
EEG Cp2,3.3863953024437906e-06,0.00015618871385107382,-0.004096,0.0039605,0.0080565,0.0,-0.00035262499999999997,-0.00026812499999999997,-5.425e-05,5.4749999999999996e-05,0.000293875,0.000380125,0.00010899999999999999,5.4499999999999997e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.001998051446004681,False,False,False
EEG Cp6,1.0095403136492827e-05,0.00014838704123018882,-0.003680625,0.0040072499999999995,0.007687874999999999,9.499999999999999e-06,-0.000332875,-0.00025225,-4.475e-05,6.45e-05,0.00028,0.00036324999999999997,0.00010925,5.4749999999999996e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0019182547642928786,False,False,False
EEG F10,3.961301384622622e-07,0.0001571512155380576,-0.004096,0.0039854999999999995,0.008081499999999998,-2.875e-06,-0.00035787499999999996,-0.000272875,-5.7625e-05,5.2e-05,0.00029275,0.00037962499999999997,0.000109625,5.487499999999999e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.0020005328485456367,False,False,False
EKG EKG,0.11433584686870574,0.013880375903254347,2.5000381516292692e-08,0.3424082921309225,0.34240826713054096,0.11371928068970784,0.08196877910124366,0.1034712801770047,0.11073028054016941,0.11754703088120856,0.13345278167696656,0.1437007821896697,0.006816750341039152,0.0033092501655603845,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.01457575852557673,False,True,True
SPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,14954.998046875,1.0,14954.998046875,0.0,0.0,True,False,False
HR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,14954.998046875,1.0,14954.998046875,0.0,0.0,True,False,False
1,-3.4749401035136673e-06,0.0005743381950302094,-0.004096,0.004095875,0.008191875,0.0,-0.0020092499999999998,-0.000519375,-0.0001295,0.000131875,0.000533125,0.001750125,0.000261375,0.000130625,0,0,0.0,156.966796875,0.010495942318615002,111.404296875,0.0,0.023806184177532597,False,False,False
2,6.377831623124575e-06,0.00034039822563409035,-0.004095875,0.0035654999999999997,0.007661375,-5.8374999999999996e-05,-0.00101075,-0.00040675,-0.000150125,0.000140625,0.000574,0.00105175,0.00029075,0.000123125,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.004259784562019392,False,False,False
EEG FP2,-1.6146019438523596e-07,3.9469227618606713e-05,-0.00028887499999999996,0.00046487499999999996,0.0007537499999999999,-2.875e-06,-8.937499999999999e-05,-4.8624999999999996e-05,-1.6499999999999998e-05,8.625e-06,6.125e-05,0.00016424999999999998,2.5124999999999997e-05,1.25e-05,0,0,0.0,111.404296875,0.0074493020009640904,111.404296875,0.0,0.01523411379973253,False,False,False
