channel,mean,std,min,max,peak_to_peak,median,q01,q05,q25,q75,q95,q99,iqr,mad,nan_count,inf_count,nan_inf_ratio,flatline_total_sec,flatline_ratio,flatline_longest_sec,saturation_ratio,robust_z_outlier_ratio,low_variance_flag,high_variance_flag,extreme_peak_to_peak_flag
EEG Fp1,3.2848755099574395e-06,7.04415979475221e-05,-0.002549625,0.0021571249999999998,0.004706749999999999,3.625e-06,-0.000179875,-6.65e-05,-1.4125e-05,2.1374999999999998e-05,7.725e-05,0.00020549999999999998,3.5499999999999996e-05,1.7749999999999998e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.016597960917224423,False,False,False
EEG F3,2.120125624541131e-06,7.210325174185383e-05,-0.0018475,0.002127875,0.003975375,-2.625e-06,-0.0001345,-7.887499999999999e-05,-2.8e-05,1.8e-05,0.00012075,0.00021099999999999998,4.6e-05,2.3e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.006671331827960661,False,False,False
EEG C3,-3.515897286327433e-07,4.942354559426074e-05,-0.002983375,0.0028712499999999997,0.005854625,1.25e-07,-8.5125e-05,-3.825e-05,-1.1625e-05,1.175e-05,4.225e-05,9.324999999999999e-05,2.3375e-05,1.175e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.009238860171083186,False,False,False
EEG P3,2.3012045193461e-06,4.459510476159857e-05,-0.001623125,0.002147625,0.00377075,3.1249999999999997e-06,-9.3e-05,-3.725e-05,-8.5e-06,1.475e-05,4.2999999999999995e-05,9.5875e-05,2.325e-05,1.1625e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.009160559093703046,False,False,False
EEG O1,1.666739259679987e-06,6.0634030756790936e-05,-0.002234125,0.002454,0.004688125,2.125e-06,-0.00012874999999999999,-4.7875e-05,-1.2125e-05,1.675e-05,5.2e-05,0.000123375,2.8875e-05,1.4375e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.010991230279333424,False,False,False
EEG F7,3.50635936139402e-06,6.191233103314703e-05,-0.0037832499999999997,0.00235675,0.00614,4.749999999999999e-06,-0.000116375,-4.65e-05,-1.025e-05,1.9875e-05,5.55e-05,0.000119625,3.0125e-05,1.4999999999999999e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.009117473492350772,False,False,False
EEG T5,2.135983560241941e-06,7.793030289373621e-05,-0.004096,0.004094125,0.008190125,2.875e-06,-0.00012424999999999998,-4.85e-05,-1.2e-05,1.8125e-05,5.4499999999999997e-05,0.00011387499999999999,3.0125e-05,1.5125e-05,0,0,0.0,18.10546875,0.0012365435845597724,16.373046875,0.0,0.008595910949665346,False,False,False
EEG Fc1,-3.7925308575608695e-07,3.529538307016276e-05,-0.001609375,0.002132875,0.00374225,7.5e-07,-5.8e-05,-2.5625e-05,-6.125e-06,7.499999999999999e-06,2.2749999999999997e-05,5.175e-05,1.3624999999999999e-05,6.874999999999999e-06,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.01056824439113509,False,False,False
EEG Fc5,3.16760922533423e-07,5.416669057454179e-05,-0.002408,0.002169,0.0045769999999999995,1e-06,-0.00010324999999999999,-4.3375e-05,-1.2125e-05,1.45e-05,4.7875e-05,0.000107125,2.6625e-05,1.325e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.008630726249829258,False,False,False
EEG Cp1,-1.2030848490216505e-06,3.7573134868148226e-05,-0.0015654999999999998,0.0021111249999999997,0.0036766249999999993,-2.5e-07,-8.125e-05,-3.7999999999999995e-05,-9.999999999999999e-06,9.499999999999999e-06,3.2749999999999996e-05,7.387499999999999e-05,1.95e-05,9.75e-06,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.008346334602513317,False,False,False
EEG Cp5,1.4752081047884522e-06,5.756462449154898e-05,-0.002611375,0.0021597499999999998,0.004771124999999999,2.25e-06,-9.937499999999999e-05,-4.2875e-05,-1.025e-05,1.5374999999999998e-05,4.85e-05,0.00010449999999999999,2.5625e-05,1.275e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.008881102948709193,False,False,False
EEG F9,-3.0083247251058547e-07,7.13990501506622e-05,-0.00259275,0.002925,0.00551775,-3.75e-07,-0.000144375,-6.3e-05,-1.95e-05,1.8874999999999998e-05,6.824999999999999e-05,0.000152375,3.8375e-05,1.9125e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.007758209474457042,False,False,False
EEG Fz,1.5512736163786124e-06,4.8166585625741435e-05,-0.00216225,0.0021349999999999997,0.00429725,1.75e-06,-6.4125e-05,-2.7624999999999997e-05,-5.374999999999999e-06,1.0375e-05,3.2749999999999996e-05,7.475e-05,1.575e-05,7.75e-06,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.011727687260961617,False,False,False
EEG Pz,5.6621824904651435e-06,0.00010317005078570778,-0.004096,0.00409525,0.00819125,3.7499999999999997e-06,-8.75e-05,-3.7749999999999996e-05,-6.625e-06,1.475e-05,4.5875e-05,0.00011724999999999999,2.1374999999999998e-05,1.0624999999999999e-05,0,0,0.0,21.328125,0.0014566403390930654,16.373046875,0.0,0.013392152071096845,False,False,False
EEG F4,5.277372729402151e-07,7.03074298177861e-05,-0.002470875,0.0030976249999999997,0.0055685,-1.625e-06,-0.00010387499999999999,-5.0125e-05,-1.6125e-05,1.325e-05,6.3875e-05,0.000155,2.9375e-05,1.4749999999999998e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.012294336284319082,False,False,False
EEG C4,4.534149707658191e-06,5.190660486577242e-05,-0.0015375,0.002096125,0.0036336249999999997,4.375e-06,-0.00010274999999999999,-4.6124999999999996e-05,-1.1374999999999999e-05,1.925e-05,6.075e-05,0.00011512499999999999,3.0625e-05,1.525e-05,0,0,0.0,16.373046875,0.001118224905001572,16.373046875,0.0,0.008755447727427947,False,False,False
EEG P4,3.4468946453001206e-06,5.212511137692754e-05,-0.0014665,0.0021219999999999998,0.0035884999999999997,4.625e-06,-0.00011425,-3.975e-05,-7.875e-06,1.6625e-05,4.4875e-05,0.00010375,2.45e-05,1.225e-05,0,0,0.0,16.375,0.0011183582969740164,16.375,0.0,0.012143069807744844,False,False,False
