channel,total_power,delta_power,delta_ratio,theta_power,theta_ratio,alpha_power,alpha_ratio,beta_power,beta_ratio,gamma_power,gamma_ratio,low_freq_drift_ratio,high_freq_noise_ratio,line_50hz_ratio,line_60hz_ratio
EEG Fp1,3.116666642295884e-09,1.190958004132667e-09,0.3821255658113474,1.2702675513023059e-10,0.0407572479540695,1.7034374011405247e-11,0.005465574591852057,1.7235690698005972e-11,0.005530168181640802,1.2409251764674039e-11,0.003981578137446486,0.26815282417477754,0.2511180002736776,0.2325035711256944,0.0006418463650156857
EEG F3,3.70737894486559e-09,8.841583466916467e-10,0.23848610024506187,8.938964146840791e-11,0.024111277211682148,1.2519528824742055e-11,0.003376921812128365,1.0751325769062269e-11,0.00289998026340198,5.6301738533076726e-12,0.0015186399709975677,0.36705255009221166,0.202254431281966,0.19469842971712203,0.00017280893133027924
EEG C3,1.8282704485417104e-09,5.524434308438254e-10,0.3021672375027845,9.679477098242429e-11,0.05294335477534576,1.540985901970821e-11,0.008428653994817686,2.5656916821131598e-11,0.01403343626846696,2.0257842146812424e-11,0.011080331229425469,0.07966537515833268,0.4642721414479713,0.3955583881977195,0.001874085855015416
EEG P3,1.7060720268643746e-09,5.851677267641426e-10,0.3429912205052882,1.0824194217542416e-10,0.06344511865326359,1.9048166011062726e-11,0.011164924874872808,2.3826410584801812e-11,0.013965653389554055,7.681982107956843e-12,0.004502730240572385,0.09550777055706244,0.4418122746239352,0.42291622252862654,0.00038437830595660315
EEG O1,2.041875544426231e-09,6.738936649574642e-10,0.3300366012987481,1.260868027636675e-10,0.06175048381761093,3.032062644983393e-11,0.014849399872877195,4.2897392498091784e-11,0.021008818395024165,1.745492600346629e-11,0.008548476938819079,0.14451292518839778,0.38093649459938134,0.3547774282217367,0.0006229664388084434
EEG F7,2.1279497521569593e-09,6.992709568634615e-10,0.3286125323939899,1.0626168556053602e-10,0.04993618174152172,1.9243606471150697e-11,0.009043261689635646,3.2943433459256585e-11,0.015481302331440884,2.0316820333359458e-11,0.009547603420976302,0.13296589619150861,0.3971192611078131,0.33933378688018373,0.0015955232613241623
EEG T5,1.9627756318379956e-09,6.601019117350471e-10,0.3363104274516135,1.2856951100808299e-10,0.06550392664478265,3.420753861263417e-11,0.017428145152077985,4.229578054895775e-11,0.02154896355084195,1.2156115191970385e-11,0.006193328974940999,0.12738194317315873,0.3914440808847707,0.3693419927107233,0.0005151177871548003
EEG Fc1,1.4936360731105485e-09,5.105326771271667e-10,0.34180526723886956,8.432365707392216e-11,0.056455289606333114,1.086247624718302e-11,0.0072725052927796125,5.281658594605979e-12,0.0035361080852893056,4.06747589821287e-12,0.002723204113397055,0.07297669558055873,0.4946404993241112,0.47937587664874654,0.00029146123529204585
EEG Fc5,1.9300300373836525e-09,5.919061307306574e-10,0.30668234134482436,1.0222572935751075e-10,0.05296587481927892,1.7711645768076925e-11,0.009176875709191977,3.161368089755133e-11,0.016379890615799336,2.0885796811977694e-11,0.010821487959995931,0.09564946797488949,0.44070231908905994,0.37530820652207936,0.001788683718819518
EEG Cp1,1.5713070103216535e-09,5.169700693520925e-10,0.32900640419485333,1.0362868869209638e-10,0.0659506309151406,1.451556218402832e-11,0.00923789055141867,1.464513370982276e-11,0.00932035153768253,6.0151318179565925e-12,0.003828107288037408,0.0910346520706378,0.4664622552571768,0.4481461681154075,0.0004410912176394392
EEG Cp5,1.8111996595082e-09,6.010293661125652e-10,0.3318404809526987,1.1162414594900852e-10,0.06162995082459221,2.249443687496404e-11,0.012419634001627418,2.8217126280677302e-11,0.015579246679153625,1.1849817675688336e-11,0.006542524239931642,0.09717972907133761,0.43355579234127783,0.3985692637578205,0.0008523545455976394
EEG F9,2.322317816547282e-09,8.299031478728765e-10,0.35735985055944636,1.2560014193323487e-10,0.05408395915420893,2.616731305962962e-11,0.011267757097318405,3.1481633182259066e-11,0.013556126107263193,1.0755258259335521e-11,0.004631260279149026,0.18299001346348348,0.3352018544894822,0.3131581844504732,0.0005552501151926776
EEG Fz,1.5234938193875143e-09,5.295785579262412e-10,0.3476079464104069,8.304443075134572e-11,0.054509200952801914,1.054542741206892e-11,0.006921870819474979,3.978896348518615e-12,0.002611691821709023,3.6702756819385965e-12,0.002409117539718111,0.08222098504397944,0.4818344237361394,0.46874198969910574,0.00023163859838373955
EEG Pz,1.54138104204286e-08,4.851845105460016e-09,0.31477259503786637,4.3583729635468823e-10,0.028275765983020913,7.481421565543995e-11,0.004853713236039636,7.58481578470729e-11,0.004920792184296494,4.588435667716125e-11,0.002976834113409667,0.45887106590976096,0.02041147375091654,0.010364283771605504,0.00019659832559129023
EEG F4,1.833436152978216e-09,5.817366034242249e-10,0.3172930797067886,9.38524469814344e-11,0.051189372931793334,1.375756345696492e-11,0.007503704688389212,1.816227163306949e-11,0.00990613804771269,7.85681476837699e-12,0.004285294994109533,0.1407608135794405,0.4138133593861225,0.394090892443404,0.0005222132407570031
EEG C4,1.8205071135202903e-09,5.710601619479052e-10,0.31368191736622975,9.833994942951499e-11,0.05401788803744707,1.7168448005541987e-11,0.00943058550995914,2.2604480694990794e-11,0.01241658465771156,1.13574435370298e-11,0.006238615302671387,0.10919378704699784,0.4348991148814566,0.39847429167165677,0.0009971665378727768
