file,channel,time_sec,time_min,p2p_uv
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,87.5,1.4583333333333333,248.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,88.0,1.4666666666666666,249.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,88.5,1.475,367.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,89.0,1.4833333333333334,541.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,89.5,1.4916666666666667,601.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,90.5,1.5083333333333333,514.8749999999999
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,91.0,1.5166666666666666,411.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,91.5,1.525,470.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,92.0,1.5333333333333334,207.49999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,97.0,1.6166666666666667,222.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,97.5,1.625,247.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,98.0,1.6333333333333333,245.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,98.5,1.6416666666666666,236.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,100.0,1.6666666666666667,269.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,100.5,1.675,267.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,281.0,4.683333333333334,213.74999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,281.5,4.691666666666666,268.12499999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,282.0,4.7,276.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,304.5,5.075,205.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,305.0,5.083333333333333,202.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,375.0,6.25,204.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,380.0,6.333333333333333,261.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,380.5,6.341666666666667,250.99999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,474.0,7.9,210.37499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1058.5,17.641666666666666,226.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1059.0,17.65,272.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1062.5,17.708333333333332,228.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1070.0,17.833333333333332,252.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1114.0,18.566666666666666,228.49999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1114.5,18.575,233.62499999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1115.0,18.583333333333332,214.37499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1115.5,18.591666666666665,211.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1130.0,18.833333333333332,203.74999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1130.5,18.841666666666665,203.37499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1148.0,19.133333333333333,209.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1148.5,19.141666666666666,274.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1149.0,19.15,396.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1149.5,19.158333333333335,500.1249999999999
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1150.0,19.166666666666668,527.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1150.5,19.175,216.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1161.5,19.358333333333334,206.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1162.5,19.375,200.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1163.0,19.383333333333333,200.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1196.0,19.933333333333334,207.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1215.5,20.258333333333333,215.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1224.0,20.4,202.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1225.5,20.425,200.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1232.5,20.541666666666668,202.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1233.0,20.55,202.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1233.5,20.558333333333334,207.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1242.0,20.7,206.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1246.0,20.766666666666666,200.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1246.5,20.775,217.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1249.0,20.816666666666666,239.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1255.5,20.925,203.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1257.0,20.95,222.62499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1269.0,21.15,204.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1281.5,21.358333333333334,274.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1282.0,21.366666666666667,282.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1282.5,21.375,274.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1623.5,27.058333333333334,209.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1626.0,27.1,208.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1631.5,27.191666666666666,263.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1632.0,27.2,251.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1632.5,27.208333333333332,271.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1633.0,27.216666666666665,242.24999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1633.5,27.225,275.62499999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1634.0,27.233333333333334,235.62499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1638.5,27.308333333333334,220.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1645.0,27.416666666666668,220.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1645.5,27.425,228.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1646.0,27.433333333333334,204.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1825.0,30.416666666666668,241.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1826.5,30.441666666666666,290.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1827.0,30.45,219.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1833.0,30.55,207.62499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1833.5,30.558333333333334,261.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1834.0,30.566666666666666,232.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1835.0,30.583333333333332,279.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1835.5,30.591666666666665,242.62499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1844.5,30.741666666666667,261.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1851.0,30.85,218.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1856.5,30.941666666666666,220.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1970.5,32.84166666666667,204.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1971.5,32.858333333333334,321.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1972.0,32.86666666666667,294.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1977.5,32.958333333333336,209.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1981.5,33.025,208.62499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1982.0,33.03333333333333,340.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1982.5,33.041666666666664,426.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1983.0,33.05,213.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1988.0,33.13333333333333,350.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1988.5,33.141666666666666,371.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1995.5,33.25833333333333,477.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1996.0,33.266666666666666,419.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1996.5,33.275,263.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1997.0,33.28333333333333,230.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1997.5,33.291666666666664,298.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1998.0,33.3,237.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,1999.5,33.325,323.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2000.0,33.333333333333336,320.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2000.5,33.34166666666667,324.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2001.0,33.35,235.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2001.5,33.358333333333334,267.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2002.0,33.36666666666667,267.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2002.5,33.375,215.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2003.5,33.391666666666666,270.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2004.0,33.4,227.74999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2005.5,33.425,264.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2006.0,33.43333333333333,220.74999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2013.5,33.55833333333333,233.24999999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2014.5,33.575,230.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2015.0,33.583333333333336,207.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2024.5,33.74166666666667,239.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2025.0,33.75,204.12500000000003
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2026.0,33.766666666666666,487.75
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2026.5,33.775,535.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2027.5,33.791666666666664,215.99999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2028.0,33.8,215.99999999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2028.5,33.80833333333333,287.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2029.0,33.81666666666667,235.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2031.5,33.858333333333334,292.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2032.0,33.86666666666667,282.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2032.5,33.875,382.375
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2033.0,33.88333333333333,275.625
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2038.0,33.96666666666667,344.125
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2038.5,33.975,299.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2039.0,33.983333333333334,212.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2040.5,34.00833333333333,278.25
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2041.0,34.016666666666666,281.875
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2042.5,34.041666666666664,345.62499999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2043.0,34.05,286.0
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2045.5,34.09166666666667,243.12499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2046.0,34.1,209.12499999999997
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2049.5,34.15833333333333,364.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2050.0,34.166666666666664,317.5
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2053.5,34.225,285.12499999999994
data\raw\siena\PN14\PN14-3.edf,EEG Fp1,2054.0,34.233333333333334,247.62499999999994
