file,channel,time_sec,time_min,p2p_uv
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,0.5,0.008333333333333333,237.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,3.5,0.058333333333333334,231.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,4.0,0.06666666666666667,247.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,8.5,0.14166666666666666,200.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,9.5,0.15833333333333333,211.875
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,10.0,0.16666666666666666,239.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,13.5,0.225,239.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,14.0,0.23333333333333334,208.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,25.0,0.4166666666666667,206.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,39.5,0.6583333333333333,209.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,41.5,0.6916666666666667,248.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,44.0,0.7333333333333333,219.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,44.5,0.7416666666666667,209.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,50.0,0.8333333333333334,213.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,50.5,0.8416666666666667,213.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,51.5,0.8583333333333333,217.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,52.0,0.8666666666666667,217.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,54.0,0.9,203.87499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,57.5,0.9583333333333334,210.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,58.0,0.9666666666666667,210.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,59.5,0.9916666666666667,446.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,60.0,1.0,450.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,64.0,1.0666666666666667,223.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,64.5,1.075,310.37499999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,66.5,1.1083333333333334,575.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,67.0,1.1166666666666667,513.9999999999999
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,68.0,1.1333333333333333,258.875
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,68.5,1.1416666666666666,253.62499999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,69.5,1.1583333333333334,227.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,73.5,1.225,206.99999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,74.0,1.2333333333333334,227.87499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,74.5,1.2416666666666667,226.49999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,83.5,1.3916666666666666,238.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,84.0,1.4,267.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,88.5,1.475,242.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,89.0,1.4833333333333334,254.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,93.0,1.55,221.49999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,94.0,1.5666666666666667,223.87499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,95.5,1.5916666666666666,226.99999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,96.0,1.6,258.49999999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,100.0,1.6666666666666667,256.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,100.5,1.675,263.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,152.0,2.533333333333333,251.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,152.5,2.5416666666666665,212.875
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,182.5,3.0416666666666665,207.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,191.0,3.183333333333333,283.62499999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,191.5,3.191666666666667,264.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,192.5,3.2083333333333335,372.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,193.0,3.216666666666667,415.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,196.0,3.2666666666666666,2838.2499999999995
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,196.5,3.275,2897.3749999999995
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,197.0,3.283333333333333,1137.3749999999998
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,197.5,3.2916666666666665,1041.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,198.0,3.3,1143.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,198.5,3.308333333333333,1168.875
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,199.0,3.316666666666667,1184.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,199.5,3.325,1101.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,200.0,3.3333333333333335,1184.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,200.5,3.341666666666667,1127.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,201.0,3.35,1303.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,201.5,3.3583333333333334,1256.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,217.0,3.6166666666666667,207.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,217.5,3.625,200.875
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,220.0,3.6666666666666665,216.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,276.0,4.6,222.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,276.5,4.608333333333333,212.87499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,277.0,4.616666666666666,212.87499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,310.0,5.166666666666667,233.37499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,310.5,5.175,233.37499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,313.5,5.225,221.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,320.0,5.333333333333333,225.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,320.5,5.341666666666667,222.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,509.0,8.483333333333333,209.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,510.0,8.5,227.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,514.5,8.575,304.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,515.0,8.583333333333334,276.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,515.5,8.591666666666667,225.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,516.0,8.6,225.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,545.5,9.091666666666667,212.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,546.0,9.1,210.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,549.5,9.158333333333333,331.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,550.0,9.166666666666666,1205.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,550.5,9.175,1205.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,551.0,9.183333333333334,623.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,551.5,9.191666666666666,567.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,552.0,9.2,377.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,553.0,9.216666666666667,258.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,553.5,9.225,248.62499999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,554.5,9.241666666666667,228.74999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,558.5,9.308333333333334,206.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,561.5,9.358333333333333,231.24999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,562.0,9.366666666666667,372.24999999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,562.5,9.375,401.37499999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,563.0,9.383333333333333,401.37499999999994
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,563.5,9.391666666666667,293.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,566.0,9.433333333333334,211.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,566.5,9.441666666666666,240.375
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,567.0,9.45,230.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,571.0,9.516666666666667,287.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,571.5,9.525,279.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,573.0,9.55,259.5
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,577.0,9.616666666666667,258.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,577.5,9.625,205.0
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,587.0,9.783333333333333,209.625
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,598.5,9.975,208.75
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,805.5,13.425,260.25
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,806.0,13.433333333333334,242.24999999999997
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,811.0,13.516666666666667,253.125
data\raw\siena\PN14\PN14-4.edf,EEG Fp1,821.0,13.683333333333334,200.5
